,X1,pros_page1,pros_page_rating_value,
609,68,"Nice work environment, great leaders, fun at work, amazing benefits",2,#N/A
610,68,"Overall company very supportive to employees, and provide great benefits.  Lots of sharp people to work with.",4,#N/A
611,69,Good work environment and team supporting,3,#N/A
612,69,great work and life balance,3,#N/A
613,69,Opportunities - in the fields of operations.,4,#N/A
614,69,Good work life balance in factset and enjoy with good number of events and outings,4,#N/A
615,69,Team building... Cooperation among within the team and helpful managers...,4,#N/A
616,69,"Good benefits, 401 k, stock purchasing plan
NYC location close to all forms of transportation
Free and delivered lunch",4,#N/A
617,69,Free drinks and Nice colleagues,4,#N/A
618,69,"Employee friendly environment, good transportation facilties, salary review for every six months.",4,#N/A
619,69,"Friendly and energetic environment, fast-paced industry, exciting innovations in the financial software realm",2,#N/A
620,69,"The monthly treat and company shuttle service is super nice to have especially when your shift finishes at 12mn and its not safe to go home. The door to door service is very crucial. They also have unlimited drinks(soft drinks, juice and coffee).",4,#N/A
621,70,Great people in the company. Good work/life balance,3,#N/A
622,70,"Good work-life balance, decent benefits
Lunch Monday-thursday (in office or delivered)
Free breakfast on Fridays
Good location",3,#N/A
623,70,"Great benefits, nice people, nice offices, can work remotely,",4,#N/A
624,70,"Benefits are fantastic. Raises are ok. The company does a lot for their employees, especially those in engineering. Pretty good work life balance.",4,#N/A
625,70,"- Work life balance
- Great people
- Sufficient benefits
- Free drinks
- Free shuttle (up to your home if your shift is until midnight)",4,#N/A
626,70,"Work & life balance
Great benefits",4,#N/A
627,70,Decent salary hike six month apprasial,4,#N/A
628,70,"Less amount of work load, Flexible Timings, Formals  not required,",4,#N/A
629,70,Great exposure to high-level investment professionals,2,#N/A
630,70,"Open culture
Very good access to online library, subsidized food",4,#N/A
631,71,its a best place to work for where work life balance is pref.,3,#N/A
632,71,Great  Benefits but low salary and increase then net pay becomes super low due to tax in our country,3,#N/A
633,71,provides best facilities to employees and good hikes based on promotion,4,#N/A
634,71,GREAT PLACE TO WORK FOR,4,#N/A
635,71,"Really couldnt be more smitten with this company after 9 months. 

The pay is great. There is an emphasis on recruiting smart but friendly people. The company is constantly focused on taking care of you. Immediate opportunity to grow your career.",4,#N/A
636,71,Collaborative work environment working with team,4,#N/A
637,71,"good for freshers
fun at work
scope for growth
half yearly revisions
growing company",4,#N/A
638,71,"its a very good company to  launch career
one of best small company
salary hikes will be there for every 6 months based on your performance
Flexible leaves will be given, especially good for women employees",4,#N/A
639,71,"- Young organisation
- Helpful culture
- Excellent work-life balance
- Decent growth opportunities",2,#N/A
640,71,Work culture is good and very relevant to my favorite subject commerce,4,#N/A
641,72,Great place to learn the financial markets.,3,#N/A
642,72,"Good benefits, free lunch, supporting manager depending on where you end up, ability to learn a lot from different clients. FactSet's analytics are sound and unbiased which is different to Bloomberg which has a lot of data that is not necessarily correct or useful.",3,#VALUE!
643,72,Good work environment especially for fresh graduates,4,#N/A
644,72,"work environment, connections, people, knowledge",4,#N/A
645,72,environment with a lot of good people,4,#N/A
646,72,Great life work balance. Stress free. Wonderful benefits.,4,#N/A
647,72,Free lunch Monday thru Thursday,4,#N/A
648,72,Good place to start right out of college,4,#N/A
649,72,"HMO as hired, free drinks, shuttle service to ayala and if night or graveyard shift there's a car pooling, good compensation and working environment",2,#N/A
650,72,Best place and pleasure to work,4,#N/A
651,74,"everything is good, nice work environment.",3,#N/A
652,74,One of very few companies that provide both pick and drop facilities,3,#N/A
653,74,Great place to begin a career,4,#N/A
654,74,Good benefits. With door-to-door shuttle service. Many trainings,4,#N/A
655,74,"Working as a Research Specialist in Product Development generally entails stable work hours (9-5), give or take depending on your boss. 
Difficult to get fired. If you perform poorly, your boss will give you a long time window to improve and will work hard to get you back on track, otherwise s/he will have no problem with you transferring to another internal job role.",4,#VALUE!
656,74,Awesome place to work-great people and environment,4,#N/A
657,74,"Great benefits, good hours, fun coworkers, nice atmosphere to work in",4,#N/A
658,74,"Benefits are good - especially free lunch, healthcare and ESPP. Work / life balance is achievable, pc and desk set up is good.",4,#N/A
659,74,"Good technical work
Career growth opportunities if you do well
Good work life balance
Decent salary (twice a year reviews and salary increments)
Flexible work hours",2,#N/A
660,74,"Freedom to do the job
Flexibility",4,#N/A
661,76,Great atmosphere and workplace. Benefits are good and the work life balance is good as well.,3,#N/A
662,76,"Work/life Balance is very good.
Good culture",3,#N/A
663,76,"-Free Lunch
-Young/Active Culture
-Strong Responsibility at a young age out of school",4,#N/A
664,76,"I have been working at Factset since a couple of months, best place, management down to earth anthing and eveything can be done by management. Interaction with managers is easy and you will able to get sucess if you really work hard",4,#N/A
665,76,"nice place to learn some corporate work,good employee benefits for a fresher,free cab and free lunch,dinner available for all employees",4,#N/A
666,76,good at benifits and facilities,4,#N/A
667,76,"The teams across the office are very welcoming and open to dialogue.
The clients are actually very good to you and clear in what they do and do not want. However, management always seems to talk negatively about the clients. It's disconcerting.",4,#N/A
668,76,"Tremendous growth opportunities, Wonderful place for start your career",4,#N/A
669,76,"Excellent benefit program, really caters to employee work life balance.",2,#N/A
670,76,Good opportunity for growth. Continuous learning on the job.,4,#N/A
671,77,"Good first job...experienced hires don't bother. Great benefits, cover health/dental, lunch is paid for Monday-Thursday. Depending on department have the chance to work with outstanding clients and make great connections in the industry, often leading to job offers. Knowledge of the software is valuable when searching for new opportunities. Young, fun environment.",3,#VALUE!
672,77,"- Good place to work for an entry-level job
- Culture is catered to young professionals
- Free drinks in the pantry
- Lots of clubs to join
- Free snacks during month-end
- Shuttle service to your doorstep
- Frequent team-building activities",3,#N/A
673,77,"Good working environment, Login logout Transport facility",4,#N/A
674,77,The environment is very newly graduate friendly. The office offers good benefits and the shift does not coincide with the traffic in the metro.,4,#N/A
675,77,"Opportunity to interact face to face with financial professionals

CFA is paid for and you can get bonuses (but you have to stay a few years until it's vested)

Benefits are amazing - 3 wks vacation, good dental, vision, health

Free food M-Th (or con?  this is a ploy to have you stay at your desk and work through lunch)

Excellent training -- you'll be sent to Norwalk or London for initial training which... lasts a month, and then to accounts training a few months later which lasts for about a week; you'll get a stipend and your hotel will be paid for

People -- most are nice; there are a few nasty people and office politics is inevitable, but overall a good environment with smart and friendly coleagues",4,#VALUE!
676,77,Ability to travel and face time with C-level executives and Portfolio Managers,4,#N/A
677,77,Good working environment and providing excellent benefits to employee,4,#N/A
678,77,"Great Benefits, great environment, lots of focus on training their people and developing talent",4,#N/A
679,77,"Smart people, rewarding work, good benefits, care about their employees, opportunity for advancement within the company, comprehensive training program.",2,#N/A
680,77,Great company to work for. Good benefits. Work with really smart people,4,#N/A
681,78,FactSet is filled with smart and innovative individuals who are incredibly motivated in their roles. The face-to-face interactions with clients also proves to be great for networking and learning the overall investment market.,3,#N/A
682,78,"Great perks, benefits, location, events",3,#N/A
683,78,Good facilities and good working environment for start up candidates it is a good platform,4,#N/A
684,78,"- free lunch from Monday to Thursday
- great work culture: flexible hours, no excessive overtime
- young and dynamic team",4,#N/A
685,78,"Good facilities
Good for basic learning",4,#N/A
686,78,"you can craft your communication skills, while being exposed to--  at a very basic level--  fintech/finance.",4,#N/A
687,78,"Free shuttle during graveyard shift going home, free snacks, unlimited free drinks

Managers and team members are very nice and approachable.

Follows holiday dates",4,#N/A
688,78,"Benefits, vacation & sicknes leave. Free drinks, can leave station anytime.",4,#N/A
689,78,International Hit and gud opportunity,2,#N/A
690,78,"Transport facility. Ask any current or ex employee of Factset, they all would agree with one thing that is transport, only thing which is prompt and steady.",4,#N/A
691,79,"Benefits was good, mostly nice people if you are in the right team.",3,#N/A
692,79,"- No day is ever the same. You will always be working on different projects and client requests from one day to the next. 
- Culture is very young and open in Consulting",3,#N/A
693,79,"-Great place to start your career 
-Great work/life balance
-Fun atmosphere",4,#N/A
694,79,The environment is good but not the management,4,#N/A
695,79,"great benefits
awesome people to work with
nice working environment",4,#N/A
696,79,Great benefits and company culture.,4,#N/A
697,79,Great benefits & lots of pto,4,#N/A
698,79,"Health insurance is fully covered by the employer, including family plans.
4% matching on 401k, not 3%.
Management is fair and reasonable to the employees",4,#N/A
699,79,Great work environments and benefits. Very good work-life balance. Plenty of smart people in different teams.,2,#N/A
700,79,"Positive work environment.
Transparent and open Communication.
Recognition of hard work.",4,#N/A
701,80,"Great people, given freedom as long as you perform",3,#N/A
702,80,Factset has a very good work environment. the colleagues and mangers are very much friendly and cooperative.,3,#N/A
703,80,the people are very nice,4,#N/A
704,80,"Free lunch and good corporate perks, normal working hours",4,#N/A
705,80,Good Heath and benefit depending on the group,4,#N/A
706,80,"Nice Culture and great people to work with, in general. The culture varies for your position, from being the CS Engineers (almost start-up feel) to product development (relaxed company atmosphere) to consultants (close to finance environment). The management is looking out, and you'll even see them in the cafeteria at the Headquarters quite often. 
The RPD tool is a fantastic Project Management tracking system, and... they should look into selling this out as a product in addition to the workstation.",4,#VALUE!
707,80,Free Transport Facility and Bi-Annual hikes,4,#N/A
708,80,"Work life balance
Decent salary (not very high, no less)
Good learning experience (could depend on project. For a self learner, you have every right to experiment and learn)",4,#N/A
709,80,"Excellent training program
Tons of time to learn at your own rate
Opportunities to grow (although you'll notice not everyone there is trying to do this)",2,#N/A
710,80,"Work life balance
Mid year hikes
Employee relations
Salary structure",4,#N/A
711,81,"- The compensation and health care package are amazing
- The scale and complexity of the work will sharpen your skills
- The employees are scary-smart and very cool (in engineering at least)
- Work from home is available when needed/warranted
- Ni",3,#N/A
712,81,"Best place to start your career
Best place to learn anything 
Best place to work 
Best challenges to prove yourself all the way",3,#N/A
713,81,Very happy to have started where I am. Good starting position fir just entering the industry. Training program is great.,4,#N/A
714,81,"Work life balance, ok pay, free lunch, good people to work with. They are willing to help and teach. Not many politics, laid back.",4,#N/A
715,81,"Good work life balance.
No deadlines(atleast in my team).
you can work from home if required.
No particular timings. you can come and go at anytime as long as you complete your work.
Half-yearly hikes.
Only",4,#N/A
716,81,"Thorough training, great managers, and good benefits and great work/life balance",4,#N/A
717,81,"Benefits 
CSR activities 
Free merienda once a month 
Shuttle service",4,#N/A
718,81,It was environment friendly company,4,#N/A
719,81,Good benefits and work life balance,2,#N/A
720,81,"Good pay, Reasonable work hours and good freedom to work",4,#N/A
721,82,"-Love the culture and people are really dedicated to their work here.
-You walk away with a jack-of-all-trades resume (proactive consulting work, project management, financial acumen, data analysis, relationship management)",3,#N/A
722,82,"Good to work, environment is good",3,#N/A
723,82,"environment is good, nice people, heaithy relationship",4,#N/A
724,82,"Flexible timings, very very flexible.  No one will verify when you are coming or going
No closed monitoring 
Nice work area
Some of the employee benefits are very nice",4,#N/A
725,82,People good and the culture is  a fun one.,4,#N/A
726,82,"I think best parts about FactSet are the people and the exposure to the financial industry.
FactSet clearly hires certain pedigree of people and you will be guaranteed to be working with likely minded multinationals. There are plenty of informal afterwork events which enable you to connect with others. You will also be working with people who are brought up within the company since only a minority join the company... without going through the initial ""boot camp"".

Depending on the team you work for you are prone, sooner or later, to get a fair amount of responsibility early on. This can be quite stressful to start with, but eases after the learning curve on product and content balances out. If you can develop into a person who truly understands banking, buy and sell side connections, and other links and megatrends within the industry - you will be very valuable.

The company benefits are great in my opinion, the schemes are generous and allow you to include your better half in them too.

Financial industry will need market data solutions today and in the future and there won't be a shortage of work on this field (think about regulation!).",4,#VALUE!
727,82,"The company is still growing, which translates into generous benefits and decent salaries for the people who work there.  The free food and excellent health insurance plans are particularly noteworthy. 

The people who work here tend to be very smart, but still down-to-earth and approachable.  Additionally, they have a well-established system for internal recruiting, which allows employees to avoid getting stuck... in the department that hires them.",4,#VALUE!
728,82,"-- Great work/life balance
-- Nice benefits, including good insurance and free lunch/snacks
-- Fun and cutting edge projects (if you work on the right team)
-- Laid back company culture (a.k.a. nobody will notice if you do nothing all day)",4,#N/A
729,82,"Free lunch, managers are friendly, workload is manageable, flexible working environment (work from home, holidays etc). Great first job if you want to get exposure and learn more about finance and excel but wouldnt recommend long term.",2,#N/A
730,82,"Good benefits, allowances
work life balance",4,#N/A
731,83,"Senior management does a good job of communicating the company's direction and initiatives, resulting in a corporate culture that is team driven and collaborative.",3,#N/A
732,83,"Great place to start a career and build your way up.  You're able to learn how to interact with clients on the buyside/sellside and establish a great network.  People there are solid

Free lunches
benefits are solid
career growth opportunities",3,#N/A
733,83,"The company is giving a lot of benefits like twice a year performance bonus, 13th month pay, medical reimbursements, shuttle services, free drinks at office, health care, company insurance and provident fund",4,#N/A
734,83,"Great benefits, lots of smart people working there.",4,#N/A
735,83,"Very good for beginners
Open door policy well followed, 
very good worklife balance
well planned training program
Benefits-Cab for pick and drop, kwench subscription, breakfast/snacks",4,#N/A
736,83,This is a great opportunity to learn the in's and out's of a financial firm. You get to train in the London office which is quite exciting. It also helps you if you plan on applying yourself!,4,#N/A
737,83,"Gud facilities like free transportation,  subsidy food etc., Work stress depends on the process into which you get an opportunity to work for.",4,#N/A
738,83,Great people. Free lunch. Great atmosphere,4,#N/A
739,83,"The only reason one should be working at Portware(FactSet) is the benefits in terms of 401k , free food and medical insurance which is free courtesy Factset and if you are really not interested in doing good work. Otherwise stop wasting your time.",2,#N/A
740,83,"good facilities. good work culture,moderate pay",4,#N/A
741,84,"good culture, good insurance, good colleagues, good training",3,#N/A
742,84,A company that attracts talent and knows how to retain staff. Fantastic managers and colleagues. Great career opportunities.,3,#N/A
743,84,"Working on new project
Work life balance",4,#N/A
744,84,"They look after you ,  free lunch ,  refreshments , fresh fruit etc..",4,#N/A
745,84,"The title is Research Analyst but it is more of a data analyst job. Good work life balance, good benefits, pick & drop facilities, infrastructure is good. working hours is fixed with no long extended working hours, rotational shift but timing is good.",4,#N/A
746,84,"- Salary increases are high
- Very exposed role
- exiting day to day workfloow",4,#N/A
747,84,"Great place where more importance is given for employ
good benefits and safety.",4,#N/A
748,84,"""Good work life balance and culture is awesome""",4,#N/A
749,84,"100% employer paid health benefits, free lunch Monday - Friday, flexible work schedules/WFH policies, friendly atmosphere, accessible leadership, great autonomy",2,#N/A
750,84,"FactSet has a good work life balance. The people that work there are also all very friendly and make the company,",4,#N/A
751,85,"coworkers, raises, client relationships",3,#N/A
752,85,Great place to start right out of college. Amazing culture and people who are friends in and out of the office. Work/life balance is hard to beat.,3,#N/A
753,85,its mainly financial advisory to the clients..and gives accurate and reliable data to the client .it follows timeliness..based on the equity reports the client could make a decision to make the investment in respective companies.,4,#N/A
754,85,"Great work/life balance. Great close-knit, collaborative culture.",4,#N/A
755,85,Innovation and great people made this one of my favorite places to work. The diversity of personnel is fabulous and should be duplicated around the United States!,4,#N/A
756,85,"Great work/life balance, free lunch, good people to work with and nice office spaces",4,#N/A
757,85,good work culture and friendly environment,4,#N/A
758,85,"Decent place to work with good work-life balance and benefits. A great place for recent grads looking to start their career, as well as more senior employees. I see people with families enjoying working here, due to flexibility and benefits. You learn a lot, especially if you're new to finance, and there is a friendly, collaborative atmosphere. It's busy and fast-paced, and teams still have independence in their... processes since the company has its roots as a start-up. Everyone loves the free lunches!",4,#VALUE!
759,85,"Open work culture
Flexible work hours
Absence of any micro-management",2,#N/A
760,85,"Work Life Balance,  Casual Dress Code, Free Meal",4,#N/A
761,86,Really great place to work,3,#N/A
762,86,"Great benefits, nice office, friendly environment.  Room for growth, good team environment, friendly corporate culture.  Gym in building, great location, pay is decent to start.",3,#N/A
763,86,"Good scope for freshers to adapt office culture, good transport and food facility, employee centric events, good environment.",4,#N/A
764,86,Healthy environment for recent college grads joining the workforce,4,#N/A
765,86,"good perks, relax sched for software engineers",4,#N/A
766,86,"Good work life balance
Nice people",4,#N/A
767,86,"Scope for learning new things
Facilities",4,#N/A
768,86,"This is a good place for entry level engineers. Folks are helpful. Resource is abundant and management is tolerant and patient to help you get to know the environment, tools and technology to be productive. Will be good enough after a year to know all the needed basics.",4,#VALUE!
769,86,"Fun work environment, with ability to take on significant responsibility early in career., and work with interesting and intelligent clients across the financial industry.",2,#N/A
770,86,Work/life balance. Free lunch. Very relaxed work environment. Nice place to work for over a short period of time. Colleagues are usually very soft-spoken and sociable people. Some of the new product enhancements are exciting and challenging (Unfortunately you must be in the states to be able to work on and be part of these),4,#VALUE!
771,87,Work alongside highly energized recent grads as well as tenured specialists.,3,#N/A
772,87,"Employees are very good, most employees are ages 21-25, easy work,good schedule.",3,#N/A
773,87,Good people. Flexible timings.,4,#N/A
774,87,"Work flexibility
Office Transport
Good HR policies
Good Software Mangers
Leave policies",4,#N/A
775,87,easy job. nice canteen and coworkers,4,#N/A
776,87,"The companybenvinorment was very good ,the team spirit of these company under very well nature.",4,#N/A
777,87,"Free lunches, health care, relax culture, Travel",4,#N/A
778,87,"I worked in FactSet Philippines, Inc. in Manila. I was fortunate enough to be working in a great working environment: beautiful office, dependable, competent, and capable colleagues and managers, and satisfactory benefits.",4,#N/A
779,87,"Lunches Mon-Thu, free snacks, fruits, and drinks in the kitchen, a lot of benefits like Vitality, Bupa Dental, cycle to work scheme, nice people",2,#N/A
780,87,"Pick and drop cab facility,salary hike for every six months based on our performance,snacks and food facility,more chances to build our career as a fresher,good work environment and internal job postings to shift internally where we wish to work.",4,#N/A
781,88,"Good for fresh new graduate to get into financial market, learn financial knowledge and financial tools and huge exposure to financial clients.",3,#N/A
782,88,"Good work life balance. Flexible, but that all depends on your direct chain of management. Working closely with product development allows you to make technical decisions and shape up the code base within your scope.",3,#N/A
783,88,"Free Lunch,
Work-Life balance,
Nice people,
Growing company,
Free Lunch",4,#N/A
784,88,"Amazing people, work culture, diverse work",4,#N/A
785,88,Company Excitement - culture is great,4,#N/A
786,88,okay work. okay culture. some teams are good,4,#N/A
787,88,Best company to work for.  Best of the bosses and great work culture. Work timings are properly followed and cab facility on time is also provided.,4,#N/A
788,88,"Work environment is good.
Fun at Factset 2 or 3 times in a month if, work flow is less.",4,#N/A
789,88,Great work life balance. Free lunch.,2,#N/A
790,88,"Working in FactSet has its own benefits (talking for a Software Engineer)
- Its a great company to start with (Unlimited opportunities / Nice Technologies to work on)
- Work From Home.
- Work Life Balance (They will make you a type of person who wants to work on time irrespective of   what you have been in your past)
- Transport facility
- Two appraisals per year
- Good number of leaves",4,#VALUE!
791,89,"Good benefits, snacks, community activities",3,#N/A
792,89,"Great company to work for. Amazing work/life balance giving you the flexibility that most want. Free lunch is great 4 times a week and the culture here is welcoming, collaborative, and positive.",3,#N/A
793,89,Provides a lot of responsibility and autonomy from the beginning of your career. Very inspiring management.,4,#N/A
794,89,Nothing much to say about Pros,4,#N/A
795,89,"great work atmosphere, friendly people, good salary",4,#N/A
796,89,Only for freshers. Good for women.,4,#N/A
797,89,It was a good experience working with the company. Great support from the peers.,4,#N/A
798,89,Good culture and management does a good job,4,#N/A
799,89,"Cab, work timings and other benefits are good.",2,#N/A
800,89,Good for short term. Good work life balance. Certification is provided based on the market. Liberal work space,4,#N/A
801,90,A company that cares for the well being of its employees,3,#N/A
802,90,Friendly and polite colleagues. Everyone respects your thoughts and suggestions.,3,#N/A
803,90,"Good benefits, decent pay, free lunch,",4,#N/A
804,90,"Best work culture, and quality of work.",4,#N/A
805,90,Work/life balance is good; good benefits,4,#N/A
806,90,"-Good autonomy over work that you do
-Good culture/people
-Young company
-Growing",4,#N/A
807,90,"Good people 
Great place to start a career - you learn a lot 
Benefits, 401k match $ - $ up to 4%, free lunch M-Th",4,#N/A
808,90,Work with great people. Plenty of autonomy in work. Free lunch (Mon-Thurs). Good work/life balance.,4,#N/A
809,90,Free lunch/ nothing to do.,2,#N/A
810,90,"- They have a lot of learning content and encourage independent learning.
- A large name in the industry
- Access and ownership to mainstream financial clients.
- Free lunch Mon-Thurs and snacks/drinks was a plus",4,#N/A
811,91,"Good work/life balance, comfortable office chairs",3,#N/A
812,91,"Good salary, intelligent colleagues, open culture and competitive products.",3,#N/A
813,91,"1. High salary
2. High tech spec
3. Good location
4. Friendly working environment
5. Have the opportunity to work with big companies and can learn a lot of things.",4,#N/A
814,91,"-Organized and ongoing training
-Strong client facing experience
-Experience is applicable for many roles internally and externally
-Positive and challenging work environment",4,#N/A
815,91,"Always get stress, keep on changing policy and management play d politics for promotion",4,#N/A
816,91,"Good work life balance to work. healthy environment & good ambience.
good facilities & nice platform for beginners. good support form seniors & interested to work with targets.",4,#N/A
817,91,Very good to their employees!,4,#N/A
818,91,"The people, exposure to senior management, ability for travel, intellectually challenging client base. Lunch 4 days a week, great health benefits, and generous vacation.",4,#N/A
819,91,"Have good leave plans, Team process.",2,#N/A
820,91,Great culture and people here,4,#N/A
821,92,"Good work life balance, lot of flexibility.",3,#N/A
822,92,Good first company to work for,3,#N/A
823,92,"Really good company. Good pay, good  benefits (stock purchasing/daily lunches) and really nice peopel.",4,#N/A
824,92,"Good work life balance
Free lunch everyday
Pay for CFA",4,#N/A
825,92,"Good work life balance, can work from home",4,#N/A
826,92,"-Culture
-Hours
-Benefits

Great first job overall.",4,#N/A
827,92,"For sure, only cab facility.",4,#N/A
828,92,"good to have half yearly hike, good transportation facility.",4,#N/A
829,92,"Great starting pay out of college, incredible environment, work is challenging",2,#N/A
830,92,Learn so much about the finance industry,4,#N/A
831,93,"None, stuck working for director who plays ""what have you done for me latley""",3,#N/A
832,93,"Work Life Balance
Supportive mangaers
Hike twice an year
Transportation",3,#N/A
833,93,Good Work Life Balance.,4,#N/A
834,93,"Best workplace and friendly managements
Accepting suggestions given",4,#N/A
835,93,Great place to work overall,4,#N/A
836,93,Colleagues Benefits Work Environment Salary,4,#N/A
837,93,Good work environment and friendly management.,4,#N/A
838,93,"StartUp feel within established company
High Quality products
Motivated and Quality Work Force
Opportunity to advance
Worldwide offices
Decent compensation for new grads",4,#N/A
839,93,"Nice company culture, the people there are extremely nice. The work is as challenging as you make it",2,#N/A
840,93,"Free CFA exam ( at least if you are qualified and you passed the exam) Bosses are nice but it may depend on which department you are assigned. There's a work life balance (at least in my department) Many benefits and perks like free unlimited drinks (juice/soda/ice tea/milk/coffee). They have a lot of activities like Sportsfest and Teambuilding. There are some outreach program. There are also different trainings... like excel training, six sigma, etc. There's a retirement and medical benefits. Group insurance. Sick leaves are convertible. There's a semi-annual performance bonus and salary increase (unless you reach the salary ceiling of your position). Shift allowance. Rice and meal allowance.",4,#VALUE!
841,95,"- Lunch subsidized (still have to pay some for lunch in NYC)
- Work around high level management
- A fair amount of autonomy
- Multiple offices around the country make working out of another office easy
- Great exposure to clients. If you plan to ",3,#N/A
842,95,"Great benefits: vacation days, healthcare, young environment, great learning opportunities if you apply yourself.
Sponsor the CFA (if you pass)
Great exposure to clients including a lot of C-suite folks in the finance community
Good place to set yourself up to work for a client and make decent $",3,#VALUE!
843,95,"Excellent support from teams, managers, and HR. I have worked in a lot of financial services firms prior to joining and the grass is not greener compared to the flexibility of FactSet. It is geared towards growth and transformation currently which allows innovation to take over. You are given what you earn. Compensation is being evaluated throughout the company as well. There are a ton of recent college grads - 2 to... 4 years out of college who think that they aren't compensated enough but have nothing to compare to other than their friends at other firms. Once they leave FactSet they realize how much FactSet really does support them, 401k, maternity leave for 4 moths, paternity for 1 month, free lunch, CFA bonus, stock options etc..",4,#VALUE!
844,95,Average learning and growth opportunity and great work life balance,4,#N/A
845,95,"Nice Co-Workers
Great Work Life Balance
Strong Teamwork
Very Good Training",4,#N/A
846,95,"Free medical benefits, free lunch and stocked pantry",4,#N/A
847,95,"Free lunch, travel is pretty nice",4,#N/A
848,95,FactSet est le genre d'entreprise qui prend grand soin de ses employés. On se sent bien à y travailler et l'ambiance y est excellente. Le cadre est très propice au travail.,4,#N/A
849,95,"Snacks, young culture, free lunch, at first there were more company outings",2,#N/A
850,95,"Best work-life balance
Good compensation
Decent benefits
Good management
Nice appraisal cycle. Value for the work and ratings.",4,#N/A
851,96,Good Salary with great benefits.,3,#N/A
852,96,"Great Culture
Awesome Colleagues
Good benefit and insurance",3,#N/A
853,96,Excellent opportunities for career growth. Great benefits.,4,#N/A
854,96,"- Great benefits:  healthcare, 401k, vacation days
- Improved opportunities to advance
- Good work life balance 
- Lunch four days a week
- Good, quality people",4,#N/A
855,96,"- Great benefits - Free lunch (Monday-Thursday & bagel Fridays), free healthcare, snacks/drinks in the office
- Surrounded by great people
- Raises / bonuses come over 6 months
- Volunteer opportunities",4,#N/A
856,96,"Great people, busy, good location, free lunch and snacks!",4,#N/A
857,96,"- Great culture and nice people
- Many very intelligent engineers
- A good range of challenges if you are in the right team.
- The company is always growing and thus if you stay you will be rewarded fairly
- The company is responsive to new techno",4,#N/A
858,96,"Working environment, training, employees, great work life balance",4,#N/A
859,96,"1)Good Place to work
2)pick and drop cab Facility
3)No pressure at work",2,#N/A
860,96,"Good benefits: healthcard, shuttle services, SL conversion, free drinks/snacks, etc. Good environment.",4,#N/A
861,99,"- The company has their shuttle service to bring everyone home
- Unlimited soft drinks, tea, and coffee
- SL is convertible to cash
- Nice office",3,#N/A
862,99,Job security in a company that is actively expanding its reach in financial data.,3,#N/A
863,99,"Good place to work, culture",4,#N/A
864,99,"Great work life balance , decent pay",4,#N/A
865,99,"Nice company culture, good work life balance",4,#N/A
866,99,"free lunch, free snacks, ESOPP, nice location outside of the city",4,#N/A
867,99,"Great place to start a career, but not a great long term job bc of lack of real upside. Great that company provides consistent raises (although starting salary is quite low)",4,#N/A
868,99,"-Excellent work/life balance.  Flexible working hours and WFH is generally accepted.

-Friendly work culture

-Free lunch Monday-Thursday. 

-Good benefits package.",4,#N/A
869,99,The best company I have ever worked. The work environment is quite desirable. The Salary payments on timely basis. Work pressure is reasonable.,2,#N/A
870,99,"* Good healthcare and free lunch 4 days a week. 
* Some teams are well run and make an effort to keep up with the latest tech.
* Engineering management is typically loaded with engineers",4,#N/A
871,100,"Work Life Balance. Free drinks, shuttle service. And many more.",3,#N/A
872,100,"-Good Work Life Balance
-Good exposure to learn new technologies",3,#N/A
873,100,Great place to work if you want to achieve work-life balance,4,#N/A
874,100,"They employ very intelligent, skilled and well rounded people from all backgrounds.",4,#N/A
875,100,Decent work life balance - depends on department,4,#N/A
876,100,"Good environment, Good place to work at.
Good management",4,#N/A
877,100,"Good work life balance.
paid vacations.",4,#N/A
878,100,"Work life balance, Free lunch, Excellent medical and dental insurance Fully stocked kitchen and casual dress code",4,#N/A
879,100,Great benefits and smart people,2,#N/A
880,100,"Career progression, social and fun atmosphere, intelligent staff",4,#N/A
881,101,"free transportation
Flexible work hours
Flexible holidays",3,#N/A
882,101,I joined as a fresher as soon as completed my Post graduation course. I'm very much satisfied with the learning programs offered to me on board. Factset has a open door policy by which it helps us to reach any of the senior managers for process related clarifications. Good work life balance.,3,#VALUE!
883,101,Good company for fresher's to give start.,4,#N/A
884,101,Work life balance. Good benefits.,4,#N/A
885,101,"Great people to work with, mostly very laid back, lunch stipend 4 days of the week. Learn about finance if interested.",4,#N/A
886,101,"Work life balance, good environment, two way cab facility, friendly managemnt, halfyearly hike",4,#N/A
887,101,"Good culture, 
young company, 
excellent learning opportunities,
friendly staff,
Great collaborative environment",4,#N/A
888,101,"Great place for beginners, U can expect great work life balance",4,#N/A
889,101,Good for freshers to kik start their career,2,#N/A
890,101,"Lots of bright, driven people. 
Good investment in staff training for graduates.
Free lunch.
Good social environment.",4,#N/A
891,102,"-  work load is not the heavy ( depends on the department)
- daily tasks tends to get easier once you understand it.
-  Learning modules are provided so learning doesn't stop.
- tasks are time sensitive. 
- you'll rarely get to do OT work. Still it de",3,#N/A
892,102,#NAME?,3,#NAME?
893,102,"1. You are not pushed to complete things as fast as possible. Work happens at your pace until there is something important. 
2. There is always someone to help you if you are struck.  Not knowing things is not looking down upon, you will be asked to learn it.  
3.  Salary is good for the work we do. 
4. Oncall is interesting.
5. Work from home.
6. Global culture.",4,#VALUE!
894,102,"Free transport to work
Free Snacks",4,#N/A
895,102,Good work environment Less stress,4,#N/A
896,102,work environment is good. they is work presure,4,#N/A
897,102,Many of your co-workers will be personable individuals.,4,#N/A
