"","cons_page1"
"962","less growth opportunities in career"
"963","some departments are not fond of promoting their people"
"964","Not very exciting work.
Old tech stack."
"965","- Transferring from locations can be very difficult, and Norwalk gets too old too fast.
- Your experience depends a lot in the team you are assigned to. Some managers are very tough to deal with, some are awesome. Some people will be stuck with dealing with outdated technologies and incredibly boring projects, others will do really cool things."
"966","Make life a bit easier by allowing transferring to different teams and moving to different offices more flexibly."
"967","1.No Bonus
2.can't enjoy the work
3.Improper management
4.No exposure to new ideas"
"968","If the company wants to grew just let the employee to enjoy the work. Business is important for you but the people who are working to get your business run are also important."
"969","Graveyard shifts, depend upon the process/business requirement."
"970","Repeatetive work, less development work.
Not much to learn."
"971","Please bring some good work to India to."
"972","Career paths are nebulous at best.  Salaries are low as a quid pro quo for the work/life balance trade off."
"973","Hire more talent from outside organizations and work to eliminate the cronyism that permeates the culture."
"974","employee retention rate is low."
"975","NO"
"976","""No work-life balance; all employees have laptops which results in working evenings and weekends"""
"977","Good leaders put aside their own needs for the good of the organization — but that doesn’t mean they completely sacrifice their personal lives. Leaders who subjugate their need for exercise, sleep, and recreation eventually succumb to brownout: the graduated loss of energy, focus, and passion"
"978","I have nothing bad to say."
"979","Food is not dat great else every thing is fine."
"980","Involve your employee more on upper level meetings."
"981","I can say Very negligible."
"982","Equal opportunities across the teams"
"983","every thing is fine.employee retention rate is low."
"984","Involve your employee more on upper level meetings.
Helpful"
"985","Focus is heavily on consulting, could spend more time on other departments within the business"
"986","Little to no job growth. Knowledge growth is limited. Pay is terrible."
"987","Create availability for job growth."
"988","Not a huge amount of internal progression"
"989","out dated technology is bad"
"990","get rid of legacy codebase"
"991","Very Clique-y, poor progression for mid-level, salary does not match the level of work expected, average work ethic but great social skills are rewarded highly."
"992","Look at your pool of resources and think of ways to challenge and stimulate tenured consultants. Reward high performers based on relationship and not visits or goodwill calls. Lack of opportunity and low pay explains skilled people constantly leaving!"
"993","Could be too relaxed some times."
"994","Salary at the beginning is decent for a fresh graduate but does not go up very much.
Need a promotion to gain a slightly larger raise.
Career advancement hampered by upper management if they decide to expand the team quickly."
"995","Learn to value important performers by giving incentives whether it be cash or education. 
Make the structure of the company more stable. I experienced about 5 structure changes in 3 years with regards to my team."
"996","salary increments very limited as compare to others work is boring"
"997","Give best salaries for employees working in factset"
"998","Infrastructure is aging badly and directors are not willing to spend any kind of money engineering time on improving corporate workflows.  FactSet from 5+ years ago used to be known for implementing new technologies and always being on the cutting edge, but now this is only true for the favored few.  Base salary is below average, especially when compared to other technology companies.  Year-over-year compensation... increases are often laughable, and internal promotions lead to insulting bumps in pay. Well-qualified and Senior engineers who do not come directly from college or from an external company are paid FAR below company averages.  Bonuses are no longer given for specific teams and departments.  Career growth for anything that handles infrastructure is non-existent.  Too little direction from certain managers with a lot of unclear objectives and weekly reordering of priorities."
"999","Stop being stubborn, allocated some time or money to new efforts and above all trust your engineers.  Replacing senior executives and leaders has not yet been enough to reinvigorate the culture or attitude of the company.  Lots of ""old blood"" and too many tenured middle-managers completely stifle the creativity and proven methods of newer best practices.  Nobody wishes to invest some up-front time for long-term... benefits, and instead operates on just ""getting things done"" causing the quality of work to deteriorate."
"1000","Although internal job postings are there in factset, in most cases they are predetermined and just for name sake they do conduct interviews to fool others. Initial packages given are very low when, compared to industry standards. No growth for people working in some teams even after working for long term but, people in new teams are getting promoted frequently."
"1001","IJP should be transparent and growth in some teams is a concern for employees."
"1002","Lacks professionalism. Learning curve saturates over a period of time. Old technologies."
"1003","Needs to improve on career advancements."
"1004","No career path. No work life balance."
"1005","inconsistencies between different managers' management styles
cfa is not sponsored, only get your bonus for passing 3 years later"
"1006","work harder to retain staff"
"1007","Average starting salary which eventually leads to high turnover of employees as they look for other employment options with higher salaries."
"1008","Approach seems to be that by providing extra 'goodies' in lieu of salary it will keep employees happy but the evidence seems to be otherwise."
"1009","Progression is very limited
End of the day your role is mainly to fix data issues..does get very depressing!"
"1010","Less work life balance
Night shifts are worse to do
Low pay compared to Industry"
"1011","Allow employees to change the process if they want to change it.
Career growth opportunities should be improved
Do not ignore employees in the notice period
Salary has to be increased according to industry standards"
"1012","Low pay, need to provide better opportunities based on skill & experiance"
"1013","Need to work on creating more opportunities"
"1014","Changes are very slow going; they stick to the bread and butter recipe that's worked for them."
"1015","The new CEO is starting to make changes; he should continue, and not be afraid of doing it all again if the results are not what his vision indicates."
"1016","less growth and take too much to get next position"
"1017","need to put more effort for get employee satisfaction"
"1018","technology isnt the best on the street"
"1019","Must not recruit core finance post grads."
"1020","In factset, Salary package and promotions areas need to look on"
"1021","No scope of learning new things..."
"1022","A lot of scope creep during product development.
A lot of time and resources spent on enhancement that wind up barely being used by the end users."
"1023","Better communication across products and teams
Allow employees to roll over vacation days or buy them back
Update the RPD system"
"1024","Overt time but thats everywhere, few vacation days 13 per year"
"1025","High level of compitation between employees towords career oppertunities and performance."
"1026","N I ne"
"1027","No cons come to mind"
"1028","I think there are too many people but not that much work."
"1029","Comp not comparable to industry, bad HR and immigration policies"
"1030","Vacation days system could be improved (should be allowed to roll over or buy them back)
Pay scale slightly low compared to other firms but not a deal breaker"
"1031","Better communication during product development
Listen to employees' grievances and try to make changes to build an even healthier environment in the office"
"1032","Nothing I can really think of."
"1033","Depending on your department there is either a large metaphorical corporate ladder available to climb or else it is nonexistent. It's not easy to switch between departments."
"1034","Too many silos between the departments causes a lot of communication breaks. The new higher ups are trying to change this but it is not as well received as it should be. A lot of the long-time employees are stuck in their ways."
"1035","- The career growth for some teams is not that great
- Limited programming languages used"
"1036","Be more mindful of what your people want to do rather than what is available for them to do."
"1037","Not much work to do
Old tech stack"
"1038","NA"
"1039","Limited growth opportunity from mid to senior level"
"1040","Tough to escalate the hierarchy"
"1041","Manage 250+ clients at once - easy to get lost unless you're extremely organized"
"1042","Not very transparent
Not many global opportunities"
"1043","Only 3 Mandatory Holidays for year.."
"1044","Need to Promote there brand value."
"1045","In our department, slow growth but overall a lot of opportunities"
"1046","starts with a very low salary"
"1047","increase pacakges to existing employees through market adjustment"
"1048","Nothing much. Every thing is good"
"1049","Really the only cons I can think of are: 

People don't know the company yet, so telling your friends you work for Factset requires an explanation. Even though we're a top 100 place to work in America for like 8 years in a row.

Also I work in Norwalk and Im not a big fan of the location. But its not as bad as I assumed and there are opportunities for me to move to NY, Austin, and San Francisco."
"1050","Think about opening more jobs in places like San Francisco and Austin, unfortunately its a big deal for millennials to work in trendy cities."
"1051","No lunch on Fridays a"
"1052","facilities not at par with other places
salaries not at par with other organisations
no say
er
ewr"
"1053","if you want to survive in Factset you have to compete with your fellow employees"
"1054","Performance evaluation should be there for every 4 months. i.e, yearly 3 times"
"1055","- Environment can get very political at times
- Quality of work isn't the best
- Salary could have been better"
"1056","No career growth in my process"
"1057","Nothing"
"1058","None really if you're dedicated to learning."
"1059","Sometimes the roles are not made interesting/thrilling enough, efforts to document new products are limited which makes client support more difficult, some changes are made without consulting/sales being aware, too sales focused at times"
"1060","Document the products/data as you go: think about what the client would use it for and what he would like to know about it.
Care more about how satisfied the client is about the product rather than count how many times we go see them (what is most important?)
To know your clients it would be good to work like one, how about creating teams of analyst focused consultants that help portfolio manager focused... consultants create virtual portfolios that are then analysed by teams of performance team focused consultants? This would increase investment knowledge, understanding the client's needs, team spirit, etc."
"1061","Location is distant from home."
"1062","More improvement"
"1063","competitive salaries for consulting and sales"
"1064","Cost of Living Adjustments"
"1065","very political at times and no career progression"
"1066","Little room for growth internally."
"1067","promote from within"
"1068","Felt more like a call center job than a consultant"
"1069","They seemed to do an OK job"
"1070","can be political at times"
"1071","Old and slow applications, slow career path wherein you need a connection from the top management for you to grow, Low salary, not enough bonuses"
"1072","Bcom & MBA with same pay scale"
"1073","1.Not Providing chances to work in abroad. I feel this the reason why most of them come out from the company and try others.Other wise it is a best company to work for"
"1074","until now i haven't found any on's"
"1075","Salary package is not good when compared to industry."
"1076","Nothing because they wont change anything...monotonous work and people"
"1077","• Participating in project on “ Working group Fundamental Best practice project"
"1078","- Politics
- high turnover 
- Ratings and salary raises distribution is skewed and ratings are not that performance related but depend mostly on department and higher managers 
- Lower than average software engineering salary for the area and low bonus
- Communication/Principles gap and incoherence between Norwalk members and members overseas within the same team
- No real collaborative work and no pair... programming or real collaborative code reviews
- agile process done improperly with sprints that stay around for months
- vague path of career growth path
- discouragement to mentor others due to time limits (depends on team)
- discouragement to do code refactoring due to time limits (depends on team)
- slow process for Green card
- it used to be that H1B filing would happen only if you have worked at the company for 6 months or more (possibly not relevant)
- software engineers are becoming managers because of seniority and not because of good managerial skills
- red tape when trying to change teams especially when working on crucial projects
- no clear goal for some projects or features that end up not being used in scale or from clients
- antiquated technologies (e.g old version C++) over OpenVMS that will take many years to be replaced"
"1079","Follow and apply what the new CEO says and leave politics behind. Hire talented engineers and compensate them adequately and make them grow so they will stay for more than a few years."
"1080","low pay rate, slow career growth"
"1081","Should exert a lot of effort in order to promote"
"1082","Focus on individual employees career growth"
"1083","Very monotonous work. The company doesn't provide parking."
"1084","On the job training program should be better"
"1085","really old technologies used at factset"
"1086","i don't really have any advice to upper management"
"1087","noting, every thing is fine going well."
"1088","Lack of Growth opportunities,very low hikes"
"1089","Flexible department selection"
"1090","People are too nice here"
"1091","Low compensation. Many trainings and exams"
"1092","Working in Product Development is 90% database management and 10% finance/business. They market the job making it seem like you will learn a lot about finance, but you are essentially working for a SOFTWARE company whose clients happen to be in finance. Unless you take the in-house CFA exam, don't expect this position to open up doors for a business/finance career."
"1093","Upper levels of management are very willing to talk with junior employees. There is very much so an open-door policy, and there's no need to fear talking with your superiors."
"1094","not too many bad things to say."
"1095","Job quickly becomes repetitive, consultants become clients' back office operations, mediocre pay, no cost of living adjustments, no transparency into pay"
"1096","Incentivize your talent. Make goals something more than checking the box and provide transparency into how pay is determined and how it relates to merit"
"1097","A large proportion of senior management are recent external hires. In their desire to make a mark for themselves, decisions are being made without consulting existing talent. Morale amongst lower levels is terrible and the camaraderie, atmosphere and culture FactSet is known for is becoming a myth/legend. 
Unless you are in Norwalk or New York, prospects for long-term career development are limited. 
Unless you... are in one of the favoured departments - Sales or Engineering, your chances of receiving relevant training and development are minimal."
"1098","Don't throw the baby out with the bath water - there are talented people would would like to move forward with the new organisation. The culture you talk about is dying."
"1099","90% setup is Operations, so all policies and benefits are more like a BPO company vs. a good Product based software company
No stock options
No onsite opportunities or even travel"
"1100","Need to take measures for employee retention"
"1101","Salary could be better
Too sales oriented"
"1102","Please introduce a more transparent compensation system for sales"
"1103","No food coupons
Transport could be better"
"1104","Process is quite tough and restricts growth"
"1105","More focus on professionalism"
"1106","Everything is dictated by the U.S where upper management make decisions without thought as their culture is very much ""can do"" rather than ""is this realistic"" which then affect us further down in the hierarchy. They love yes-sayers and and if you're not a yes sayer (no matter how ridiculous the decision) then it's seen as you're negative rather than having valid points. Seeing more of the competent and tenured... leaving too which is a shame."
"1107","listen and make use of feedback. Don't ignore them"
"1108","Discipline in trems of employees dress code and  lower level pay scale has to increase."
"1109","Dress code rating in employee performance report."
"1110","Onsite opportunities are less and depend on the department you are into"
"1111","I didn't find any cons 
But cafeteria services are average"
"1112","No growth in the salary. Hike is very low."
"1113","- Workforce is not diversified ( Most of them are hired locally)
- Language barrier ( For non-telugu speaking employees)
- Not much focus on employee skill improvement
- Appraisal system
- Less inter department movement opportunity"
"1114","- Diversify workforce
- Focus on employee skill improvement
- Opportunity to work from other locations"
"1115","If you're not on a team doing frontend or new projects you're going to be stuck on some dead technology (OpenVMS) . They are moving off of it as fast as they can it just takes time."
"1116","Management is usually engineers turned managers, which can work out great if the engineer had people skills and a good idea of how to actually manage. Most of the time you just get smart people who are excellent coders but don't know how to manage their people."
"1117","Pression constante du top management"
"1118","My worst experience at FactSet is the HR department. Especially the relocation department. This is the most amateurish I have ever seen within the 10+ companies I have worked for in my life."
"1119","Get your HR department sorted"
"1120","Some departments are not that good"
"1121","-Glorified Help Desk
-Under-Paid
-Not appreciated/Lowsy Management"
"1122","sometimes transportation is problem but at the same time safty is everything at factset."
"1123","Best managers and management"
"1124","not many but it takes some time to get a decent package,good oppurtunities but takes time"
"1125","not many but it takes some time to get a decent package,good oppurtunities but takes time ,please take care of those above things"
"1126","boring work and lesser scope for growth"
"1127","consider employees needs"
"1128","It doesn't matter how hard you work just be nice. The rule here is you can't be horrible to a nice person. The nicer you are or even fake nice you are, the more opportunities you will be offered.

There is no clarity to what your senior manager is thinking or project goals. If your manager does not like you, they will ask you how your work is going to write down agenda but not assist you on any difficulties you... are having.

If a client is angry, nobody will do any work until the client threatens to leave after their contract has expired."
"1129","Don't be afraid of change or being challenged."
"1130","Lacks refined strategic approach, Competency mapping is required"
"1131","NA"
"1132","Not really any cons to mention. Great company to work for!"
"1133","Have to work in shifts."
"1134","NOT a finance job! Do not believe how they sell it, this is a consulting job for software, not finance. Expect to know/learn how to code in the software. Decent first job salary but low for any expienced hire. Very poor management! Majority of managers started when company was young and are only in their positions due to seniority. Very little actual management experience and it shows. Very little room for... advancement as promotions are based on seniority rather than performance. Best employees leave within a year or two tops."
"1135","Restructure management to bring in experienced managers. Too much internal bureaucracy, and ""homework"" presentations that distract from what should be the true focus, building client relationships. Begin promoting based on performance rather than seniority. Lose your best employees after a year or two as a result."
"1136","- Performance evaluation is too stringent, especially since we were under Collections
- We do not have a lot of liberty to take days off; we function as a skeletal team and can only take days off in lieu
- Rotating shift is toxic in the long run
- High attrition rate for our team. We get at least 4 resignations in a month.
- Quarterly exams for our process, so we don't get to take a breather
- That team leads... publish performance in front of everyone can demotivate underperforming employees
- Some mentors don't really explain the process well, leading to knowledge gaps and more errors committed by the analysts"
"1137","- Discourage a culture of competition. Displaying scores for everyone to see may be good for the achievers, but it demotivates underperforming employees before they can even try
- Have people promoted from within. It is unfair to hire team leads externally who haven't mastered the process as they tend to be clueless/don't know the answer when analysts have questions that should be known by a specialist
- Improve... processes such that people can take their leaves without compromising their targets/KRAs. In our department, people who take leaves automatically get a deduction in performance because an absence automatically means they cannot produce output."
"1138","Very less global and career oppurtunity"
"1139","The growth and salary is the most challenging. Pays little for RA positions. Growth is somehow limited due to the large number of employees."
"1140","Increase salary."
"1141","Know what you're getting into--this is NOT a finance job no matter how they spin it, it's a tech support job that revolves around financial data.  When I was working it was phones support all the time.  My friend who still works there says that they now have instant messaging.  You'll be on phones or instant messaging minimum 5, sometimes 8 hours a day for your first few months.  If you get a call you're expected to... figure out the solution on the fly.  If you can't you'll have to get back to the client, and then go on ready for another call.  As you might guess your workload just piles up more and more unless you figure out a system on your own to stop that.  There's a app that monitor's everybody's time on phones, how many calls they took and other stats.  You'll feel like you're being micromanaged--because it's true.  If you are stressed out easily, DON'T apply here.

Once you move onto accounts and have your own clients, don't expect the workload to get any easier.  There can easily be 300+ clients that you're responsible for supporting.  If they have a question on how to build a formula or format a graph, the burden is on you to get it done.

For 90% of the time your clients are the ones who are doing the analysis, and you are the tool they'll be using to get that analysis done.  Many times you will feel like you are being used by your clients.  It doesn't come as a surprise that during my first few months working there 4 or 5 of my collegues who were hired around the same time as me left to pursue better opportunities.  I should have left earlier, as I was looking for a true finance related job.

For the first year you'll be working--a lot.  They may say during the interview that there's a great work life balance, but more often than not meetings/reviews/online classes will be scheduled during your lunch hour.  Lunch ""hour"" is more like Like ""half-hour"" as 4 out of 5 times you'll still be on phones.  If you get a call at 12:29 it's your duty to stay on until that call is done; if that call ends at 1:00, well, you're lunchtime just got cut 30 minutes.

I was easily working over 60 hours when I started, and I know some of my colleagues who were working even more, especially when their client requests piled up.

As many other reviewers said, there is little room for advancement if you don't want to go into sales down the road or product development.

Salary -- below industry average, with rent easily 18,000 a year where I lived, that was a third of my salary gone."
"1142","Be honest during the interviews about phones, the work life balance, and what applicants are really going to be doing."
"1143","Frustrating recent policy changes within the company."
"1144","None"
"1145","Nothing ..Everything is fine...Nothing ..Everything is fine...Nothing ..Everything is fine."
"1146","Sometimes manager involvement seems excessive and too much time gets tied up in meetings that aren't fully necessary"
"1147","I have yet to encounter any serious cons at the company. There are a lot of great opportunities. One potential con is working the support desk for the first few months, but this is also a great learning opportunity and teaches you valuable client support skills."
"1148","Keep up the good work. FactSet is a great company with great people. It had been an amazing experience thus far, and I look forward to moving forward with the company."
"1149","None that I can think of"
"1150","Highly demanding work at times with a management structure that proves to be less than successful due to managers being young with little to no experience and not given proper training."
"1151","Increasing busy work through time wasting department wide initiatives proves less beneficial in certain instances when there is enough proficiency across the general consulting landscape. More pointed efforts in improving client books that are actually under evaluation and concern would prove more beneficial for those struggling accounts while not over burdening the consultants who have healthy and growing accounts."
"1152","The work is absolutely abysmal; if you get slotted onto a team that uses dated technology, good luck."
"1153","Get off the old crap and get with modern times. You're screwing over employees who are forced onto teams that use deprecated languages and have nothing to show for it on their resumes."
"1154","As of such there is no cons but pay rate is very low"
"1155","- consulting managers can be excessively nitpicky and engage in micromanagement
- lack of alignment of consulting versus sales goals, which can lead to conflict
- lack of best practices on how to handle demanding or unreasonable clients"
"1156","to continue growing the company, please look into investing into the technical and data collection teams, as they are overstretched and clients are complaining of poor data quality. Don't make consultants the scapegoats when handling clients' issues."
"1157","Lots of politics
More manual work
No career growth 
No proper training"
"1158","Improve middle management"
"1159","At the end of the day, you are customer support, which means a huge part of the job is telling people where to click on software."
"1160","Evaluations of employees are ineffective."
"1161","Freezing temperature in work place...."
"1162","HR , local and Foreign Managers"
"1163","Local Management is only intersted in their own career.. they don't listen or communicate. They don't like strong people who work and speak up. To many do called assistant managers who think they are the CEO. They are not straight forwarded and honest."
"1164","Nothing everything is good
You can go to it"
"1165","Nothing"
"1166","Less Pay, no proper work distribution, no proper management, no one has any idea of HR policies, they tend to change according to candidate. Promotions are based on favoritism and not on eligibility and skill set. processes which are given fancy names but in the end they are totally data entry, one would never find them in other companies."
"1167","How can a person board his cab at 2:30 pm when his shift starts at 5:30 pm? How can a person without completing minimum required tenure in factset of 18 months gets promoted whereas people who are working for more than 5 years still remain in same position with same salary. What is 0.01% increment? Does company has any idea of work and life balance? One day bringing family members to work place doesnt balance work... and personal life. Why even after so many people complain about bad food which is charged unnecessarily is still being served. Performance evaluation is just for name sake, to be entirely honest its totally based on management's decision. Ranking has nothing to do with performance. Team leads and Assistant manages and operational managers and even vice presidents of this company has no idea about what is their process and how it works, they just tend to deal with it as sales and marketing. 90% of employees are recruited from rural areas for whom getting a job is more than enough and dont bother about pay, promotions. There are people who worked for more than 7 years  are still in same position and working with same salary."
"1168","There was not enough activities or meetings for team building"
"1169","- Very busy! Consultants have anywhere from 200-400 clients that they support and it can very very overwhelming"
"1170","-Not a true sales organization
-Compensation, bonuses in particular are not competitive/in line with the market
-Better off elsewhere to learn true sales skills"
"1171","Incorporate bonuses into the sales culture to motivate employees"
"1172","The management is not that good"
"1173","OT depending on your team
weekend/holiday on-calls
no career advancement, you'll be using mostly internal tools"
"1174","No cons at the company to date."
"1175","Advancement based on years with company, not efficiency and productivity. Being a hard worker and a smart worker will get you no where.  When I discussed my options and future opportunities with hr, they listened to me yet never got back to me."
"1176","Provide more opportunities to those who seek it & offer ways for employees to learn and obtain new skills to develop in their professional careers."
"1177","Limited work from home responsibilities
Limited growth opportunities in established teams
Does not send engineers to related trainings"
"1178","Career growth planning would be useful as would some reasonable allowance for working from home on a regular basis."
"1179","Development process can be optimized to avoid developing redundant functionalities."
"1180","Because of heavy competion there is a narrow growth."
"1181","Unclear comp, lack of management training, some passengers"
"1182","The pay is very low as compared to the work"
"1183","the work life balance can be tough"
"1184","90%  of the company have only FactSet work experience that creates the very protective atmosphere for new entries. They are promoting diversification and kind of 'welcoming' people with the industry experience but behave with them in a very strange manner. They treat people with 10-20 years of experience as children. Extremely bullying and stressful atmosphere for new entries. They are looking for robots, not for... individuals. I was extremely disappointed by this experience."
"1185","Instead of giving obsolete guidance for new employees and trying to change them talk to them. Maybe you can learn something useful from people who used to be your clients.  Please stop bullying your team members and encourage them to bully others. This treatment could seriously damage their health. After six months with the ""Top rated company to work in"" I was diagnosed with Ulcer which was purely related to the... recent stress.  It was interesting to note,  that person who initiated the bullying has been recently promoted to a senior management role."
"1186","Need to train the middle managers"
"1187","They aren't very flexible about position relocation within the company. It is possible, but isn't common/encouraged.  
Additionally, the specific manager/team you have matters majorly, so seeing (in an interview/phone call) if you could speak with your prospective manager to determine a proper fit. 
The work can get dull and repetitive quickly, and they don't push building marketable skill sets as much as other... companies I have worked at, so this leads to a higher turnover rate, particularly in younger workers. 
Many of the programming languages used here are specific to FactSet as well, so that builds individuals kind of into a hole the longer they stay."
"1188","Focus on more policies that cover a whole group (PD etc) specifically to try and even out the differences between.  Get more ""Business"" (PD, consulting) groups to be using SQL, Python, R, etc so that they don't feel as though they are being pigeonholed."
"1189","Less scope to learn new things"
"1190","Improve freshers salary"
"1191","No on site opportunities like service companies.
A slight increase in salary motivates hard working employees."
"1192","You are doing well. Improve travel opportunities to employees"
"1193","There are many non-career oriented people. Some people like this culture, but I prefer to surround myself with highly motivated and driven colleagues.
You may have a lot of self-directed time, some people cannot handle this well."
"1194","It's going pretty well, keep up the good work!"
"1195","No process
A lot of benefits can be withheld due to incompetencies of some manager"
"1196","- Really lame location in Norwalk, CT. Not a place for Millennials. Don't expect excitement, culture, or entertainment after work unless you're willing to travel. Not an area worth moving to (#1 reason I left the company).
- Work/life balance can be tricky. On-call duty + complex systems + large environment = many Saturdays will be work days, and some pages will go off at 3am.
- Little meaning in the work (it's... the finance industry - not the fault of the company)"
"1197","People and their behaviour, nothing to do with organization policy"
"1198","Many people have great experience working with factset and most of them may love to meet some friends or colleagues from factset would like to have a proper alumni group from the company."
"1199","Hard to enter into other verticals. Somewhat limited to sales continuing forward. Hard work life balance when starting, dependent on book of business and local management."
"1200","Stale technology, slow, inefficient, pay is way less than competitors. After a while, you feel yourself falling behind the cutting edge stuff, and you can keep up."
"1201","No much learning as you will be working only on a single technology mostly. But a pro in it is you can change to another project inside factset when there are openings(require some experience for that)."
"1202","not a lot of opportunity for salary growth"
"1203","Team management 
Marketing 
HR policies"
"1204","No cons as it was good company"
"1205","don't have any cons as of yet"
"1206","Suggestions for process improvement are given less importance and never taken seriously or acted on"
"1207","Need to change the management levels"
"1208","-Compensation. It's not bad but does not stack well to the competition in San Francisco."
"1209","slow growth rate,and oopurtunitys are very less to climb"
"1210","none that i can think of"
"1211","Some teams has to work with US teams, for them no proper transportation 
Only four days you can do work from home"
"1212","very lazy upper management that have cushy jobs and no reason to move"
"1213","need to trim upper sales and consutling that do nothing all day."
"1214","Depending on the team your work can be rather monotonous after learning the ropes and your core tasks don't necessarily challenge or enable you to grow as a professional. There are career paths to pursue within the company, but FactSet still has the heritage of ""consultants going to sales"" and that's it. To be fair, the management is aware of this and there is genuine motion to change things.

Part of your role is... also to build or heal relationships with your clients - and depending on the account there are plenty of them. Occasionally with your efforts to connect with clients you will feel as if you are trying to draw blood out of a stone. Having that said, consultants perform a wide variety of tasks and two days are seldom alike, thus it's also easy to lose focus on what's important.

I don't think communication is strong within the company; teams in my opinion are very siloed and sometimes I wish that division of labour and assignments could be better. Fair to say, any company would benefit from more efficient resource management."
"1215","Provide more incentives for consultants / clarify responsibilities - there often is a conflict of interest between sales and consultants on daily tasks."
"1216","The performance review system is too simplistic.  Consequently, many employees that slightly exceed their managers' expectations end up with the same raises as employees who either meet or fall a bit short of those expectations.  FactSet gives good raises to significant out-performers, but only if they work in departments that contribute significantly to the firm's bottom line.

Also, at least in my department,... you need to get several promotions before you're eligible for a bonus."
"1217","Add more nuance to the performance ratings."
"1218","-- Exceeding goals is not financially rewarded - Compensation is based on stack ranking, and they force stack ranking to be uniform across teams. Therefore, compensation ends up uniform across teams, even when certain teams heavily outperform others.
-- Boring projects on old technology (if you work on the wrong team)
-- Significant effort underway to move engineering overseas - don't get in now.
-- They tend to... promote based on tenure, not fitness for management or vision for the company. So middle managers tend to get in the way and make bad choices
-- Every year the raises get smaller, and fewer people get bonuses & equity. New CEO has prioritized hiring more C-level execs and spending more on marketing."
"1219","-- End the use of stack ranking immediately - everyone else in the industry has recognized it as a terrible practice.
-- Award compensation to teams and individuals based on the value of the goals they have achieved.
-- Stop promoting people just because they've been there the longest
-- Stop hiring C-level executives and consulting companies and start paying your employees who do real work their market value."
"1220","Severely underpaid!! We are underpaid not only when compared to our main competitors but also when compared to smaller actors in the industry. We are also underpaid when compared within our own organisation to consultants in the US. 

Ambitious/ talented people don't stay. They move to better paying jobs after 2-3 years. 

The environment is very cliquey. It can be difficult to join as a new person in some teams.... 

Please provide real training for consultants. The new certifications programme is pointless and time consuming. Anyone off the street with 1h to spare can pass these tests."
"1221","People complain that managers/new hires don't know what they are doing. Training needs to be improved to raise the standard! More actual in person ""taught"" training is needed. 

There are previous reviews mentioning bullying. I have worked at factset for over a year and have seen new people be indirectly bullied by isolation and not inviting/including them in activities. The culture that factset is known for no... longer exists. 

Enforce equal pay for all irrespectibe of region. Also make salary in line with industry standards."
"1222","Not taking up new technologies"
"1223","Roles for advancement had been pretty sales oriented. It seems they are trying to change that."
"1224","Continue to promote from within"
"1225","the industry is condensing and changing fast, factset will need to adapt even faster"
"1226","For tech people, they offer low salary since the company is in financial services industry."
"1227","Can be difficult to get things done within the context of a large company."
"1228","None."
"1229","nothing as such, it is growing organization, so it keeps changing and evolving, which is in a way good"
"1230","nothing"
"1231","It can be a bit tedious spamming people with updates about FactSet and positions available- prepare for your Facebook friends to hate you.."
"1232","Its a good role- nothing really needs to change."
"1233","Management is so worst. No work life balance. Too much  politics in promotion etc.,"
"1234","Be transparent and change your attitude towards the employees."
"1235","Upward mobility sometimes hard for less tenured employees"
"1236","Do more to incentivize consultants"
"1237","1) Extremely insecure dumb people who live in the dark ages. 
2) Whole company is full of h-1's who will do anything and code anything and give stupid timelines because they don't want to be thrown out of the country. 
3) Code quality will shock you and in a bad way. Nothing worse I have seen so far. Folks have no clue about the latest changes in technologies or what it means wrt the context being discussed.
4)... QA and testing is a joke. Unit testing is as alien as it comes as a concept.
5) Folks yell at you for not understanding stuff and Extremely beligerent and unprofessional crowd.
6) Oh and yes if you know how to write a Threadpool in code , you got the job... Everyone's asked the same interview question !!
7) 80 percent of the crowd has only worked in 1 company , this one so they have no clue of how things can be done in an alternate way"
"1238","Senior tech management in the tech lead the tech directors need to be fired. They don't know jack about technology but everything about the product which after spending a decade anyone would"
"1239","late promotions, not much transparency in promotions."
"1240","not a fancy office, but good location"
"1241","There are not many cons, to be honest. Work life balance is great with tremendous managers available to help."
"1242","Nothing to add here just salary is little less"
"1243","Improve food quality."
"1244","Some of the development opportunities were lacking ,  and often"
"1245","Package is low, less challanges and responsibilties, growth is very low. IJP is limited to within the process, no shifting to other departments, boring work, less responsibility and challenges even after when you become a senior research analyst."
"1246","Increase package, responsibilities & tasks."
"1247","- Salary starts a bit too low"
"1248","slow career growth we need to wait for our turn."
"1249","salary is little bit less"
"1250","improve food quality"
"1251","The training for positions outside of engineering or consulting could be more robust.  However, the autonomy provided outweighs this being a negative.  They could be more competitive in base salary, however, when you assess the benefits provided the salary is manageable."
"1252","Keep up the great work!!"
"1253","Most people are very junior at the company due to high turnover, therefore there is a lack of knowledge in a lot of areas."
"1254","Try to retain more employers by offering more incentive to stay such as monetary benefits or offering more career paths than what is currently available."
"1255","low starting salary, undesirable promotion opportunities"
"1256","While the learning curve is steep initially, it plateaus and it can be challenging to stay engaged at times after a while."
"1257","Management could be a lot more transparent in regard to career path and organizational changes."
"1258","The process is same as earlier only the implementing tool has taken place from earlier to now.but the employee level of thinking is same as consistently..need to upgrade skills by making some relevant technical changes for the growth of an employee"
