Employer.s.Name,Review.Link,Job.Title,Review.Date,Review.City.Town.Name,Review.State.Name,Review.Country.Name,Current.Job,Length.of.Employment,Employment.Status,Overall.Satisfaction,Career.Opportunities,Compensation...Benefits,Senior.Leadership,Work.Life.Balance,Culture...Values,Business.Outlook,Recommend.to.Friend,CEO.Approval,Pros,Cons,Advice.to.Sr..Management,Headline,Employer.Response
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16763348.htm,Credit Analyst Intern,9/11/2017,New York,New York State,US,No, ,Intern,3,3,3,3,5,3,Getting Better,Yes,Approve,"30/hr plus overtime, great work-life balance",credit rating criteria can be very formulaic, ,up and coming program, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16515799.htm,Cloud Support Engineer,8/24/2017,New York,New York State,US,Yes,More than a year,Contract,1,1,1,1,1,1,Getting Better,No,No Opinion,"No pros.
office location is good","Lot of cons.
No process,
no structure.
Top management behaves very rude.", ,Bad work environment for Cloud engineer, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16349901.htm,Senior Account Manager,8/14/2017,Hightstown,New Jersey,US,No,More than 5 years,Full-time,4,4,5,4,4,5,Getting Better,Yes,No Opinion,Great people and managers.  Great pay and benfits,No longer have the same great benfits,put yourself in your employees shoes,Great Company to work for!!, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16157823.htm, ,8/1/2017,New York,New York State,US,Yes,Less than a year,Contract,4,2,3,3,2,4,Getting Better,Yes,Approve,Never a dull moment.  A lot of great people to work with.,Frequent changes to management team members.,Promoting from within is not a bad thing.  Internal promotion motivates others in thinking that it is possible for them to get to certain position.,IT Consultant, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15647808.htm, ,6/27/2017,New York,New York State,US,No,More than 5 years,Full-time,5,5,5,5,5,5,Getting Better,Yes,Approve,Top people to work with,A very competitive working environment, ,Manager, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15626200.htm,Content Analyst,6/25/2017,New York,New York State,US,Yes,Less than a year, ,3,1,0,0,0,0, , ,No Rating,good and friendly atmosphere and good facility for employees,no work related to field,nothing,Content Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW14788327.htm,Lead Product Manager,4/25/2017,New York,New York State,US,Yes,More than 5 years,Full-time,3,2,3,3,5,4,Getting Better,Yes,Approve,"- Good work-life balance
- Decent benefits
- Fairly interesting work","Never-ending re-orgs and leadership changes. Ultimately the company is an oligopolist that makes a lot of money. This however breeds internal politics, inefficient organization structures (fiefdoms) and wasteful leadership - although the latter is changing on the Market Intelligence side after the acquisition of SNL.","Focus more on people development and stability - don't try to reinvent the wheel all the time and hire new people to replace the old ones, because their ideas are not necessarily better.",Lead Product Manager, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW14785695.htm,Senior Director,4/25/2017,New York,New York State,US,No,More than 3 years,Full-time,4,3,4,3,4,4,Getting Better,Yes,Approve,Great company with friendly people.  Trying to recruit more veterans.,Limited advancement opportunities and the managers do not look outside of business unit when filling positions.,Cross business unit experience need to be rewarded more - maybe even make it mandatory to be promoted above Director level.,Senior Director, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW13632904.htm,Software Developer,2/4/2017,New York,New York State,US,No,More than 8 years,Full-time,1,1,4,1,3,2,Getting Worse,No,No Opinion,"Money and bennies, that's it.  HR sucks, the help desk sucks, the all-brand-new CxOs and all their teams suck...",Following processes and policies while obeying rules is far more important than getting work done or producing results.,"Where to begin?  Well, first, you might actually learn the ratings business...","Steadily downhill.  Company is a graveyard, my cubicle an ever-shrinking coffin.", 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW13440811.htm,Senior Director,1/23/2017,Princeton,New Jersey,US,No,More than 8 years, ,3,3,5,2,5,4, , ,No Rating,"- Business is very profitable.
- Good brand.
- Salaries are competitive if not better than average.
- It was a nice place to work.","- Changes in leadership. 
- There was a significant amount of downsizing in the corporate staff groups.
- Organizational changes became disruptive, and as a result, a significant amount of turnover in staff.","Management should assess the leadership to assure the right, experienced people are in those positions.  Also, the organization changes should stabilize so staff do not feel uneasy.",Good business to be in but a lot of organizational change, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW13370266.htm,MBA Marketing,1/17/2017,Chapel Hill,North Carolina,US,No,More than 3 years,Full-time,5,4,3,2,5,3,Staying the Same,Yes,No Opinion,Great work environment and culture.,Non-competitive salaries and non-transparent promotion cycles., ,Business Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW13191658.htm,Financial Data Analyst,1/4/2017,Fanwood,New Jersey,US,No,More than 5 years,Full-time,3,1,2,2,4,4,Getting Worse,Yes,Approve,"Nice people, no micro-management, stable lunch time. Social and networking events.","No potential for growth, low salary, no promotions, adding responsibilities with no adequate  compensation","Change policies towards common people, let us grow professionally and financially.",Quite a mediocre company, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW13118425.htm,Senior Software Engineer,12/27/2016,New York,New York State,US,No,More than a year,Full-time,1,1,1,1,1,1,Getting Worse,No,Disapprove,"Nice Location to Work in the City
Good Business Finance doing well Today
Plenty Around to Do","Wish Company and People as Good as Location - Management Dinosaurs with Clueless Outsourced New Hires
Really Tanked after Lost Education Business - Like they were hit in the head - Don't Mention
Outsorced entire IT - Don't like American's anymore just hiring L1-B to Replace
Poor attitude - Skills At New Low, like Fortune 500 Rank Dropped To - Really Hurt by Great Recession",Like they Say - Hire American and Make America Great Again - IT is like you put a small group of high school students in India on a raft and sailed to Battery Park.   Employees with that little education or experience need professionals around not old foggy business people that think hacking is the new waterfall.,Software Architect - IT Needs Skills Not Outsourced Undergrads & Dinosaurs, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW13084444.htm,Account Manager,12/22/2016,New Brunswick,New Jersey,US,Yes,More than 5 years, ,4,4,4,4,4,4,Getting Better,Yes,Approve,"My experience with direct managers has been that they are there to help, and want, each person to succeed. A company that is the bench-mark for analytical data. This fact makes the difficult job of selling a bit easier. Good benefits and fair pay. Very good work-life balance.",Large company that is not the quickest to adapt to change. Some of the divisions are still working out the kinks on how best to market their services.,Mostly just keep doing what you've been doing. Stay in touch with those who are selling and who support them. Train as much as is feasible.,Leader in the Field, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW12837745.htm,Product Consultant,11/30/2016,Centennial,Colorado,US,Yes,More than a year,Full-time,5,5,4,5,5,5,Getting Better,Yes,Approve,"Well established, well run, well capitalized, global firm.  There are a lot of quality of life / quality of work benefits associated with working for a firm that has been doing this for a long time.","Compensation is Denver metro is considered a 'low cost' site compared to other major metros . . . just a fact for financial services in general for Denverites, not the fault of management really. However, there are signs of positive change.", ,Product Consultant, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW12603767.htm, ,11/8/2016,Hightstown,New Jersey,US,No, , ,5,5,5,5,5,5,Getting Better,Yes,No Opinion,Outstanding benefits and employee perks!,A lot of outsourcing.  No other cons.,None,Management, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW12459782.htm,Executive Senior Assistant,10/26/2016,New York,New York State,US,Yes,More than a year,Full-time,5,4,4,5,5,5,Getting Better,Yes,Approve,S&P Global has great respect for the administrative community. They offer an excellent benefits package as well as competitive compensation.,I have been employed here for almost 2 years now and have been lucky enough not to experience many cons to date.,Keep up the good work!,Executive Senior Assistant, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW12357620.htm,Senior Program Manager,10/18/2016,San Francisco,California,US,No, , ,4,3,5,1,5,2,Getting Worse,No,Disapprove,"Good pay, flexible hours, good people","Management was undecided on direction, tried to go everywhere at once and consequently did nothing, employees lacked real leadership, projects would start and stop after months of work without results",Choose your projects wisely and commit. Commit to eliminating technical debt.,Decent company, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11875128.htm,Administration,9/9/2016,New York,New York State,US,No,More than 8 years,Full-time,2,3,4,3,3,2,Staying the Same,No,No Opinion,"Colleagues, eager to change Sr Management, globally recognized brand, benefits, focus on core values of honesty and transparency. Excellent 401 k plan and well managed by Retirement Investment Committee","Cold sura. Not a long-term career choice. If you are lucky enough to last six years and the grueling daily commute doesn't kill you, you will probably see so much upheaval, process change and outsourcing as to make your hiring company unrecognizable. After the company focused on executing Former finance exec's vision for transformation and increasing shareholder value (not coincidentally after the economic crash in '08 and a series of very expensive lawsuits including DOJ and CA public employees pension fund settled), this company jettisoned every business that didn't churn numbers and package it as ""essential intel"" for anyone who buys data analysis.  If your role within the org is not some take on Data and Analytics or ""compliance,"" you are essentially invisible and doomed to mundane raises and/or seriously limited opportunity for advancement.  
The company relies ever more on managerial self service for everything from hiring to firing and all matter of employee management decisions in between, yet the best they come up with for manager training in any new or revamped company process is a series of train yourself videos posted somewhere on the company's internal website. You're on your own, folks. Little to no HR involvement or human interaction. Hardly anyone knows where to go to get an employee's question answered. HR too eager to wash its hands of anything that doesn't fit their neat little job description yet it smacks of that's not my job. MHFI became SPGI and traded its humanity and soul for a better stock price. Armies of people come and go. HR is dysfunctional and robotic. Technology is well behind the times. $2 bn spent on acquisition of one company and it will probably take another billion to fully integrate before it's all over. Advice to seekers?  Try it but keep your resume very current and leave as quickly as possible for any real future.",Why bother. They don't care. Don't read this site anyway and probably would slough off comments as those of a chronic malcontent.,Former Employee administrator, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11784556.htm,Lead Applications Developer,9/2/2016,New York,New York State,US,Yes, , ,3,4,4,5,4,5, , ,No Rating,"Good work culture, Nice environment to work. Work hours are good.",Limited technology stack. Need encouragement to explore new technologies., ,Lead application Developer, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11691599.htm, ,8/25/2016,New York,New York State,US,Yes,More than 3 years,Full-time,4,3,4,3,2,3,Getting Better,Yes,Approve,"great benefits including fitness reimbursement, live healthier cash rewards, company match charitable contributions","work life balance is tough. for example, work from home policy is not set at company level and depends from team to team","company should promote work-life balance by implementing proper policies. after all, happy employees = great results!",Associate Director, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11648442.htm, ,8/22/2016,New York,New York State,US,No, , ,4,0,0,0,0,0,Getting Better,Yes,No Opinion,"Great company benefits, focused on creating a positive work-life balance experience for all. Collaborative work environment with opportunities to expand into other areas of a large company.",None had a great experience with the company.,Ensure people being promoted into managerial positions are ready to take on these types of assignments.,Human Resources, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11473189.htm,CPA Internationsl,8/5/2016,New York,New York State,US,No, , ,4,5,5,4,5,4,Getting Better,Yes,Approve,Good People oriented work atmosphere,Can easily get lost due to size if not proactive,Decompress,Finance Accounting, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11411473.htm,Business Analyst II,7/31/2016,Livingston,New Jersey,US,Yes,Less than a year, ,3,3,4,4,4,2,Getting Better,No,No Opinion,Great work life balance,Too many changes in the company. Low morale, ,OK place to work at, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11292202.htm, ,7/19/2016,Cranbury,New Jersey,US,No,More than 3 years, ,4,4,4,3,4,4,Getting Better,Yes,No Rating,companies offer a good benefits package.,trickle down management style makes it difficult to innovate and create new ideas,Being open-minded to new ideas and expressing a degree of flexibility.,Finance Manager, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11251878.htm, ,7/15/2016,New York,New York State,US,No,More than a year,Full-time,2,2,3,0,4,3,Staying the Same,No,Approve,Good work life balance environment. Co-workers are all very collegiate.,"Management very clueless on how to treat employees. Environment has become very political and favortism prevails  as they make changes in the company. People feel like anyone could fall out of favor anytime as the changes continue and there seems to be a clique at the top. If you're not in it, watch out. Not a good environment to be in.", ,Senior Manager, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11193881.htm, ,7/10/2016,Trenton,New Jersey,US,No,More than 10 years, ,2,2,2,1,4,2,Staying the Same,No,No Opinion,Flexible with life and work balance.,"Hardly promotes from within. Moved everything to outsource. Many of us...who put in over 10, 20 years were just cut off like nothing.",Take care of your people,Finance, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW11153301.htm, ,7/6/2016,Bedford,Massachusetts,US,No,More than 8 years,Full-time,4,4,5,4,5,5,Staying the Same,Yes,Approve,Good benefits and associated organizations.,Not a very good carreer path established,More opportunities to advance.  Work with everyone to help establish a carreer path not just upper management,Senior Customer Service Associate, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW10694717.htm,Software Architect,5/23/2016,Centennial,Colorado,US,No,More than 5 years, ,4,5,4,3,5,5,Getting Better,Yes,No Opinion,"Good team environment, opportunity for innovation is there. Benefits and pay are real competitive. People tend to stay for many years due to family-friendly management style. Lots of experienced staff to provide insight on requirements. My management was open to new ideas.","Management changes every 2 to 3 years causing unknowns. Probably similar to most large organizations, but politics can get intense at times as there is lots of competition for managerial roles.", ,Overall experience was positive. Great people to work with. Got to work on some interesting projects., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW10645628.htm, ,5/18/2016,New York,New York State,US,Yes,More than 5 years,Full-time,4,4,4,3,4,3,Getting Better,Yes,No Rating,"Financial Stability
Great Benefits
No need to work on weekends","Changes is upper management is too often
Bureaucracy
Office Location New York Downtown. Commute is a pain.", ,Good company to work for, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW10632298.htm, ,5/17/2016,New York,New York State,US,Yes,More than 5 years, ,3,3,3,3,3,3, ,Yes,No Rating,The company has been going through a very meaningful set of changes.,Needs an effective change management, ,Time of change, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW10464101.htm,Senior Manager,5/2/2016,Bridgewater,New Jersey,US,Yes,More than 3 years, ,4,4,4,4,4,4,Getting Better,Yes,No Rating,"good people, strong foundation financial products",no real cons except we are going through a lot of change so some are not so happy, ,S&P Global, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW10459823.htm, ,5/2/2016,New York,New York State,US,Yes,More than 10 years,Full-time,2,2,3,1,2,2,Getting Worse,No,No Rating,Great people!  The greatest people I've ever worked with.,They work everyone too hard for too little until they leave., ,Not what it used to be., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW10326757.htm, ,4/19/2016,Washington,District of Columbia,US,No,More than 10 years,Full-time,3,2,4,2,3,3,Getting Better,Yes,No Opinion,"Flexible work environment, hard-working staff on the editiorial side, egos at a minimum, salary competitive.","Not much room for advancement, too much secrecy and lack of clear direction from upper management.", ,Review, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW10037573.htm, ,3/24/2016,New York,New York State,US,No, , ,3,4,4,2,4,2,Getting Worse, ,No Opinion,Dedicated and driven workforce; supportive teammates; quite a few extremely bright individuals around,Lack of organisational direction; not nimble - deeply bureaucratic; constantly trying to manage change - too much going on with too little focus,Must find a way to reduce the chaos by either combining services or detaching them - leaving things in limbo caused confusion for staff and clients; provide more training to new employees; provide opportunities for ongoing internal training,Associate Director, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9905853.htm,Senior Manager,3/14/2016,New York,New York State,US,Yes,More than a year, ,5,5,5,5,5,5,Getting Better,Yes,Approve,"Best Project Management Practices followed, very process oriented company!","Strict Management Hierarchy, tight monitoring of the work.", ,Best place to learn Project Managment, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9878886.htm,Senior Solutions Architect,3/11/2016,New York,New York State,US,No,More than 3 years,Contract,1,1,1,1,1,1,Getting Worse,No,No Rating,"Not many
Used other business software","Unpleasant people, lack skills
Treat people poorly
Can't innovate, old solutions, mess
Old tech stack",Get new management,Don't Reccomend - Software Dev poor, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9848277.htm, ,3/8/2016,New York,New York State,US,Yes,More than 10 years,Full-time,4,3,4,3,5,5,Getting Better,Yes,No Rating,"I've worked here many years and with three kids, have had a lot of flexibility with my job.","While I love my job and managers, I've had many employees complain about managers not being so understanding of family or personal situations.  I've always had great managers over the years but that may not be the case for everyone.","This is 2016 and with the majority of the workforce being millennials, it is important to be open and flexible with employees.  You will have a lot more loyalty and less turnover this way.",Work Life Balance, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9846896.htm, ,3/8/2016,New York,New York State,US,Yes,More than a year,Full-time,3,3,3,3,4,3,Staying the Same,Yes,Approve,"The many brands mean a lot of opportunity to move around as long as you have a broad range of experience. I also think there are great people in this company; not the typical Wall Street firm. Under the SPCIQ, many managers are moving towards more progressives styles of management, such as work from home policies, etc.","A lot of uncertainty on the SPCIQ side given a recent acquisition. Some jobs have been lost as a result of redundancy. Certain systems and approaches to doing business are outdated and don't account for the advances in technology, such as content management.","-Take on a chance on some new content management software
-Provide more transparency on the future state of the business and how/why current decision are going to get us there.",Great place depending on the brand/department you work with under the MHFI umbrella, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9808412.htm,Senior Director,3/5/2016,Yonkers,New York State,US,Yes,More than a year,Full-time,5,3,4,2,4,4,Staying the Same,Yes,No Opinion,Great product and tech experience within new management. I feel new product management will enhance the joint company. Both companies had great reps on the product side.,New sales management. They don't understand the full landscape of financial information services. They think we can sell the same way they did for a product which was a monopoly. They had a bad rep in the industry and now our clients who we had great relationships with equate them with us. Guilty by association.,Total tunnel vision right now. Look at the bigger picture. We are no longer two companies. We need to take the best of both sides.,It's been great! But will have to wait and see with new management going forward., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9762106.htm,Corporate Rating Analyst,3/1/2016,New York,New York State,US,Yes,More than a year,Full-time,3,0,0,0,0,0,Staying the Same,No,Approve,"Good pay, name and experience in finance if you are into that type of thing",Management at most levels needs to be revamped. Not a problem for most that haven't been in true leadership positions.,Make the hard choices now to keep up with the times,Employee, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9759618.htm,Compliance Officer,3/1/2016,Hoboken,New Jersey,US,Yes,More than a year,Full-time,3,2,2,2,3,2,Staying the Same, ,No Rating,Standard nine to five hours,Not very challenging.  Culture is based off of a very traditional and old way of thinking.  Outdated systems.  Everyone is slow in getting things completed., ,Compliance Officer, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9599884.htm, ,2/17/2016,New York,New York State,US,No,Less than a year,Contract,5,4,5,4,4,4, , ,No Rating,You get to work from home and the people you meet in your job are amazing. You also get good benefits,"It is very difficult to have a work-life balance with retail hours, but that's the nature of retail. Seems to be a disconnect between corporate ideas and the actual implementations in a retail environment.", ,UI DEVELOPER, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9505869.htm,Human Resources Administrative,2/9/2016,New York,New York State,US,Yes,More than 3 years,Full-time,4,3,3,5,5,4,Getting Better,Yes,No Rating,"very informative, friendly and fun.  good people",not much room for growth, ,Great Place to work, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9379582.htm, ,1/29/2016,New York,New York State,US,Yes, , ,3,1,4,2,4,2, , ,No Opinion,Compensation and benefits are competitive. There is upside in all of the businesses.,Upheaval has been constant for the last 3 years. Internal career mobility is difficult., ,Vice President, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW9203808.htm,Administrative Assistant,1/15/2016,New York,New York State,US,No, , ,2,3,3,1,3,3,Staying the Same,No,No Opinion,Name recognition. Good office location. Accessible to several subway lines. Many talented folks. Pay scale tends to be generous. Diverse workforce.,"Many employees in support roles have been there for over a decade and don't realize how far behind the times this company is. It is so ""old school"" that it is a detriment to their success in retaining new talent. There is a ridiculous amount of paper waste because the culture is not digitized enough. This archaic, paper-wasting culture is perpetuated by old executives who are stuck in their old ways. There is also a tremendous amount of outsourcing in this company and each entity is terrible at communicating with eachother, so this leads to an unnecessary amount of extra leg work, which is placed on the shoulders of the support staff. There are also no real checks and balances in place to address bad managers. There are plenty in this company and their bad behavior is often rewarded with promotions. I had the misfortune of working for a very ""green"" executive, who was very insecure and afraid to question old habits and enforce a new way of doing business there. This person was a decent boss, but is doing very little to change the tides there. I'm happy to have found a way out.","HR needs an overhaul and must take more responsibility onboarding talent and stop pushing this on the support staff to handle. HR and management also need to have regular check-in conversations with staff. There are so many unhappy people working at this company, but no one really seems to care.",This company needs to move into the 21st century., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8827997.htm,Internation Reported/Data Entry Specialist,12/4/2015,Hightstown,New Jersey,US,No, , ,5,5,5,5,5,5,Getting Better,Yes,Approve,"Great team work at all times. Great benefits, and was always able to voice your opinion on all issues to solve all problems with the team and management. Everyone was heard, if they had some thing to say, or different ideas.",They sold the Construction part of the company., ,International Reporter, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8722007.htm,Executive IT Management Consultant,11/22/2015,New Brunswick,New Jersey,US,Yes,Less than a year, ,5,5,5,5,5,5,Getting Better,Yes,Approve,"Great company, Professional environment, lot of opportunties to prove yourself.","Since large company, lot of hierarchy and takes time to take decisions", ,Best Company to work for, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8717810.htm,Vice President,11/22/2015,New York,New York State,US,No,More than 8 years,Full-time,3,3,4,3,3,2,Getting Better,Yes,No Opinion,"Interesting businesses that have significant impact on global credit, equity, energy, automotive and construction markets.  You can learn a great deal and be proud of the impact you are having on individuals and communities.  Lots of very smart people.",Depends on where you work -- senior management should always remember they are there to help the company and its employees grow and thrive.,Keep in mind that employees need to connect with a positive purpose that transcends higher revenue and margins and lower costs.,Vice President, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8398612.htm,Senior Solutions Architect,10/22/2015,New York,New York State,US,Yes,More than a year, ,4,3,3,3,4,4,Getting Better,Yes,No Opinion,"McGraw Hill Financial has Atos as its outsourced vendor. Atos manage MHFI data centers support all infrastructure, backend and middleware applications. You report to Atos if working as Atos employee or contractor and generally it is BAU work and not a great deal of pressure.","Due to nature of outsourcing, working at Atos is uncertain as MHFI and Atos keep looking to cut running costs and many job functions are sent to Atos offshore in India and Eastern Europe.", ,Working as Atos Solution Architect, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8344269.htm,Analyst,10/18/2015,New York,New York State,US,Yes,Less than a year, ,3,3,3,2,2,2, , ,No Rating,Learn about a niche market and credit rating knowledge.,Too many meetings and poor management of workload., ,Overall, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8249195.htm,Software Architecture,10/10/2015,New York,New York State,US,Yes, ,Intern,4,5,3,3,4,4,Getting Better,Yes,Approve,"Great perks for employees such as free museum and art exhibitions.
Work Atmosphere is friendly on some floors.
Access to a lot of financial data and analysis done by a well-developed analytics department.","Obsolete technologies that are still prevalent in the company. (machine learning is frown upon by some, excel spreadsheets are a go-to format for a lot of data).", ,Intern Summer Experience, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8216328.htm,Manager,10/7/2015,New York,New York State,US,Yes,More than 3 years,Full-time,5,4,4,5,5,5,Getting Better,Yes,Approve,Have been here for a few years now and can say with confidence that it is a dynamic and challenging place.,Some back-office processes are still causing frustration and pain. Not everyone is ready or willing to embrace change.,"Stay focused, grow both organically and via acquisitions and reward people for their contributions - then the sky is the limit.",A great place to work, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW8116458.htm,Auditor,9/29/2015,New York,New York State,US,No,More than 5 years,Full-time,2,2,2,1,3,2, , ,No Rating,"There used to be pros like flexible work environment and not being micromanaged but that had all changed once senior management had changed over, so I have none.","- New Management Micromanages
- Sr Management add unnecessary stress fueled by fake deadlines
- Not a lot of of opportunity for advancement
- Low pay increases",stop playing favorites,Unnecessary Stress, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW7986054.htm,Administrative Assistant,9/17/2015,New York,New York State,US,No, , ,3,3,3,3,3,3, , ,Approve,"Excellent benefits, unlimited sick time, professionalism, well-known name. High job security, especially for admins. Employees are generally respectful and friendly, high diversity, some very smart people.","Pay range is extremely wide amongst admins, some at 50k -.120k. Low increases. Long hours depending on who you work for. Some admins have plenty of downtime, some are over-worked. HR works for the managers so there wont be much support there.  Avoid the female managers at all costs. Too many changes in the company with the executives constantly resigning due to burn out. Not much room for advancement", ,Depends on who you work for, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW7317965.htm,Business Analyst,7/22/2015,New York,New York State,US,No,More than 5 years,Full-time,2,1,2,1,2,3,Getting Worse,No,No Opinion,Some of the best people to work with. Was given the chance to travel to different locations. Good office environment.,Too much outsourcing going around. Lost a lot of good coworkers. IT department seems lost. No direction just trying to get by., ,Use to be fun., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW7295052.htm, ,7/21/2015,New York,New York State,US,No,Less than a year, ,4,4,5,4,4,4,Getting Better,Yes,No Opinion,"Great company, great benefits, good people, very good working conditions.","High volume of boring, repetitive production work with little to no prospect of advancing from within.",Bring back the flex time and working remotely.,great company, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW7018143.htm,Program Manager,6/25/2015,New York,New York State,US,No, ,Full-time,3,4,3,3,2,3, , ,No Opinion,"Depending on management and drive there is room for growth.

The company tries to keep employees engaged through Employee Resource Groups and Volunteer experiences.","Pay appeared to be below industry avg. Work/life balance seemed to be at discretion of individual  managers. So if your manager didn't believe in W/L Balance, you didn't really benefit.", ,Good company, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW6984015.htm,Senior Editor,6/22/2015,New York,New York State,US,No,More than 10 years, ,3,3,4,3,4,2,Getting Better,No,No Opinion,"Worked in the publications division for about 26 years, saw McGraw-Hill become MHFI. With the last McGraw in retirement, the company rebranded itself and jettisoned the publications in favor of being a pure financial ratings service. Medical plan excellent, salary bumps were modest but steady, 401K match better than most, charitable contributions good.","Sole-deadening place (See Styron's brief but deadly skewering of the place in Sophie's Choice). Depressing to see the dismantlement, piece by piece, of what was once a robust, respected assemblage of trade and business publications.","You have responsibilities to three groups: your customers, your shareholders and your employees. Always keep them balanced. MHFI seems to be following the example of too many corporations, taking care of the folks in the C suite at the expense of the grunts on the shop floor.","Staid company, good benefits", 
