"","Employer.s.Name","Review.Link","Job.Title","City.Town.Name","State.Name","Country.Name","Interview.Date","Interview.Difficulty","Interview.Length..no..of.days.","Process","Interview.Outcome","Overall.Experience","Why.Decline","Negotiation.Phase","Interview.Question.1","Interview.Question.2","Interview.Question.3","Interview.Question.4","Interview.Question.5","Employer.Response"
"318","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9262335.htm","Research Associate","Hyderabad","Telangana","India","1/20/2016","Easy",12,"My interview was a campus recruitment process. We had an aptitude test, followed by a technical interview. At every stage of the process, a shortlist was announced and the process including the said 2 stages took 5 days. After the technical round, we were told we have an hr round but instead had another technical round due to some confusion somewhere. And then all the candidates shortlisted were rejected and the company did not take a single student which is weird. No correspondence from the company's side and no clarity in the decisions.","No Offer","Neutral"," "," ","Difference between a merger and an acquisition","What is crowdfunding","What is a typical IPO process"," "," ",NA
"319","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9246673.htm","Research Associate","Gurgaon","Haryana","India","1/19/2016","Average",60,"Applied online.First round was a medium level difficulty aptitude test consisting 110 questions from finance, logic, quants and english.Cleared and got a interview call from HR via email.Firstly breifed about the company, package and work.Second round was HR round where they asked questions relating to capital markets, mutual funds,hedge funds and other financial tools of investment.Third round was hardcore financial market knowledge Test with Team Manager where capital market knowledge market and mutual funds knowledge was tested deeply.Fourth round was with senior manager where manager did ask indepth questions about past experience,career goals and future of you in the company.Applied in december 2015,interviewed in January 2016 and still waiting for further proceedings.","No Offer","Neutral"," "," ","What are index funds and how are they traded in markets?","What are ETFs?"," "," "," ",NA
"320","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9302952.htm","Research Associate","New Delhi","Delhi","India","1/22/2016","Average",10,"I was Interviewed on 22 Jan 2016. Firstly HR has explained about the company and their type of work which they were doing. After that faced one Technical HR Round in which they asked 10-12 question like Mutual fund, Hedge fund and difference between them, Seed Capital, Private Equity, MBO, Index fund, and some question related to my current job profile. Second Round with team manager in which they asked detail about VC, PE, IPO Process, Underwriting, what u know about our job profile and some question related to my current job and why u wanted to switch. Last round was with manager in they again they asked about VC PE and their difference, what was happening in china and why, what happened to their currency, about Crude Prices, Some question related to CEO of various Company's, current job profile, why want change etc.","No Offer","Positive"," "," ","VC, PE, IPO process, Underwriting, Current Affairs, Mutual Funds and Hedged Funds,MBO, LBO, Current Affairs, About Capital IQ, Your Future Goals etc."," "," "," "," ",NA
"321","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW9101654.htm","Research Associate","Hyderabad","Telangana","India","1/6/2016","Difficult",NA,"The interview is four rounds 1.) Aptitude 2.) Technical interview with basic questions 3.) Technical interview indepth questions 4.) Director round 5.) HR round (formality) If three rounds are cleared half of the interview is almost completed","No Offer","Positive"," "," ","Mutual fund, eps, gross working capital, margin of safety"," "," "," "," ",NA
"322","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW7598354.htm","Research Associate"," "," "," ","8/16/2015","Easy",28,"Five rounds comprising of IQ test, HR interview, written technical test, manager's technical interview round and Director's Technical interview round. Fairly easy. Just brush up on finance basic concepts. Over all experience was fairly quick and easy","Accepted Offer","Positive"," "," ","Projects undertaken"," "," "," "," ",NA
"323","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW7462285.htm","Research Associate","Gurgaon","Haryana","India","8/5/2015","Average",90,"Campus Recruitment Process took around 2-3 months 1. Written test included logical reasoning, general knowledge, quant, english and personal aptitude 2. Video Conference Interview 3. Face to face interview The selection process is really slow I am selected.","Accepted Offer","Positive"," "," ","1. What is deferred revenue expense
2. ADR
3. Operating Cycle
4. Calculation of Working Capital

Overall general accounting and cost accounting Questions were asked."," "," "," "," ",NA
"324","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW8262313.htm","Research Associate","Gurgaon","Haryana","India","10/12/2015","Average",2,"Its a 4-5 rounds interview process. 2 written tests, one HR round and 1 round with manager. Pretty simple and straight forward if you basic financial terms. Just be confident in the interview and complete written rounds in time","Accepted Offer","Negative"," "," ","1st round is basic aptitude test, but they will eliminate 60% of the candidates in this level. Catch is to complete this paper in the time given
2nd is an one on one with the HR. Pretty simple round be confident and remember some of the financial terms
3rd is another written round. Simple enough need to complete as much as you can in given time
Last is a round with the manager, which again is basic financial terms"," "," "," "," ",NA
"325","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW8332793.htm","Research Associate","Gurgaon","Haryana","India","10/17/2015","Difficult",2,"The interview process had 5 rounds combining HR, test , interviews with Managers and all. Finance questions were raised most of the time. Questions like PE, VC were raised and on stock markets. you have to have before hand knowlege","No Offer","Positive"," "," ","Finance releted questions like hedge funds a nd al"," "," "," "," ",NA
"326","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW8284134.htm","Research Associate","Gurgaon","Haryana","India","10/13/2015","Difficult",14,"Through the campus recruiting. Had 3 interviews. mix of behavioral and technical. plus a written test at the beginning. Interview was ok. Not too easy. The technical one was related the markets and behavioral was regarding things on the resume.","Accepted Offer","Positive"," "," ","The technical one was related the markets and behavioral was regarding things on the resume. "," "," "," "," ",NA
"327","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW8180278.htm","Research Associate"," "," "," ","10/5/2015","Average",90,"Good. They participate well in campus hiring and for the selection procedure there was IQ test, HR Round, and one on one with first line manager. There selection ratio is quite less.","Accepted Offer","Positive"," ","It was easy.","Education"," "," "," "," ",NA
"328","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6653841.htm","Research Associate","Gurgaon","Haryana","India","5/20/2015","Average",7,"the process had 4 rounds first was the aptitude test that had CAT like maths and VA the ones who cleared the test were called for a one to one interview with the HR. This interview had basic finance based questions as well and lasted for only 3-4 mins. after the HR interview the selected candidates had to go through a skill test or written test. which had mcq questions on accounting, computer softwares related to research, rc passages. the selected candidates were then called for a manager level interview after a few days. the interview was average and a friendly experience. the interviewers asked finance questions like what is etf, market cap, etc","No Offer","Positive"," "," ","what is the difference between etf and mf
what is your favourite subject"," "," "," "," ",NA
"329","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6528070.htm","Research Associate","Gurgaon","Haryana","India","5/6/2015","Difficult",4,"It started out with telephonic interview at our campus where questions like difference between bonds and debentures, what is tickers, hedge funds, call options, put options, about the company, its competitors etc was asked........... After that we were called up for next round process at Gurgaon where several colleges were pooled. The office is super awesome and you will feel very homely entering into that due to its excellent infrastructure and ambiance. The first round consisted general aptitude and vocabulary questions which were fairly easy to solve. It consisted one question which carried highest weightage i.e. Why S&P Capital IQ Should hire you. So be very specific about answering this. Time limit 30 mins. Be fast. Next round-HR. 2-3 mins. Shoot questions which are mostly technical like Merger acquisitions, difference between them, bridge financing, mezzaine debt, load funds, IPO,derivatives and stock market related. Good confidence with presence of mind can work well. Technical written which was of 60 mins for me and time vary according to the paper. 5 questions were descriptive such as what is full form of NASDAQ, Leverage ratios etc and consisted of 7-8 cases regarding new startups, IPO, Venture capital funding and valuation. Others had questions from reasoning and GK too. So be cautious about that. Final interview round held a day after the first round process. Here, technical questions were asked which were a bit dicey with that questions to check creativity and presence of mind were asked. Lack of confidence and preparation can lead to a disaster and you can miss the bus. With that, they take your technical written paper and ask whether you searched for the questions which you felt you wrongly answered that day. If you had done that, it creates a good impression. Overall, the process is based on technical competency and your personal aspiration to work for S&P.","No Offer","Positive"," "," ","1.If Beta of a stock is negative and stock market rises, what will be its effect on beta?
2.Different markets in an economy with examples?
3.How would you describe volume and capacity of a half filled glass of water to a small kid?
4.ESOPS related questions...and many more technical questions....."," "," "," "," ",NA
"330","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6717188.htm","Research Associate","Gurgaon","Haryana","India","5/27/2015","Average",30,"It was followed by a written test. The interview was very technical and majorly finance terms were asked. There were other rounds including the case solving round and another round of interview.","No Offer","Neutral"," "," ","What is the difference between hedge fund and mutual fund"," "," "," "," ",NA
"331","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6325411.htm","Research Associate","Gurgaon","Haryana","India","4/13/2015","Average",NA,"Round 1- Aptitude (english, maths, logic, SOP) Round 2- Brief Interview (They throw five six questions at you, mostly technical.) Round 3- Written test. It's tough. (It has five sections: finance/D.I./computer related/RCs/personality questions) Round 4- Interview with manager (awaited)","Accepted Offer","Positive"," "," ","What is a bull market?
Number of companies listed on BSE?
Full form of NASDAQ?"," "," "," "," ",NA
"332","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6264987.htm","Research Associate"," "," "," ","4/5/2015","Average",NA,"Round 1- aptitude (english, maths, logic) Round 2- HR interview Round 3- written (finance terms- arbitrage, index, private equity, SLR & CRR, Indian rupee appreciation/depreciation; logic; finance related comprehension passage) Round 4- Interview with manager (awaited)","No Offer","Positive"," "," ","1. Difference between VCs, PE & Incubaotors
2. Difference between primary & secondary research
3. Core function of the company
4. Leverage buy out
5. Angel investors"," "," "," "," ",NA
"333","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6261103.htm","Research Associate","Gurgaon","Haryana","India","4/4/2015","Average",5,"3 rounds 1 round : Aptitude Test 2nd round: HR cum Technical round 3rd round: 1.5 hour technical round with 4 sections GK, Reasoning, Aptitude and Finance all of these rounds take place on day 1. then they call for final round on some other day if you clear the 3rd round","Accepted Offer","Positive"," "," ","Venture Capital, Ticker, Mutual funds, Portfolio"," "," "," "," ",NA
"334","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6260155.htm","Research Associate"," "," "," ","4/4/2015","Difficult",NA,"5 LEVEL INTERVIEW First round: simple aptitude test, half an hour long Second round: interview, basic finance questions asked third round: Aptitude test, one and a half hour long, divided into three sections- logic, aptitude, general knowledge Fourth round: Managerial interview Fifth Round: Director","No Offer","Neutral"," "," ","Angel Investors, mutual fund ,hedge fund,PE Vs angel investors,growth stock"," "," "," "," ",NA
"335","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6275394.htm","Research Associate","Kolkata","West Bengal","India","4/6/2015","Easy",2,"First an Aptitude Test was conducted with 50 Marks on Finance related questions, and 10 Marks for reasoning and 10 marks for language with a time duration of 1 Hour, Further a Personal technical interview was conducted with one to one process. 8 Question were asked on instant one after another.","No Offer","Positive"," "," ","Margin of Safety IPO, Merger and acquisition, Cost of Capital, Buyback of Shares, Quick Assets,"," "," "," "," ",NA
"336","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6252867.htm","Research Associate","Gurgaon","Haryana","India","4/2/2015","Average",NA,"Do not expect questions like- tell me about yourself, career goals etc.The HR interview is a technical interview itself wherein they ask questions to test your financial and capital market knowledge.","Accepted Offer","Neutral"," "," ","What are angel investors/incubators/hedge funds/difference between bonds and debentures/MCX index etc."," "," "," "," ",NA
"337","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6162882.htm","Research Associate","Hyderabad","Telangana","India","3/21/2015","Average",1,"Interview mas mostly Finance based questions specifically Fixed Income and Bonds. I was also asked about my technical skills namely Excel, Programming, VBA and SQL. They also asked about my roles of responsibility, what expectations i had with the company and whether i had previous work experience. I was also asked about my activities during my Graduation.","Accepted Offer","Positive"," "," ","Tell us about yourself, Fixed Income basics and Products"," "," "," "," ",NA
"338","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6103552.htm","Research Associate","New Delhi","Delhi","India","3/12/2015","Average",90,"It was a lengthy process.Firstly there was an aptitude test which was easy den hr interview that was pure technical in financial basic terms and then a managerial interview den directoral...all were elimination rounds.","No Offer","Positive"," "," ","Hedge funds, mutual funds, mergers and acquisitions , spin off, ratios, futures options.etc"," "," "," "," ",NA
"339","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5984499.htm","Research Associate","Gurgaon","Haryana","India","2/24/2015","Average",NA,"First round: simple aptitude test, half an hour long Second round: interview, basic finance questions asked third round: Aptitude test, one and a half hour long, divided into three sections- logic, aptitude, general knowledge Fourth round: Managerial interview","Declined Offer","Positive"," "," ","What is management buy outs etc."," "," "," "," ",NA
"340","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW6015845.htm","Research Associate"," "," "," ","2/28/2015","Average",NA,"First round: simple aptitude test of half an hour Second round: HR review, though nothing seemed like it was an HR interview. All financial terms were asked Third Round: Content test- which had 4 sections: 1.finance related subjective questions 2. gk 3. LR 4. quant Fourth round: managers interview- i have it tomorrow :P","Declined Offer","Neutral","i am still in the process"," ","Management buyout buyin, angel investors, private equity firms, about BSE n NSE
Content test had questions on growth stock, Arbitrage and similar financial terms"," "," "," "," ",NA
"341","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5943601.htm","Research Associate","Gurgaon","Haryana","India","2/18/2015","Average",1,"aptitude test then a HR round where technical was also asked , written exam of all finance related questions and then if u get selected u have another main technical round","No Offer","Positive"," "," ","what is the difference between depreciation and amortization"," "," "," "," ",NA
"342","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5833912.htm","Research Associate"," "," "," ","2/2/2015","Average",1,"Very Standard Procedure. Basic Question from Accounts and Finance. Level increases as You keep giving right answers. Two round of interviews followed by a technical round. Expect question from Managerial accounting also although its a bit irrelevant to the profile.","No Offer","Positive"," "," ","Managerial Accounting was also asked although its a bit irrelevant to job profile"," "," "," "," ",NA
"343","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5760880.htm","Research Associate","Gurgaon","Haryana","India","1/23/2015","Difficult",30,"Campus recruitment. First round was telephonic after which we were called to gurgaon office where 4 more rounds were taken. The first round was of half n hour which consisted questions from qa, va, lr and also a 300 words write up. After this we had a technical interview round after which shortlisted candidates had to give one more aptitude test of 1.5 hrs. After clearing that round I had an interview with manager. Basic finance questions were asked although the level of questions in aptitude was a little high.","Accepted Offer","Negative"," ","Na","Pe, vc, bonds, equity , everything asked was very basic","Questions from probability, ratios,p&l, lr, va, rc,etc"," "," "," ",NA
"344","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4256851.htm","Research Associate","Gurgaon","Haryana","India","5/20/2014","Difficult",30,"Their process is well organized and HR is very efficient. Their 1st round is an apti followed by HR round then a subjective written test then a technical or Managers round followed by a directors round.","Accepted Offer","Positive"," "," ","what is your favourite subject?"," "," "," "," ",NA
"345","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4254745.htm","Research Associate"," "," "," ","5/20/2014"," ",NA,"there was a written aptitude test which consisted of basic information about yourself, education and questions on logical reasoning, quantitative and english passage. please time yourself accordingly for the test as it is too lengthy and you would only be given 30 mins to complete it. also dont stress too much on questions that you're not able to solve as youl lose time.","No Offer"," "," "," ","the unexpected thing was not asking anything specified as per the mail regarding financial terms."," "," "," "," ",NA
"346","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4238186.htm","Research Associate"," "," "," ","5/16/2014"," ",NA,"The process was difficult and it wasnt that easy .... there were 4 rounds.... 1st was the aptitude round... + tell me about yorself. Results of this aptitude was out in a day then there was an hr round basic hr round.... nd mergers & acquisitions , hedge funds were asked Then there was a technical round written on the same day ,,, that was very difficult .. it was a cat type format paper . Last was the technical round.....","No Offer"," "," "," ","forward and future"," "," "," "," ",NA
"347","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4286929.htm","Research Associate","Gurgaon","Haryana","India","5/26/2014","Average",7,"A short test comprising aptitude and english, followed by a personal interview with the HR and a long test comprising aptitude, english and financial terminology. The personal interview includes questions such as ratios, difference between bonds and debentures, M&A, etc.","Accepted Offer","Positive"," "," ","The entire process is difficult for a person not from finance background"," "," "," "," ",NA
"348","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4282498.htm","Research Associate"," "," "," ","5/24/2014"," ",NA,"Interview process starts with an easy aptitude test (MAT level), if you clear this there is an HR round with basic finance questions (bonds, stocks, hedge funds etc.) depending upon the kind of profile applied for. After the HR round there is a core finance test and subsequently 2 more rounds of interviews.","No Offer"," "," "," "," "," "," "," "," ",NA
"349","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4183796.htm","Research Associate","Gurgaon","Haryana","India","5/7/2014","Difficult",2,"Hiring process is not that easy. It involves 5-6 rounds of interview here a candidate is judged on everything starting from Aptitude to the Attitude towards career progression, and towards the company. Hiring process involves One to One with the HR, followed by two written exams, and then the two rounds of interview with Operations Manager and the Group Director respectively.","Accepted Offer","Positive"," ","This was my first job","Most difficult would be the aptitude test and one more written exam as it has lot of business awareness questions."," "," "," "," ",NA
"350","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4027736.htm","Research Associate","Gurgaon","Haryana","India","4/9/2014","Average",14,"The company culture and interview panel was very professional and the entire process was conducted in the same manner.","Accepted Offer","Positive"," ","NO Negotiations at all.","The panel requires the candidate to have updated knowledge about the market. just knowing the morning news isnt enough, understanding its implications also is equally important."," "," "," "," ",NA
"351","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4455960.htm","Research Associate","Gurgaon","Haryana","India","6/23/2014","Difficult",NA,"i applied through college placement cell. The recruitment process was held at their Gurgaon office. First there was a very easy objective Written test, followed by a very short HR interview. Selected candidates were called for 2 technical interviews.","No Offer","Neutral"," "," ","Your mission statement"," "," "," "," ",NA
"352","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4445359.htm","Research Associate","Gurgaon","Haryana","India","6/21/2014","Average",NA,"I applied via Online portal.The time was too short to solve 20 questions and write an SOP.IT would have been better if the employee had specifically given instruction for the test","No Offer","Negative"," "," "," "," "," "," "," ",NA
"353","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW4494134.htm","Research Associate","Gurgaon","Haryana","India","6/30/2014","Difficult",12,"I had applied through the existing employee referral process but got an email for interview more than 2 months later. I had almost lost hope of getting it and the email was very sudden. The interview was scheduled just 2-3 days from the date of the email and no chance of rescheduling. The process was conducted with over 60-70 people giving a common written test with basic aptitude questions for maths and english and your profile details. After the test, they eliminated over half the strength on the basis of profile and written test. Then a single HR person was taking basic interview (non Technical) with profile based questions. Then another lengthy written test with finance questions and basic GK. That was it for the day, a week later a managerial interview was scheduled. That was also abruptly informed just the night before. This interview was taken by 2 members and went on for an hour. All sorts of technical & Non technical questions were asked. The final Director Round was scheduled for the next day and was also only informed on previous night. Could not appear for that due to previous commitments and the position was filled by another person","Declined Offer","Negative"," "," ","The second Written Test had some tough finance questions.(Equits, Debt, Bankruptcy Etc)
"," "," "," "," ",NA
"354","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5527060.htm","Research Associate"," "," "," ","12/12/2014","Difficult",4,"Total 4 rounds. 1st - simple written test of 30 mins including english and logical reasoning questions. 2nd - HR interview. (I was asked technical questions in HR interview itself) 3rd - Written test of 1.5 hours testing ypur aptitude and general awareness. (First 3 rounds happened on the same day) 4th - Managerial Interview. (questions relating to oil prices, gold prices, Saarc summit, Derivatives, and general questions about myself)","Accepted Offer","Positive"," ","No negotiations","What are Derivatives?","Difference between a mutual fund and a hedge fund"," "," "," ",NA
"355","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5196152.htm","Research Associate"," "," "," ","10/18/2014"," ",NA,"Initially i appeared for an written exam for which result declared next day then called for interview process where i had two rounds of technical session. on successful completion, called for final HR round.","Accepted Offer","Positive"," "," ","Reverse Stock Split"," "," "," "," ",NA
"356","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5129469.htm","Research Associate"," "," "," ","10/9/2014","Average",NA,"Aptitude test, followed by HR round. Then Finance test. These were elimination rounds. Then had interview rounds with managers and director. I felt the HRs were not very co-operative. I mailed them a day before asking about the office location, etc. since I was new to the area but they did not bother to reply.","No Offer","Negative"," "," ","Finance Test was difficult as I am not a finance student. "," "," "," "," ",NA
"357","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW5137956.htm","Research Associate","Gurgaon","Haryana","India","10/10/2014","Difficult",7,"There were 5 rounds starting with a moderate test then a Hr interview followed with another test, this will happen in a day and then the selected candidates are further called for interviews.","No Offer","Neutral"," "," ","What is a Spinn off"," "," "," "," ",NA
"358","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2769940.htm","Research Associate","Gurgaon","Haryana","India","6/26/2013","Difficult",21,"The process was very well managed, people friendly organisation, nice work culture. The process started with an aptitude test..then an HR interview..then again a written test. these 3 rounds happened on the same day. Within a week they called for the next round. The next round comprised of a technical interview.","Declined Offer","Positive"," "," ","Grilling on financial terms, current affairs and opinions about the same. Since I was from marketing background I was given a lot many situations to analyse."," "," "," "," ",NA
"359","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3253771.htm","Research Associate","Gurgaon","Haryana","India","10/31/2013","Difficult",3,"Well the interview process consists of 5 eliminating rounds. Round 1 is a written IQ test, duration is 30 mins and is pretty general. Thereafter Round 2 is HR round, that is highly unforeseen and leads to majority of eliminations, in my case close to 22 people were eliminated with only 3 making to the next round. Round 3 again is a written test of duration 90 mins. Again quite generic nothing specific. All these round take place on a single day. Thereafter you will be called if you are shortlisted for Round 4 which is basically a personal interview, wherein two people of manager rank will sore down your neck. And finally if go get further shortlisted there is the final Round 5 that is called the director's round which is the last hurdle before you are made an offer. But be aware that many a times they simply land up hiring no one, hence its not certain that someone will get hired out of all that appear.","No Offer","Positive"," "," ","I was told to define some typical financial terms like acid test?? six sigma??, but these were not at all in line with my academic background."," "," "," "," ",NA
"360","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3306474.htm","Research Associate","Gurgaon","Haryana","India","11/13/2013","Average",NA,"1st was Aptitude Round, followed by HR Round followed by Manager and Director level PI","Accepted Offer","Positive"," "," ","If you are locked in a room full of  haystack, how you will find needle in it?"," "," "," "," ",NA
"361","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3311970.htm","Research Associate","Gurgaon","Haryana","India","11/14/2013","Average",14,"The process mainly comprises of 5 rounds 1) An objective test of 30 minutes covering basic reading and comprehension, LR and quant skills. Very easy 2) HR discussion round testing the communication skills 3) A subjective test containing finance, M&A related questions. Its tough to moderate level. If you clear the above 3 rounds then later on 2 more rounds 4) Managers round where you will be grilled on finance related concepts 5) Director round","Declined Offer","Positive","Got a better profile at another place"," ","Keep in touch with finance related concepts and news specially M&As "," "," "," "," ",NA
"362","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3315278.htm","Research Associate"," "," "," ","11/15/2013"," ",1,"telephonic interview.aptitude","No Offer"," "," "," ","why do u want to join research field?"," "," "," "," ",NA
"363","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3130684.htm","Research Associate"," "," "," ","10/3/2013"," ",NA,"five rounds. 1st one is a basic written test followed by an HR interview, a concept and general knowledge based skill test (written), Technical Round and Directors Round respectively.","Accepted Offer"," "," "," ","What out of Profile, package and environment is the most important factor and why?"," "," "," "," ",NA
"364","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3051912.htm","Research Associate","Gurgaon","Haryana","India","9/14/2013","Difficult",NA,"the process started with an aptitude test, followed by HR interview about profile and why this co., then another test consisting of questions related to capital markets and other happenings in the corporate world.","No Offer","Positive"," "," ","why do you want to join this co."," "," "," "," ",NA
"365","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW2998655.htm","Research Associate","Gurgaon","Haryana","India","8/31/2013","Average",2,"There are 3 rounds on the first day were Round 1- Its a mix of Quant, English and about your self. Round 2- Its HR round were you will checked on your communication , basic knowledge of Finance. ( Eliminates lot of people ) Round 3- Technical round .... which consist of 4 section GK, Report, Comprehension and i dont remember the 4th one.... ( you need to crack it , its tough)","Accepted Offer","Positive"," "," ","Technical "," "," "," "," ",NA
"366","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3483242.htm","Research Associate","Gurgaon","Haryana","India","1/3/2014","Average",30,"1st round-general aptitude round 2nd round-HR interview 3rd round-technical written test 4th round-technical interview 5th round-director interview","No Offer","Negative"," "," ","questions relating to mergers and acquisitions, economics, ratios, projects which i had done in college"," "," "," "," ",NA
"367","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3625805.htm","Research Associate"," "," "," ","2/1/2014"," ",21,"Step 1:General Aptitude Test where we had to write an SOP Step 2:An HR/Technical Based interview, which lasted for hardly 5 minutes Step 3:A Content test containing questions based on logic, analysis and Finance Step 4: Managerial Interview","Accepted Offer"," "," "," ","HR based interview had technical questions"," "," "," "," ",NA
"368","S&P Global Market Intelligence","http://www.glassdoor.co.in/Interview/S-and-P-Global-Market-Intelligence-Interview-RVW3575740.htm","Research Associate","Noida","Uttar Pradesh","India","1/23/2014","Difficult",NA,"Applied through campus hiring process. The first step was the aptitude test which was too easy but they eliminated people on the basis of statement of purpose that was another hidden section in the information about the employee. The next step was the hr interview which was nothing but confidence testing round lasting for 3-5 minutes. The third stage is the technical test where purely finance and logical questions are asked. The fourth one is the final managers interview where the person is just tested on his convincing skill to do a boring job. Prepare for that.","No Offer","Negative"," "," ","Nothing out of the blue."," "," "," "," ",NA
