"","cons_page1"
"6891","Mangement was good."
"6892","Not applicable in this instance."
"6893","NA"
"6894","Members of protected classes are treated with disdain, and retaliated against for reporting such treatment."
"6895","Follow the laws- they exist for a reason."
"6896","The company needs to adapt better and be more innovative, particularly in the US, to the Social Media world.  Reuters in the US does not have enough of an identity and is not producing products to compete is today's ""social media"" society."
"6897","Be more aggressive when it comes to innovation in the US.  Trim the fat in your BD department and invest in product and development."
"6898","I was surprised seeing some projects roll out poorly. A lot of broad stroke planing - no detail/ground level ear.
Lot of people in this company that are bad that are still here just because they know someone.
This company loves to backpedal on their decisions."
"6899","Improve your people development and structure it. In this way you employees can move around within the company instead of losing talent through lost of business/outsourcing. Your job openings require experience that most of your staff won't gain while performing their current roles -  try shadowing /mentoring programs."
"6900","""Doing this constantly has caused some serious loss of work-life balance as someone who cares"""
"6901","Give your employees an opportunity for a career. Take care of them and they will take care of you"
"6902","Highly political, bureaucratic, every word you speak here needs to be sugacoated , no value for talent, useless HR who  make opinion without any basis, sr leaders run kingdom of their own with their favourites, if you speak your mind you risk being thrown out"
"6903","Please have a close look at your middle & senior management, you do not need ""yes sir"" culture or you will never make money, stop the culture of favourites or you will loose good talent."
"6904","re-orgs too often, layoffs, politics"
"6905","There are too many layers of  management within the organization due to the merger between Thomson Financial and Reuters. There is also many areas of slow growth that has led to the downsizing of many critical areas within technology units."
"6906","Probably need some additional consolidation in different units to remove some of the layers of management. And avoid removing critical areas that are the backbone of the organization."
"6907","Lot of Politics
No involvement of HR in any apprais
Baised Management"
"6908","Check on Managers attitude
They only hire people from their own religion/region"
"6909","Cliques,yearly threats of layoffs, and unachievable goals"
"6910","No scope for new functionality, making the application stable"
"6911","Not really a career unless you really enjoy technical support."
"6912","The comp plan kept changing each year and territories were very un balanced. Not that changing comp plans each year is anything new.There was a lot of unethical people working there when I was there, I know that a lot of the top sales people were hitting numbers because they were doing some shaddy things. I did hear that they cleaned house and fired a lot of them."
"6913","Retain the employees you have that are putting in a effort everyday. There were plenty of honest and ethical sales people in the company that were getting written up because they were not hitting their numbers because the system was broken and the most unethical reps were hitting numbers."
"6914","There is little opportunity for advancement. Management is obsessed with double digit growth and raises are held hostage to that even though its a very profitable multi billion dollar revenue company."
"6915","Stop obsesing with growth and buying the competion and advance in developing your employees and improving existing products without purchasing the competition."
"6916","Within the Investment and Risk Division the lions share of focus and investment goes to only a few products while others with massive potential are left ""keeping the lights on"".  Management structure changes fairly regularly."
"6917","While the concept of a unified platform is definitely the right way to go they need to ensure that the constant management changes and reduction in cost does not erode products or content sets that are at the cornerstone of the financial services business.  A company of this size needs depth and priority across the full portfolio.  Not just on the desktop and real-time services.  given the staff and expertise TR has... market leading potential."
"6918","Não há uma política de,crescimento. As promoções são aleatórias."
"6919","Poor support structure (IT, etc), constant restructuring"
"6920","Falta de organização de vários processos"
"6921","The i.d was annoying because as a contractor, after a few months the id would stop working without any notifications"
"6922","Management politics, low compensations and benefits"
"6923","Try to recognize people who work hard instead blindly following senior management."
"6924","- Steady stream of corporate initiatives that more often than not seem meaningless
- Technology and products can move slowly, depending on area of business"
"6925","Out of touch management.  Tech managers are not very involved in the projects, most all are really run by leads.  Though the leads have the responsibility to run most everything, they are overseen by 'managers' who are not in touch, yet often have opinions on how things should run.

There are also too many hands in the pot, project managers, tech managers, etc. all have their own ideas of how projects should be... run, but many have little hands-on experience of running a project.  Many were in the right place at the right time and got promoted with little merit of their own contributions.

Merit increases are pitiful.  For a few years there was a slogan among management of paying for performance - but that never really materialized and across the board 2-3% raises with little opportunity to recognize top performers does not help with employee engagement or motivation

Lack of ownership - at least in WestlawNext, there is a model of one platform with hundreds of developers.  The issue with this model, however, is that there is no clear ownership of issues and problems are slow to be solved.  Further exacerbating this, rotating ""pager"" persons are expected to solve the problem of the day(s) without context and often without experience to do so."
"6926","Fully recognize top performers.  Recognize and take action on employees and management who are dragging the company down.  Further recognize that team leads are running things and give them the same compensation, exposure to senior leaders and benefits (MIP) that you do for managers (in name).  Listen to them and let them solve the problems, don't tell them the solutions that committees think is the right course....

Recognize the global nature of business and expand opportunities outside of the Eagan campus.  The rest of your workforce exists too (and often is more able to deliver)"
"6927","Lack of consistency year over year has made it difficult to predict what clients you will be covering, comp plans, and middle management structure. Decisions are made in a vacuum with little input from front line staff. Very political company (like many other large companies) where having good politicking skills will help. There are a lot of unhappy people that are just punching a clock and the most common complaint... is middle management."
"6928","Executive team (not middle management) steering the Americas team in the right direction. Middle mgt should help coach deals (when necessary) instead of just asking them to close. Take the time to truly assess the talent that you have (you have a lot of it), but keep the pressure on to deliver while continuing to offer opportunities to improve the knowledge base. Look to promote from within and take the time to... understand the challenges of each office, they are different."
"6929","Career development, very developed training system"
"6930","Talk your need"
"6931","Over the years benefits (401k, health care), etc. have been getting worse compared to the good old day. However, it is competitive with current market. Just nothing to talk about like it used to be."
"6932","Salário abaixo do mercado para qualquer função."
"6933","Wear too many hats, and at times can not focus on key strengths.  Not many opportunities to move anywhere and not enough staff."
"6934","Focus on developing the talent and be patient with employees when trying new things."
"6935","I too worked at TR for several years.  Loved the ""if you can dream it, do it"" attitude when first joined, however, management became more concerned about meetings and with all their meetings, started requiring more and more reports.  No upward movement, management is entrenched and won't be going anywhere as they wouldn't last long outside of HK"
"6936","Not always the fastest paths to promotion"
"6937","Benefits as an intern are not great"
"6938","falta de oportunidade, falta de padrão"
"6939","The current executive leadership has no long term vision for the company.  The whole culture now is about cost cutting to try to prop up the stock price in the short term.  They are laying off good people and replacing them with 3rd party resources that don't have TR's best interests at heart.  They aren't willing to spend any meaningful investments into building out the infrastructure of the business anymore.  The... only projects that ever get implemented are very small short term projects.  Anything of substance that will position the company to be more agile in the future is deemed to expensive.  Thus in 5 years the business will not be able to adapt to the ever changing environment and TR will be left in the dust by a company that is able to provide the customers what they want, when they want it at a price that TR will not be able to come close to."
"6940","Stop focusing so much on cost savings at the expense of the future agility of the company."
"6941","A high pressure environment with a fair amount of upheaval and uncertainty, and some challenges in leadership."
"6942","Consider balancing compensation more with the level of and additional responsibilities being given to your team. Provide training and/or more guidance when employees are tasked with responsibilities they have no previous experience with."
"6943","Flat organization with too many directors/senior directors, marketing takes precedent over sales, and management is constantly changing territories/lowering comp plan.  Sales reps at times are treated like the company's step children."
"6944","Allow sales reps ability to invoke/suggest change in process changes."
"6945","-Lots of meetings that could have been a quick email.
-Too many layoffs of the actual works and not management.
-They don't seem to promote.... ever."
"6946","Promote your employees. Make them feel good, not bad about themselves."
"6947","Raises do not always seem to be based on merit. I believe they should be. Reward those who work hard and not those who create more work for others."
"6948","Perhaps a little more attention should be paid to who contributes and who really doesn't. Overall a great company though."
"6949","Its hard for a news service to adapt to a new information age."
"6950","Very little career growth available and not much of a career path is provided.  Too often management is changing along with the direction and goals of the company."
"6951","Have a better career path and help people grow and develop internally better.  Organic growth is too small.  Senior managers seem out of touch with whats going on in the field."
"6952","Less Opportunity for moving ahead"
"6953","Invest in Employees"
"6954","Stressful environment and incompetent PSM"
"6955","Advancement track is slow. Company is not growing, so opportunities are scarce."
"6956","Embrace change, empower people to bring forward ideas.  Admit mistakes."
"6957","Well what you discover working here its not many minorities that work for the company and the numbers, sharply drop if you move up the corporate ladder. The office I worked in had a total of 5 African American out of a location of over 200 people SMH, but whats even more disappointing is the company doesn't focus on quality of work but who you get along or kiss up too, not the ideal place if your any kind talented... individual.You might over come this non-sense if you have a manager who is truly trying to encourage their sub-ordinates not looking for self interest."
"6958","Work should be about setting goals and allowing your workers to accomplish those goals with out dealing with lose cannons on the team. M.E."
"6959","I think if you are beyond the new stages and looking to progress further and rise in seniority it can be difficult
Pay is lower"
"6960","Increase the pay, implement strategies to drive internal growth"
"6961","Company has been going through challenges"
"6962","no office parties,no defined way of work"
"6963","Demora em algumas ações devido à complexidade da estrutura"
"6964","Politics, morale questionable after so much change. Since I left I've heard that process has become over bearing. Like many places the options to progress up are limited without moving to another company. I was refused a promotional move to a different team as I was needed where I was and then offered the position I wanted after I had put my notice in to leave."
"6965","Not many cons at least that are worth mentioning.  Six [6] days yearly sick time.  Annual raise percentages are not great."
"6966","Corporate climate and leadership keeps changing so frequently that the vision for the company remains a challenge. As a result, layoffs are frequent every year or so. Raises are a joke.Bonuses are decent"
"6967","Pick the right people with a great vision and give them  some time to execute it"
"6968","Things Will Change.. stay ready :)"
"6969","Hard to advance, office politics can drive you mad, salary could be higher, very corporate"
"6970","Take a better look at your employees"
"6971","Slow pace acceleration in the work place and promotions."
"6972","Keep working the way you do--something is clearly working."
"6973","Lots!
Constant state of flux, largely due to a lack of senior leadership - the top is a fairly rotten, old boys back-slapping club, prone to self-aggrandisement & nest-feathering. Megalomaniacal execs rule ok at TR! The work culture is one of passive-aggression.

Really highly skilled staff don't stay long, and recent years have seen some excellent managers walk, often of their own volition.
Lots of smoke &... mirrors around the 'benefits' of working at Thomson Reuters...in fact, many of these so-called benefits are poor, especially when compared to peer companies. Healthcare is based on the US miserly policies, and the bonus scheme is poor for the vast majority of staff. TR is very good at giving the illusion of being a global brand, with all the trappings that may come with such, but the reality is rather different!"
"6974","Take a long hard look in the mirror!
Shareholder value is as poor as staff opportunities!"
"6975","Weak senior leadership
System limitation and issues
Operations are terrible"
"6976","The pay is terrible, the environment is unstable, and you are generally overworked and overlooked.  Mobility in the company is impossible unless you know the right people.  There are no real training or mentoring efforts: you are thrown into the deep end of the pool and criticized if you can't swim immediately. Management is absolutely disconnected from the day to day operations."
"6977","Learn what it is like in the trenches, enough with the billion dollar sales conferences, and start investing in your employees.  You don't have that many left who actually know the company and products.  If all you care about is the bottom line, then hire contractors and stop the unbacked verbage that you care about employee welfare.  Step up and show what your made of as a manager."
"6978","Poor management, illiterate and greedy managers, no LIFE, depressed and frustrated team members, managers abuse at the workplace"
"6979","Wake up"
"6980","Budgets approved only to have travel, headcount and spending frozen in the 4th quarter each year. No extended business plan. Staff uncertainty because of redundancy regime that is becoming institutionalised. Promote staff mobility opportunities but in reality always up against budget constraints"
"6981","Let the financial and risk (read ex-Reuters) business flourish with some real investment outside Eikon. marketing needs to be increased outside of blog posts by those who need to be seen internally"
"6982","At the time the technology for employees was mediocre, making everything hard to do. new ownership seems to have changed that."
"6983","HR needed improvement at the time."
"6984","Large company, hard to get decisions made in a timely matter!"
"6985","Training was excellent in the beginning and throughout the internship."
"6986","Baixa remuneração,e falta de oportunidade de crescimento."
"6987","IT services being outsourced; re-badging of TR employees to outsource vendors; transition painful for remaining employee.
As with many companies, little job security
Restructuring, re-organizing, transforming - pick your term, it happens a lot
Cost-saving and cost-cutting measures; budgets regularly 'swept' mid-year"
"6988","Can feel bureaucratic. Some smoke and mirrors."
"6989","Help to mentor."
"6990","Quick learner, hand work in job"
"6991","Nothing"
"6992","Inefficient system, too many redundent processes"
"6993","simplify the structure and processes, better integration among products"
"6994","They have been outsourcing a lot of local jobs.  After the merger with Thomson, the focus from Britain to the US."
"6995","Value local people rather than outsourcing their jobs."
"6996","work life balance, upward mobility"
"6997","Upside for over achievers year over year decreases unless promoted which can be difficult as promotions are based on tenure."
"6998","Put yourself in your employees shoes.  Most want to move up.  Set expectations."
"6999","no opportunity and so slllooooowwww"
"7000","Merger and later difficult market circumstances have had an impact that seems long-lasting. Insecurity for staff."
"7001","Communicate long-term vision, explain to individual staff how they can contribute and hold people accountable."
"7002","No investment in IT infrastructure
Very slow adapting to changes"
"7003","-----------------"
"7004","Company needs to figure out the big picture, still struggling"
"7005","The work itself is quite tediou"
"7006","One must always be ""visible"" to the management to be able to get recognizition and promotion which won't always be an advantage for intovert employees. It needs to improve on managing the invisibles who are experts in the work that they do."
"7007","lack of focus
lack of strategy"
"7008","Better vision"
"7009","24X5 rotational shifts, minimal onsite assignement"
"7010","Keep it up!"
"7011","The past couple years have seen a lot of year end layoffs and a good amount of personnel reshuffling. Projects often outlast the people originally involved. Sometimes there are more meetings and conference calls than actual work being performed."
"7012","Year end layoffs are insensitive and borderline cruel. It gives the company a bad name. That policy should be reevaluated."
"7013","Back in the 90's and once you go into a middle management position,  internal growth ment you had to go abroad"
"7014","There have been improvements in benefits. There is a company wide training day workshop for new hires. It would be great, if there was a specific training to hire's division. The tech team, surprisingly, has long wait periods and resolution times are very delayed."
"7015","NA"
"7016","Working with low performace teams"
"7017","LATAM Culture needs to improve"
"7018","Broken System that relies on a shifting landscape, There are mountains where there was molehills and molehills where there was prairies of effort in the landscape. Its time to support the online world and realise the changes are not short term"
"7019","Help yourself and move to digital with all the strategies and compliment them with small runs of hard copy. Make the process less painful to the incumbent employees."
"7020","NA. Not applicable.Do not wish to state."
"7021","na"
"7022","But not very competitive pay."
"7023","So big, silo effect prevents cross-channel success.  And a bit of channel/market confusion."
"7024","Well done... but continue to leverage knowledge base (CRM) across organization.  Don't just look at strategic growth for new sales as market success indicator.  Continue to work on client retention, satisfaction and endorsement metrics to measure success."
"7025","Poor management - they continue to make mistakes, and then their solution is to have major layoffs.  If you want a short-term job, this is the place for you."
"7026","Look at what you are doing and quit screwing up."
"7027","Salaries are not generous; a lot of processes and red tape; true talent always leaves"
"7028","Compensate your star performers and help them feel appreciated and motivated. They will be loyal to you if you give them a"
"7029","Poderia destinar a atenção devida aos seus funcionários do bloco operacional. Estratégia de aquisições gera uma falta de identidade e gera a necessidade de continuar sendo gerida inicialmente por gestores que ainda pensam como se estivessem a frente de um negocio pequeno ou empresa familiar"
"7030","Foco nas pessoas. Planos de desenvolvimento de carreira não podem ser apenas formalidades."
"7031","Not enough work to go around.  Directionless/visionless management.  incompetent colleagues who like to complain about anything and everything."
"7032","Actually hold people accountable.  Having teams of people with tenures of +10 years while doing the same thing doesn't bode well."
"7033","Top Management seems not to have a mid-term vision or they are simply not able to communicate it
Not easy to progress with career, promotions should be more tied to performance"
"7034","Make people with mediocre performance more accountable and better communicate your strategy"
"7035","Challenged to find new opportunities for career advancement, in process of making several organizational changes"
"7036","Executive leadership team is not visible to employees, and their actions don't always reflect what's expected of the rest of the organization"
"7037","Lots of reshuffling and reorganizations, the project timelines almost always outlast the people that have any stake in seeing a project completed"
"7038","Generally too many cooks, even in cases where people are motivated to helping the company succeed, every initiative is run through the mill until it looks like every other initiative"
"7039","Salário baixo, muita hora extra"
"7040","Too much restructure among teams, targets and KPIs are not realistic and it will eventually be a push factors for employees to find other openings and attrition rate is higher and higher every year."
"7041","Treated like a list cousin with no support. No opportunity for movement to another brand, brands are very siloed."
"7042","Make switching from brand to brand easier"
"7043","O funcionário paga metade do plano de saúde."
"7044","Never ending re-orgs.  If you like a revolving door of executives, this is your place. It's very difficult to build much career momentum when the org changes radically so often."
"7045","Try sticking with a strategy - any strategy - for longer than 9 months."
"7046","Remuneracao pouco agressiva comparando com o mercado"
"7047","Agressividade na remuneração"
"7048","not much opportunities to grow, salary below the market"
"7049","-"
"7050","The company can be disorganised"
"7051","We need a vision and you need to articulate it well."
"7052","too much Org changes, limited career path."
"7053","no comments"
"7054","Poor management
No Innovation
Career growth is too slow.
Compensation is at par with the standard market value.
Most of the process in India are only outsourcing the data which is making the whole process of learning and evolving stagnated. 
Too much favoritism and politics. if you are good at buttering the mangers. You can survive here."
"7055","Atleast recognize the talented employees"
"7056","there is a certain degree of Bureaucracy"
"7057","meh. can't really think of any permanent cons. Currently there's a lot of process change happening that's a little overwhelming, but that's a temporary thing."
"7058","1. Upper management have no idea what happens on the floor or how junior employees are treated. Or they do know but don't care. Either way, no-win scenario. 
2. Entire Litigation department in  both locations. Employees are treated like cattle. Incentives are rare and the money is a joke for what they expect from you. If one could die of exhaustion, it would be the Lit. people. 
3. Very political atmosphere.... Growth is slow and not merit based."
"7059","Don't bother. The ship is already going down. TR will shut it down."
"7060","Somewhat bureaucractic and this gets tedious at times"
"7061","Embrace innovation and ideas"
"7062","lot of work -  big difference between employees"
"7063","more advantages for employees"
"7064","Every relationship is based on contract. The job doesn't encourage people to have something enthusiastic."
"7065","Empresa está se adequando aos padrões da corporação global, muita coisa mudando"
"7066","Inovar sempre"
"7067","Performance Review doesn't encourage performers. Too much laid back. Very slow in taking initiatives. Some teams have redundant boring work. Promotions or Career growth is really slow. Promotions only through IJPs. No onsites not even short term."
"7068","Be Pro-active. Recognize talent and facilitate them to do better by recognizing their performances."
"7069","Super bureaucratic, poor HR team, Senior management is failing to deliver fast solutions to the market needs."
"7070","Financial side of the business is very difficult to work for due to constant restructuring on how clients are supported. Numerous management changes as well.  The great managers were let go. 
New hires are fresh out of college."
"7071","Limited focus on innovation, compensation is exclusive to Management and Sales."
"7072","Not applicable"
"7073","Poor management, collaboration and tricky politics"
"7074","IB structure and products are rubbish compared with our competitors. Or that is at least what our clients continuously tell us. 
Promotions or personal development simply doesn't happen no matter how much you achieve or perfect your end of year rating is."
"7075","Start nurturing talent and hanging on to it. Then you might have a change against competitors. The highest performing and hard working usually leave because they are not looked after. Also, try building a product that doesn't look like it is a patched together (from several legacy products) version of bloomberg."
"7076","very competitive culture but there's only limited to no growth at all"
"7077","Baixa remuneração, política de sangue suga"
"7078","Pouco prazo e reconhecimento do meu gestor"
"7079","Too many changes at all times.
It is very hard to follow up with all the updates every single day."
"7080","They are doing best they can"
"7081","Some people have skated by for years including in management - they need to be comfortable letting people go who are difficult or under performing.
Too many competing internal systems and complex selling structure lead to internal strife
Comp plans that don't align lead to competing sales teams"
"7082","Simplify selling structure
Get rid of underperformers or unprofessional employees"
"7083","I never really understood what my career track was here. There were few avenues as evidenced by people in the same position for many years."
"7084","Stop contributing to animosity between work teams. Rather promote a team work type attitude."
"7085","- no career path
- lots of bureaucracy
- salary below market standards
- poor benefits package
- culture that doesn't motivate people to grow"
"7086","If you are in sales, don't stay longer than 3 years. If you are in product management, do your best or leave. If you are in management, seek a political role once you retire you are definitely great at it."
"7087","Serve your clients first, your employees second and Wall Street third."
"7088","Restricted to single project, ratings"
"7089","nothing"
"7090","Hard to receive career development. A lot of effort pent on keeping employees in their seats and minimal promotions."
"7091","More training needed. Better access to internal opportunities."
"7092","Evolution de carrière très lente."
"7093","Work not divided in Teams. Various network Team department, but not all working . waste of resources."
"7094","Have centralized NOC to."
"7095","Falta clareza no plano de carreira"
"7096","Reaching office in downtown Cairo"
"7097","Attention to details"
"7098","Work life balance needs to improve."
"7099","Benefits are poor"
"7100","Job security is not assured.  As you grow up they will try to dump you . so be careful before joining this firm"
"7101","do not dump excellent workers"
"7102","not any cons as such"
"7103","maintain the transparency."
"7104","As a media publisher, Reuters has the same struggles as those of other online publishers - wherein advertising budgets are moving away from ""guaranteed"" buys.  This makes it infinitely harder to predict revenue streams."
"7105","Focus on standard processes globally and communicating all elements of revenue to the new employees."
"7106","IT and system infrastructure is in the process of transformation, still many challenges to overcome"
"7107","Ensure that new systems are properly implemented and tested, not just how quickly something can be transformed.  Rushed through projects mean that we have problems with our data which are then not easy to resolve."
"7108","Salary hike will be max 12% for exceeded employees and max 10% for acheived rating"
"7109","Give more hike"
"7110","Board seems to be mostly after shareholder cash return rather than investment.
Non-business central groups (Technology, HR, etc) can be very bureaucratic and major a drag on the different business units."
"7111","Stop adding C-level execs, crowding at the top usually only leads to costly infighting.
Diversity is something you'd rather see rather than talk about.
Companies thrives on good products that clients love: make product excellence a priority."
"7112","Sheeplike groupthink, tedious drones who put process before progress"
"7113","Stop trying to export jobs to cheaper jurisdictions.  Listen to people who may know more about what they're jobs means"
"7114","Salaires qui étaient élevés auparavant mais qui ont diminué au fil des années.  Les anciens se retrouvent avec des salaires pharamineux alors que les nouveaux employés ont des salaires beaucoup plus bas malgré le nombre d'années d'expérience professionnelles. 
Pas de vrai management et une culture d'entreprise éclatée."
"7115","RH ne sont pas à l'écoute, pas de réel suivi, et nombreux problèmes de harcélements non résolus"
"7116","Need to stop the Org Structure change which they day very frequently"
"7117","Too cliqueish.  Make friends with the right people, your good.  If not, you will struggle"
"7118","Listen to the people that are actually ""hands on"" with the systems and day-to-day activities when making decisions on implementing processes to really know the impact."
"7119","Internal mobility is not easy."
"7120","Listen to front line staff as they deal with clients everyday and provide opportunities for individuals to move within the company to higher positions."
"7121","Since the Thomson takeover, it has been one round of cost-cutting after cost-cutting. Often with carried out with little strategic thought. For long-serving employees, there seems to be a sense of decline about the place. Lack of direction at many levels."
"7122","Beware of people managing up. Pay attention."
"7123","Every group in Tax and Accounting was super different, but my particular one had been acquired recently, and the acquisition threw things into absolute turmoil. About 90% of my group was laid off, left, or got fired over the course of a year, and it was a very difficult place to work. I think it's difficult to work in a company in acquisition mode-- which TR definitely is."
"7124","1) Too much politics and favoritism.
2) Employees with no relevant work experience get into the team as they are either relatives or doing politics
3) Employees doing buttering only get recognised
4) No recognition for hard work 
5) No learning opportunities"
"7125","Please look at the talent and skills of employees also and show some maturity in dealing with employees in fair manner."
"7126","Have to wade through tough times.  When economy turns negative, slower to react to adjust.  Seems like more turnover in recent years."
"7127","Complainers are dismissed as being ""too negative"", with attention rarely paid to the situations or people that might be inspiring the complaints.  Managers in our business unit seemed to put very little effort into maintaining any kind of relationship with those reporting to them.  I had five different managers in five years, and all but one of them was always too busy with their own workload to meet with me for 30... minutes 1-on-1 weekly, or even monthly."
"7128","Practice what you preach with your employees as well as your customers when it comes to the corporate values you say you hold so dear.  Realize that how people are treated, how they feel about coming to work every day and the social environment and culture within which they have to work might actually mean more to them than the money they are paid or the business goals they are asked to achieve."
"7129","Frequent lay offs, lot of unknowns"
"7130","Good"
"7131","indian management is unstable, no clear business strategy in india"
"7132","It is not a pure technical company so it is not so good for software developers."
"7133","Management doesn't care, sees employees simply as a drain on revenue. Employees are always the first thing to go when they need to make any kind of cuts. We're expendable. They do massive layoffs every year. There is little to no room for advancement. I was not paid a living wage. They try to make you forget about how awful it can be to work for a company so soulless by putting in game rooms and Subways."
"7134","Investing in your employees is investing the future of your company. Without a happy and satisfied workforce Thomson is doomed to fail."
"7135","Sometimes given very short and last minute deadline to get work done."
"7136","Chaotic management is always reorganizing.  Don't respect or promote people from within, seem to love outside managers with no industry experience.  Always reinventing the wheel, covering the same ground, making the same mistakes over and over.

Its a shame because the firm had very powerful assets, but squandered any advantage by horrible strategic decisions and very poor product execution."
"7137","Leave and let people that understand the industry run the firm."
"7138","They will not train or teach you unless you show them that you want to work and that your interested in being part of the team. work late hours"
"7139","Be more open to providing guidance to interns."
"7140","Management was more concerned with themselves than the employees"
"7141","Nothing as specific as cons but it would not be that challenging to freshers until or unless he himself wants to learn and implement as much he wants"
"7142","No Management at all (specially Delhi office)
No process - (Just do what you think is right)
Yearly salary increments that is too very less (2-10 %) 
No on-site opportunity
No Career growth
The reason they can provide you for not raking high is (irrespective of how hard you worked) - You co-worker got exceeded rating and we can provide it to only one person. :)
No team building exercises
No fun, No outing
No... work
Small office - at any time you'll not find more then 20 employees in the office
When you resign they treat you like you are an alien (As have seen this happening to many of my co-workers who resigned in my employment period)"
"7143","Work on people management"
"7144","Layoffs from time to time
Uncertainty"
"7145","Benefits are downright awful. To many people have been at TR for 20+ years which breeds staleness in the organization. Not really open to change when change is sorely needed (but everyone is so ""gosh darn nice!""). Pay is OK, not on the upper scale. TR Technology groups are being outsourced to IBM. The MIS and ITS groups have already been outsourced, next to be outsourced will be it's Data Center Operations groups.... TR can't survive unless they outsource these areas since they have relatively little organic growth, and their margins are a measly 1-3%"
"7146","Get rid of the lifers who are sucking the company dry. Also, get rid of more middle management."
"7147","Not a lot of opportunity for growth at least in my department; cross department communication can be challenging; management does not tailor their style to the employee's needs."
"7148","too much of pressure sometimes"
"7149","In the legal division, the company is still trying to fit in the ""new"" market (post 2008).   Pretty much every November, there is a reorganization that results in layoffs. They do try to move employees into other roles, but the laid off employees are almost always funneled into lower paying roles (and forfeit their severance pay by taking a new role within the company).  There have also been several instances where... individual's roles were eliminated as they were preparing for retirement.  Products are often rolled out before are really ready, leaving customers with a negative view of the product even after it has been perfected. 
Pay is varied across the company, with top sales performers receiving excellent compensation while several areas employing attorneys pay lower-than-market salaries. It is not uncommon to see even top performers leave the company.
You cannot carry over ANY paid time off, which isn't very convenient if you like to take a Jan./Feb. vacation."
"7150","Focus on changes that will really impact the business, consider additional investment in product development and stricter beta/testing requirements before bringing new products to market. 
Increase pay, especially in non-commissioned customer facing roles.
Allow some PTO carryover."
"7151","I felt that Management often changes"
"7152","Would be great to have a stable management."
"7153","Unclear career development path consultation"
"7154","Invest more in career development consultation activities and develop clearer career path suggestion for each individual"
"7155","Long hours, extremely high work load."
"7156","Hire more people and don't outsource key functions of your business. Remember that first and foremost you sell trust in your data. Be more objective."
"7157","No long term onsite, even short term is very less
Heard only - promotions are not easy to get till position available"
"7158","Would like to have company technical skills available in Delhi/NCR as well."
"7159","Got laid off, long working hours and low pay."
"7160","Treat staff better"
"7161","Management mostly comes from the tax & accounting world, which fan be very frustrating for the development team. Also, every project is TOP priority, which makes meeting deadlines impossible as some points, and sets teams up for failures."
"7162","Hire managers from your development team."
"7163","Sometimes it could be difficult to arrange a meeting as team members were located at different continents. However everyone would try his/her to be present."
"7164","The company is a mess  - a conglomerate made up of all the companies acquired over the years and thrown together with no idea of what to do with them. And why so many acquisitions? Because collectively the company is clueless. It serves no purpose other than to make its figures presentable to the market and to ensure that the Thomson company remains one of the world's richest. 

Institutionally incompetent, it... lurches from acquisition to mass redundancies. Except wait - the company now claims to believe in organic growth. A company that couldn't grow organically if you provided it with a tanker load of manure for starters."
"7165","You won't grow organically if you don't pay good people good money and let them get on with their jobs."
"7166","Old boys network, too much favoritism"
"7167","politically driven
Internal systems are a headache to deal with 
No clear guidance in place for day to day operations"
"7168","Consolidate middle management and streamline internal processes"
"7169","working in shifts
low salary
Too much of favouritism
Poor bonus
late promotions"
"7170","nothing at all"
"7171","Small annual raises. No purpose for doing self assessment as management already has you on a bell curve for annual reviews."
"7172","It's a revolving door of leadership on the legal side of the business. All decisions for our business was made at TR Legal HQ in Eagan, but we never went longer than two years with the same GM/director. Execs would come to DC to see our operations, which we had to make great pomp and circumstance for, only to see the exec canned in less than a year. Our business was reassigned into a different unit of TR three times... and the product was losing market share hand over fist. Projects would start with a great idea, only to be nitpicked or funding to be cut so much that the end result was a joke and didn't sell. Needless to say, with all the hot potato, the pay was pretty poor and they were always coming up with stories to lower our bonuses. Not a whole lot of opportunity to advance in the company. The due diligence side of the business experiences very high levels of turnover, always a lot of temps over there."
"7173","Oy. The core legal research part of TR in DC is down to a skeleton crew and was downsizing for years before I left. The whole legal leadership needs to stick with an idea and not try to be everything to everyone. Our products were failing because of a belief customers wanted everything (all TR combined content) when in reality they just wanted it to do one thing (and the thing it had done before TR got their hands... on it) really well. Revenue shortcomings at the corporate level are masked by going out and acquiring a small upstart and then canning management when revenue continues to miss target or integration fails. Not all the execs, in DC or Eagan, were bad...but they were all mostly powerless to the overarching culture of the legal side of the business."
"7174","- Too many processes for everything
- Constantly changing structure and roles
- Deal with many ""faceless"" departments"
"7175","Change is understandable but too much change makes it hard to understand ones role and the roles of the people you are working with. This leads to lost opportunities and a gap in knowledge that can lose the company revenue."
"7176","Salary is low for an experienced person"
"7177","Not a lot of upward mobility or room for growth. 
The work is does not involve a lot of critical thinking.
1-2 years is the maximum time one should spend here."
"7178","No job security. You can be layed off anytime with no notice. But company ensure with a good settlement."
"7179","There is lot of liberty given to employees is misused sometimes. No much yearly hike doesn't keep one motivated and few good employee leave in hope of a better compensation"
"7180","- Too many changes like re-organization and lay-off
- Some teams are there only for maintenance purpose without additional features or enhancement as there are a few customers who are still using it."
"7181","Somewhat hierarchical structure meant that talented people got 'lost' in the bureaucracy. Massive reorganisations every 2-4 years led to collapse in morale and lack of direction."
"7182","Trust your staff and give proper direction to your management."
"7183","Muita cobrança.
Falta de pessoas qualificadas para alguns cargos.
Falta de reconhecimento pela empresa como um todo.
Salários defasados."
"7184","lack of training and need to consider same"
"7185","consider feedback"
