,Unnamed: 0,X1,pros_page1,pros_page_rating_value,answer_re,answer_re_oth,answer_re_n
257,258,27.0,- NYSE is an iconic brand - good compensation - new office space,3,- NYSE is an iconic brand - good compensation - new office space, nyse is an iconic brand good compensation new office space,compensation
258,259,27.0,"Salary, Bonus, Work challenge and Fitness focused",3,"Salary, Bonus, Work challenge and Fitness focused",salary bonus work challenge and fitness focused,
259,260,27.0,Great total compensation package if you stay on for over three years. Stock grant is particularly attractive as stock value keeps increasing.,2,Great total compensation package if you stay on for over three years. Stock grant is particularly attractive as stock value keeps increasing.,great total compensation package if you stay on for over three years stock grant is particularly attractive as stock value keeps increasing ,"stock, compensation"
260,261,28.0,"ICE is a fast pace company full of hardworking, talented, and dedicated people. Sitting next a crew like this challenges me everyday which is what I enjoy most about working here.",5,"ICE is a fast pace company full of hardworking, talented, and dedicated people. Sitting next a crew like this challenges me everyday which is what I enjoy most about working here.",ice is a fast pace company full of hardworking talented and dedicated people sitting next a crew like this challenges me everyday which is what i enjoy most about working here ,"working, company, fast"
261,262,28.0,"There are a few good people left to work with, not much else though unless you count free soda and coffee.",2,"There are a few good people left to work with, not much else though unless you count free soda and coffee.",there are a few good people left to work with not much else though unless you count free soda and coffee ,"work, free, people"
262,263,28.0,Company tries to innovate to grow business,2,Company tries to innovate to grow business,company tries to innovate to grow business,
263,264,28.0,"Digging deep to come up with answer, free cofee",2,"Digging deep to come up with answer, free cofee",digging deep to come up with answer free cofee,free
264,265,28.0,"Compensation is pretty good and the work life balance is decent enough. My department *was* great to work in, the people were (and largely still are) great to work with, and things were well run until a NYSE person was promoted ahead of the ICE manager of my department. All of that was before ICE was infected by NYSE's people and culture.",4,"Compensation is pretty good and the work life balance is decent enough. My department *was* great to work in, the people were (and largely still are) great to work with, and things were well run until a NYSE person was promoted ahead of the ICE manager of my department. All of that was before ICE was infected by NYSE's people and culture.",compensation is pretty good and the work life balance is decent enough my department was great to work in the people were and largely still are great to work with and things were well run until a nyse person was promoted ahead of the ice manager of my department all of that was before ice was infected by nyse s people and culture ,"great, work, balance, people"
265,266,28.0,"stock options, good benefits, vacation time good, people are nice, nice location and offices, decent bonus plan, people that work there are great",3,"stock options, good benefits, vacation time good, people are nice, nice location and offices, decent bonus plan, people that work there are great",stock options good benefits vacation time good people are nice nice location and offices decent bonus plan people that work there are great,"stock, great, work, people"
266,267,28.0,"Friendly staff from various nationalities, nice office environment, challenging role with constant workflow, great business opportunity, and a wide range of benefits.",4,"Friendly staff from various nationalities, nice office environment, challenging role with constant workflow, great business opportunity, and a wide range of benefits.",friendly staff from various nationalities nice office environment challenging role with constant workflow great business opportunity and a wide range of benefits ,great
267,268,28.0,"Being one of the premiere Stock Exchanges it affords one the opportunity to interact with all types of Member Firms, vendors , Traders , Specialist, customer facing vendors. Interacts with all types of platforms, Network Switches, worked in UAT supporting customers, speak with clients from different cultures, countries. Interacts with Post Trade, and MKT Clearing Vendors, DTCC .",3,"Being one of the premiere Stock Exchanges it affords one the opportunity to interact with all types of Member Firms, vendors , Traders , Specialist, customer facing vendors. Interacts with all types of platforms, Network Switches, worked in UAT supporting customers, speak with clients from different cultures, countries. Interacts with Post Trade, and MKT Clearing Vendors, DTCC .",being one of the premiere stock exchanges it affords one the opportunity to interact with all types of member firms vendors traders specialist customer facing vendors interacts with all types of platforms network switches worked in uat supporting customers speak with clients from different cultures countries interacts with post trade and mkt clearing vendors dtcc ,
268,269,28.0,Not much to say as a pro...management is changing the NYSE culture for the worse.,1,Not much to say as a pro...management is changing the NYSE culture for the worse.,not much to say as a pro management is changing the nyse culture for the worse ,culture
269,270,28.0,Good Compensation if you negotiate well else no other pros,2,Good Compensation if you negotiate well else no other pros,good compensation if you negotiate well else no other pros,
270,271,29.0,"Compensation is predictable and non-volatile. You're not subject to the whims of trading profit unlike banks and hedge funds. There is transparency in how they figure out compensation. The work environment is civilized, and you don't have the craziness and outsized personalities of trading firms. Technology is pretty good. They try to keep up with technology trends and try new things.",4,"Compensation is predictable and non-volatile. You're not subject to the whims of trading profit unlike banks and hedge funds. There is transparency in how they figure out compensation. The work environment is civilized, and you don't have the craziness and outsized personalities of trading firms. Technology is pretty good. They try to keep up with technology trends and try new things.",compensation is predictable and non volatile you re not subject to the whims of trading profit unlike banks and hedge funds there is transparency in how they figure out compensation the work environment is civilized and you don t have the craziness and outsized personalities of trading firms technology is pretty good they try to keep up with technology trends and try new things ,"work, environment"
271,272,29.0,good compensation and perks flexible timings casual dress code friendly team,3,good compensation and perks flexible timings casual dress code friendly team,good compensation and perks flexible timings casual dress code friendly team,"compensation, flexible, friendly"
272,273,29.0,The business is a good one to get into .,1,The business is a good one to get into .,the business is a good one to get into ,
273,274,29.0,"Good bonus program, good benefits Quality work if you can keep up with the pace.",4,"Good bonus program, good benefits Quality work if you can keep up with the pace.",good bonus program good benefits quality work if you can keep up with the pace ,"work, benefits"
274,275,29.0,"Great small product management, dev and qa teams working together to make great products. Interactions within and between teams were friendly and professional. People in these teams are extremely knowledgeable and intelligent.",4,"Great small product management, dev and qa teams working together to make great products. Interactions within and between teams were friendly and professional. People in these teams are extremely knowledgeable and intelligent.",great small product management dev and qa teams working together to make great products interactions within and between teams were friendly and professional people in these teams are extremely knowledgeable and intelligent ,"friendly, great, working"
275,276,29.0,Modern offices with state of the art infrastructure; pantry with free snacks; a great learning opportunity as management allows anyone to do anything (regardless of their experience); decent benefits; great employees,2,Modern offices with state of the art infrastructure; pantry with free snacks; a great learning opportunity as management allows anyone to do anything (regardless of their experience); decent benefits; great employees,modern offices with state of the art infrastructure pantry with free snacks a great learning opportunity as management allows anyone to do anything regardless of their experience decent benefits great employees,"free, management, great"
276,277,29.0,The people here are very friendly and helpful,4,The people here are very friendly and helpful,the people here are very friendly and helpful,"friendly, people"
277,278,29.0,"The building is very modern. All glass walls. Breakfast pantry with snacks, coffee, tea. Good benefits, everyone gets stock offered that vests over 3 years. Compliance can be interesting at times. You can learn a lot about the various levels of the trading world. Great hours, good people. Good place to have on your resume. Company runs lean and mean.",3,"The building is very modern. All glass walls. Breakfast pantry with snacks, coffee, tea. Good benefits, everyone gets stock offered that vests over years. Compliance can be interesting at times. You can learn a lot about the various levels of the trading world. Great hours, good people. Good place to have on your resume. Company runs lean and mean.",the building is very modern all glass walls breakfast pantry with snacks coffee tea good benefits everyone gets stock offered that vests over years compliance can be interesting at times you can learn a lot about the various levels of the trading world great hours good people good place to have on your resume company runs lean and mean ,"stock, place"
278,279,29.0,Global company Newly refurbished office Good on site facilities Close to London transport,3,Global company Newly refurbished office Good on site facilities Close to London transport,global company newly refurbished office good on site facilities close to london transport,company
279,280,29.0,The benefits Location Cash rich and successful,4,The benefits Location Cash rich and successful,the benefits location cash rich and successful,benefits
280,281,30.0,good work environment. good benefits,4,good work environment. good benefits,good work environment good benefits,"work, benefits"
281,282,30.0,No time yet to determine if any advancement can be made,3,No time yet to determine if any advancement can be made,no time yet to determine if any advancement can be made,
282,283,30.0,Can take ownership of any progress. Revenue growth opportunities are significant.,3,Can take ownership of any progress. Revenue growth opportunities are significant.,can take ownership of any progress revenue growth opportunities are significant ,
283,284,30.0,i would like to explore more skills,4,i would like to explore more skills,i would like to explore more skills,
284,285,30.0,"Great leadership, room for growth, encourages growth, input taken from all levels of the organization",5,"Great leadership, room for growth, encourages growth, input taken from all levels of the organization",great leadership room for growth encourages growth input taken from all levels of the organization,
285,286,30.0,Benefits are some of the best in the industry,2,Benefits are some of the best in the industry,benefits are some of the best in the industry,
286,287,30.0,The work life balance is good here. My coworkers were amazing and so was my boss!!,4,The work life balance is good here. My coworkers were amazing and so was my boss!!,the work life balance is good here my coworkers were amazing and so was my boss ,"work, balance"
287,288,30.0,"Energetic entrepreneurial work place. Lots of challenging projects, smart people, interesting people. Large company but are work closely with all levels of management.",3,"Energetic entrepreneurial work place. Lots of challenging projects, smart people, interesting people. Large company but are work closely with all levels of management.",energetic entrepreneurial work place lots of challenging projects smart people interesting people large company but are work closely with all levels of management ,"smart, work, company"
288,289,30.0,"Pay was pretty decent. Cash and stock bonuses are nice (albeit always less than promised), if you stay through the vesting period.",2,"Pay was pretty decent. Cash and stock bonuses are nice (albeit always less than promised), if you stay through the vesting period.",pay was pretty decent cash and stock bonuses are nice albeit always less than promised if you stay through the vesting period ,stock
289,290,30.0,"good pay, stock options, challenging work environment, some of the people you work with are really good in technical skills.",4,"good pay, stock options, challenging work environment, some of the people you work with are really good in technical skills.",good pay stock options challenging work environment some of the people you work with are really good in technical skills ,"stock, work, people"
290,291,31.0,"- Great pay, stock and bonus - Global company, technically competent team, great management",4,"- Great pay, stock and bonus - Global company, technically competent team, great management", great pay stock and bonus global company technically competent team great management,"stock, management, great"
291,292,31.0,People are nice and diverse,3,People are nice and diverse,people are nice and diverse,
292,293,31.0,it's a good company to work for. nice coworkers.,3,it's a good company to work for. nice coworkers.,it s a good company to work for nice coworkers ,"work, company"
293,294,31.0,I found that the was ICE is an awesome place to work. They only hire senior seasoned technical staff which fosters an environment that brings out the best in everyone.,4,I found that the was ICE is an awesome place to work. They only hire senior seasoned technical staff which fosters an environment that brings out the best in everyone.,i found that the was ice is an awesome place to work they only hire senior seasoned technical staff which fosters an environment that brings out the best in everyone ,"senior, environment, place"
294,295,31.0,"Will get an exposure to work in financial domain while being in Atlanta, good technology, decent salary.",4,"Will get an exposure to work in financial domain while being in Atlanta, good technology, decent salary.",will get an exposure to work in financial domain while being in atlanta good technology decent salary ,work
295,296,31.0,compensation is good.stock options are good.free food is good.,1,compensation is good.stock options are good.free food is good.,compensation is good stock options are good free food is good ,"options, compensation, food"
296,297,31.0,"It was an easy going atmosphere. Nice benefits and daily perks. An open workspace, in a modern office.",4,"It was an easy going atmosphere. Nice benefits and daily perks. An open workspace, in a modern office.",it was an easy going atmosphere nice benefits and daily perks an open workspace in a modern office ,benefits
297,298,31.0,Good Salary and Bonus Package. Usage of new technologies and very fast paced..,3,Good Salary and Bonus Package. Usage of new technologies and very fast paced..,good salary and bonus package usage of new technologies and very fast paced ,fast
298,299,31.0,"Progressive, entrepreneurial culture, dynamic environment, young employee base, systemically important with international reach and impact (offices in NYC, Chicago, Palo Alto, Atlanta, London, Singapore, Brazil). The recent acquisitions of NYSE Euronex is indicative of the strength of the organization and its ability to compete in a crowded market. ICE has been well positioned and will continue to benefit from... increased regulations that push for more exchange traded and cleared financial products (introducing clearing for OTC products, offering futures alternative and providing electronic trading platforms). Its ability to take on the industry is largely driven by its entrepreneurial approach, the superior quality of its technological solutions and the penetrating market insight of its key staff. The organization works closely with many key market players and service providers, offering some high visibility career paths, with exposure to IDBs, FCMs, hedge funds, data and technology vendors. ICE also has a good work/life balance with ample vacation, options for telecommuting and normal hours for the financial sector. While there are times when one is expected to put in the sweat equity, those contributions are highly regarded and well compensated.",3,"Progressive, entrepreneurial culture, dynamic environment, young employee base, systemically important with international reach and impact (offices in NYC, Chicago, Palo Alto, Atlanta, London, Singapore, Brazil). The recent acquisitions of NYSE Euronex is indicative of the strength of the organization and its ability to compete in a crowded market. ICE has been well positioned and will continue to benefit from... increased regulations that push for more exchange traded and cleared financial products (introducing clearing for OTC products, offering futures alternative and providing electronic trading platforms). Its ability to take on the industry is largely driven by its entrepreneurial approach, the superior quality of its technological solutions and the penetrating market insight of its key staff. The organization works closely with many key market players and service providers, offering some high visibility career paths, with exposure to IDBs, FCMs, hedge funds, data and technology vendors. ICE also has a good work/life balance with ample vacation, options for telecommuting and normal hours for the financial sector. While there are times when one is expected to put in the sweat equity, those contributions are highly regarded and well compensated.",progressive entrepreneurial culture dynamic environment young employee base systemically important with international reach and impact offices in nyc chicago palo alto atlanta london singapore brazil the recent acquisitions of nyse euronex is indicative of the strength of the organization and its ability to compete in a crowded market ice has been well positioned and will continue to benefit from increased regulations that push for more exchange traded and cleared financial products introducing clearing for otc products offering futures alternative and providing electronic trading platforms its ability to take on the industry is largely driven by its entrepreneurial approach the superior quality of its technological solutions and the penetrating market insight of its key staff the organization works closely with many key market players and service providers offering some high visibility career paths with exposure to idbs fcms hedge funds data and technology vendors ice also has a good work life balance with ample vacation options for telecommuting and normal hours for the financial sector while there are times when one is expected to put in the sweat equity those contributions are highly regarded and well compensated ,"options, hours, balance"
299,300,31.0,"Industry average compensation, good benefits. Friendly people on the floor level, used to be better during the start up days when it was small.",4,"Industry average compensation, good benefits. Friendly people on the floor level, used to be better during the start up days when it was small.",industry average compensation good benefits friendly people on the floor level used to be better during the start up days when it was small ,people
300,301,32.0,Great bonus system and culture is simply awesome,4,Great bonus system and culture is simply awesome,great bonus system and culture is simply awesome,culture
301,302,32.0,"Visionary CEO, company always seems to be on the cutting edge of what's going on.",3,"Visionary CEO, company always seems to be on the cutting edge of what's going on.",visionary ceo company always seems to be on the cutting edge of what s going on ,"cutting, edge, company"
302,303,32.0,Good compensation. Good Stock plan.,2,Good compensation. Good Stock plan.,good compensation good stock plan ,
303,304,32.0,Total compensation is very good. The company is very stable and positioned to go very far in its industry over the next few years,4,Total compensation is very good. The company is very stable and positioned to go very far in its industry over the next few years,total compensation is very good the company is very stable and positioned to go very far in its industry over the next few years,"compensation, company"
304,305,32.0,Good salary and compensation. Company is growing,4,Good salary and compensation. Company is growing,good salary and compensation company is growing,salary
305,306,32.0,Good total Compensation and the company is doing great.,2,Good total Compensation and the company is doing great.,good total compensation and the company is doing great ,company
306,307,32.0,Fast corporate growth with startup philosophy. Flat structure,4,Fast corporate growth with startup philosophy. Flat structure,fast corporate growth with startup philosophy flat structure,
307,308,32.0,intellectually challenging newsworthy subject-matter smart people good culture,3,intellectually challenging newsworthy subject-matter smart people good culture,intellectually challenging newsworthy subject matter smart people good culture,"culture, smart, people"
308,309,32.0,"This review is for IntercontinentalExchange Chicago, formally ICE Clear Credit. There is great potential for above average pay no matter what experience level. The company has very talented individuals that are dedicated to their jobs, especially in the technical domain. The office is very clean and there are great views to the chicago skyline.",3,"This review is for IntercontinentalExchange Chicago, formally ICE Clear Credit. There is great potential for above average pay no matter what experience level. The company has very talented individuals that are dedicated to their jobs, especially in the technical domain. The office is very clean and there are great views to the chicago skyline.",this review is for intercontinentalexchange chicago formally ice clear credit there is great potential for above average pay no matter what experience level the company has very talented individuals that are dedicated to their jobs especially in the technical domain the office is very clean and there are great views to the chicago skyline ,"great, pay, talented, company"
309,310,32.0,"- Nice people and relaxed work atmosphere - Casual clothing every day - Good over compensation(salary, bonus, stock options) - some good learning opportunities if you are willing - Opportunity to work on big projects even for junior employees - ",4,"- Nice people and relaxed work atmosphere - Casual clothing every day - Good over compensation(salary, bonus, stock options) - some good learning opportunities if you are willing - Opportunity to work on big projects even for junior employees - ", nice people and relaxed work atmosphere casual clothing every day good over compensation salary bonus stock options some good learning opportunities if you are willing opportunity to work on big projects even for junior employees ,"stock, work, people"
