"","cons_page1"
"523","Clearer communication with employees on what the firm's top priorities are. People managers need to do a better job at helping their direct reports to set clear achievable goals that help contribute to the company's overall priorities."
"524","Pay is below industry average."
"525","There is nothing to mention as Cons that I can say when I was there as an Intern during summer."
"526","Keep up the good work environment and one will surely have a great time at CME"
"527","The executive management is trying to change the company culture & mindset. However, many of the forward thinking, newer employees, early in their career at CME have to report to middle managers that are stuck in the 1980's. There is a you are welcome for working here attitude,  new ideas are met with contempt. Flexible working arrangements that tech. companies offer are out of the question. These are direct quotes:... ""I'm too old to change."" "" I'm riding the CME gravy train""."
"528","Require Directors who have been with the company since the ""good old CBOT"" days a training in new management techniques. Since promotions and transfers are hard to come by here, at least teach Directors how to be more welcoming and appreciative of junior employees."
"529","Difficult to cross-team communicate. A lot chefs in the kitchen when requiring approvals."
"530","Extremely political organization. Almost impossible to be promoted to a senior level unless you make politicking a full time job. Very siloed. Not a lot of work life balance. Somewhat cynical culture. Board of directors way too large. Meeting for meetings sake is out of control."
"531","Find a way to break down the culture of politicking. Become truly global. What does CME stand for? Fix the board of directors."
"532","long hours, no bonus, out of state work"
"533","Just one thing that worries me is they are the last exchange company to have a true monopoly on trade execution, clearing and market data in one silo. Reminds me of where the CBOE was in 1999 or where AT&T was in the last 70's."
"534","Continue to expand in other countries."
"535","Nothing, really - just think if were a bit diverse it would have been better, still I would rate it 8/10 based on my experience"
"536","political struggles among management team are really heavy........"
"537","Past two years there have been layoffs. Low pay compared to other internships."
"538","work load is very heavy and communication from different departments is some one lacking"
"539","break down walls and increase communication from different departments"
"540","internal bureaucracy, some obstacles to learning and internal growth"
"541","innovate to the highest extent possible"
"542","very very fast pace.  project went from 2 months due to 2 week due.  cutting positions even when doing well."
"543","talk to all your employees not."
"544","Cost cutting seems to be going overboard.. Second layoff cutting down more than 5% of the workforce second time in 9 months is excessive."
"545","Instill confidence and boost morale of employees."
"546","Ruthless politics, too much security focus"
"547","More innovation and less red tape"
"548","all business is almost traded on computers now"
"549","Driven by Internal Politics.
Most of the upper managers are not too bright and mostly incompetent.
Feels more like working for the government than the private sector because if has no real competition.  This company lives and dies by it Washington lobbyists."
"550","Actually advice to the Board and Shareholders: Get rid of the highest level of management.  They are not even a dime a dozen; you can find much better candidate elsewhere or internally."
"551","Fired or outsourced much of the IT department."
"552","Value longtime employees."
"553","The company was a great place to work at before 2009,. Once new management came in they started to do mass layoffs. Laid off  key employees that were responsible for high end systems and proprietary systems creating huge gaps. The new management is not aware of what the person that was let go was responsible for. Seems to be interested in the bottom dollar or what salaries were being made."
"554","Get to know your employees. Management should have some more loyalty to those who built the company from the ground up."
"555","Too much cronyism with senior leadership. Most should be replaced."
"556","Agree to get bought out by Bloomberg or the like. Org could be run with 10% of the staff"
"557","Nothing I can think of"
"558","HR doesn't support the management
to many ""managers"""
"559","continue to reduce management overhead
re-think HR's role - legal protection vs really helping the staff"
"560","A success because of grandfathered products"
"561","Shake it up, too many doing the same way for too long."
"562","I wish the internship pay was a little higher than what they offered me."
"563","Can be guilty of over-compartmentalization and lack of consistent vision."
"564","Pay attention to the nature of changes instead of endorsing change for it's own sake."
"565","in every company there are cons"
"566","Where do I start....Let me first say that I left the company voluntarily.  I was not laid off during the restructuring.  I hold no grudges and I'm grateful to have been part of a great institution for so many years.....but I'd be doing you a disservice if I didn't state the unfortunate negatives that have come from CME since 2013.  That was the year of the first IT re-org.  They put someone in charge of... Infrastructure that has a shiny resume, but no actual leadership skills and plagiarizes his communications.  Executive and middle management have been replaced with brash people from Citadel in overtly nepotistic ways.  Citadel is known for overly high expectations of their employees and practice decimation techniques.  The difference being is the prop firms like Citadel pay way more than CME does and only expect to retain you for 2 years.  It doesn't work for an exchange.  

I still keep in touch with old co-workers and the morale is worse every day.  They keep restructuring (firing) and plan to outsource anything they can to India.  People are fleeing this company.  If you want stability and a reasonable 45-50 hour work week don't expect it from this company.  You might as well work for a proprietary trading firm and make 20-40% more with the same level of stress, lack of work-life balance, but more money and better benefits."
"567","Your management staff's negative and brash behavior and lack of actual leadership skills are the direct reason you are hemorrhaging talent."
"568","Co workers can be a little hard headed.  Some coworkers are too smart to listen to there peers."
"569","Keep up the good work."
"570","Still evolving from a privately owned to a public traded company, highly political, human resources have no idea what they are doing, very very bad travel policy for a company that has over 50% profit margins (all employees required to stay at Club Quarters)"
"571","think before you act on internal management decisions, learn to quantify the value of necessary but non-revenue generating areas"
"572","limited benefits form the job"
"573","none"
"574","If you work in Development team, you should expect to follow standard change management process, a single change to production code or config will mandate new change control ticket, no matter how minor the change is. A good developer usually will get burned out by convoluted change management steps that required. DBA, network (for firewall changes), production support all mandate their own change ticket before their... team will execute any change to production systems. I have seen talented developer left because they get tired of all change control paperwork they had to submit."
"575","Hire more people to make change control procedure less cumbersome and more  automated to satisfy regulatory requirements, while striking a good balance to enable support staff to submit less paperwork while they are doing to fix production outages."
"576","Not much room for career progression. Too much red tape and too many dependencies. Work can be sluggish and boring at times"
"577","Not a lot of room for growth for admins"
"578","very mean to Quant  Analyst. Indians politics over the office"
"579","Lack of growth, lots of red tape"
"580","Losing a lot of talented people locally to offshore headcount as of late due to trying to size the company to remain competitive in a global market."
"581","Business re-organizations have been and continue to create confusion at the worker level. Need to help transition to new business plans quicker with more transparency to keep talent from leaving."
"582","The CME has ventured into a number of partnerships which have resulted in limited benefits to the company.  They would be better served if they focused on serving markets directly instead of partnering with other exchanges."
"583","not full 40 hour work week so checks seemed short"
"584","over time the monthly paycheck deductions increased -- not nearly as much for single coverage, but family coverage got more costly."
"585","know that increasing out-of-pocket costs have a much greater impact for lower paid employees than higher paid ones."
"586","Highly siloed and bureaucratic organization. All projects seem to go over schedule. When work falls between different teams there is often confusion and disagreement as to who is supposed to own the work. Tuition reimbursement benefits were reduced."
"587","Be more open about what your plans are for the organization. You had done a great job investing in your employees, now is not the time to cut back."
"588","Difficult for some to navigate the organization"
"589","- Too much process, gets in the way of doing what' s best for the customer
- Not enough training
- lack of accountability
- lack of a strong career path
- poor management"
"590","- Find and keep your talent.  
- Offer a clear career path.
- Hold people accountable for their mistakes.
- Don't be afraid to make tough decisions and let people go when they aren't working out."
"591","They are a bit disorganized.  Most of management is powerless to implement change."
"592","Nothing specific to list here"
"593","NA"
"594","Lack of clear work priorities; sometimes feels like there are too many managers and architects and not enough hands-on ""do-ers"".  Increased regulation has also increased process and bureaucracy.  This is to be expected, but it seems like some teams in the technology division have gone overboard and a software developer has to deal with a lot of red tape to get work done."
"595","Actions speak louder than words, so if you're not supporting a project with budget & staff, don't say it's one of the company's highest priorities and most important projects.  

Go through the same processes you're subjecting developers and other staff to so that you fully understand the overhead being added and productivity being hampered."
"596","lacks diversity. in a nutshell you will work long hours and it will jeopardize your social life. 
You will have no time to have a break during the day  because markets move really fast"
"597","Create a more lucrative bonuses maybe even potential stock options. some efforts to boost moral are needed"
"598","Quality of  upper management is unstable. High pressure and lot's of overtime."
"599","Become more people oriented as it was prior to the last 4 years."
"600","Work for trading firm on the trading floor"
"601","Way too many managers and legacy employees not qualified for the positions they are in."
"602","Better hope the gravy train doesn't stop."
"603","Seems like it has really gone downhill recently. Basically no respect for technology staff in the company and near constant reorganizations. Management has some long term plans but it isn't clear on how they will affect individuals especially in technology."
"604","Management should keep a close eye on employee turnover. Turnover had been too low for too long, but the recent set of changes have many people the company can't afford to lose eyeing the door."
"605","It will take over your life. Work is piled on and no one cares."
"606","Inexpierienced help,lack of organizational mngmnt."
"607","Hire qualified employees"
"608","Hands-on IT staff spread extremely thin and over-tasked. Leadership in Enterprise Architecture and Information Security are perhaps not up for the requirements of running a global exchange within the construct of a heavily-regulated environment."
"609","Focus on what the CME does well -- recommendation is to put more emphasis on looking at change as an opportunity to excel vs. just focusing on the competition as a reactive strategy (e.g. ICE, etc.)."
"610","No growth.  Don't think hard work only gets you promotions.  Lay off when market was good so think about bad days."
"611","Talent resources are leaving.  Try to focus on retaining experience employees instead of just focusing on pleasing only share holder."
"612","The Market Regulation Department is mired in bureaucracy and always in transition mode. Most CME Department's show little or no appreciation for good work or anyone who falls below the Managing Director level.."
"613","Management needs to assess pay inequalities, the promotion process and its treatment of employees at all levels; and clean up its bureaucracy."
"614","Senior management are business people. Many of the IT senior managers are taking themselves too serious, maybe it is because most of the time they are surrounded by people more capable."
"615","There is basically a gap between senior management and working people. Many times it gives people the impression they are clueless what needs to be done."
"616","There are too many politics in the company.   No collaboration,  communication,  critical thinking, and creativity,   which is so important to software evolution.    The environment is very hostile to change,  to new innovative idea."
"617","A lot of really valuable employees seem to leave."
"618","Dont see any as of now"
"619","In a financially well year, the company laid off many talented people. Scary to think what might happen in a down year.

Promotions are very difficult. Don't expect only hard work to get you there. The most successful promotion strategy is to threaten to quit."
"620","During the last town hall, the question was asked about how to attract and retain young, bright-minded individuals looking to make a career at CME, and the response was that everyone is replaceable and it is encouraged and even celebrated when people leave the company for better opportunities. Make your employees feel more committed to the company by committing to them!"
"621","Everyone is busy during market hours 
Can't ask too many questions"
"622","Used to be a friendly, welcoming and helpful atmosphere that made people happy to come to work. After numerous layoffs and corporate changes, employee morale is so bad that a day at the office is like being at a funeral all day. 
- no formal job description
- no clear growth paths for promotions - promotions seem to go to ""buddies""
- costs and expenses are under heavy scrutiny - reimbursement for travel, internet..., stipends, overtime, bonuses etc
The mindset seems to be that everyone is operating in survival mode trying to avoid being fired."
"623","CME Customers Mean Everything........(and so do employees.) The time to appreciate employees is while they are still CME employees."
"624","There are some challenges to deal with"
"625","none"
"626","Sources to gather knowledge is limited."
"627","Could increase the employee experience through regular engagements."
"628","company hierarchy, bureaucracy, most developers will need to do Saturday testing and support. working with offshore teaming is not efficient."
"629","Work can be overwhelming. They hire interns so that they don't have to pay full time employees."
"630","Make internships more organized."
"631","Cubicles, god I hate cubicles"
"632","The company has vast resources that employees could benefit by having more visibility and structure."
"633","The company feels complacent. It is a monopoly basically in the futures industry. Very little drive to streamline or improve processes. Virtually no communication between departments. Little advancement opportunity, management is old and entrenched. Days become boring for lack of work. Only good for those without real ambition. Actively discourages ambition and dynamism."
"634","Shake off complacency in operations. Be more transparent internally to your employees. Give more broad ranging autonomy and responsibility past ""leadership team."" Hire and promote more women: there are very very few in executive roles."
"635","Too much bureaucracy. Almost felt like I was working in government."
"636","Trust some of your employees a bit more"
"637","Most kinds of in-depth training that cost money were no longer funded (but still does offer tuition refund program for accredited degree-seeking programs). Got laid off. Work/life balance ultimately just empty words with continual cost-cutting measures, new ways we were supposed to be more efficient/productive, off-shoring, and applications still in production that we were no longer supposed to support - were we... just supposed to ""just say No""?"
"638","Many highly-qualified people were laid off, but hopefully you already know that."
"639","Some departments are still a bit old when looking at average age, which could cause some issues with vision and efficiency."
"640","There is already a plan in motion, but there are a lot of people that need to have their roles re-evaluated in order to improve efficiency and ensure people are being utilized correctly."
"641","no benefits i.e. health insur., paid vacation, retirement account- must self fund all of the above....no guarantee you will make money, high possibility to lose money...requires excellent risk management skills and ability to operate effectively in high stress environment"
"642","make more accessible and cost effective for the small , independent trader"
"643","Difficult bottom-line business decisions to deal with. Some bureaucratic problems."
"644","Treat your employees as real people, not just hired heads to help you increase productivity/margins."
"645","No parking, salary is ok"
"646","Because of various security measures, my computer runs very slowly. I literally spend more time building and deploying my code than I do programming. There are a lot of meetings. The work is not very challenging. While working there I've only written a couple of cool things, and I elected to do them.  Most of the work is pretty cut-n-paste. People are a little too professional, and it is boring to work there.  The... security measures create frustrating technical challenges. They have recently been laying people off and I worry that the good times are ending."
"647","Don't destroy the productivity of the software engineers with security measures.  Frankly, if they want to steal your code they will be able to do it."
"648","Silo-ed environment, a lot of politics to move through"
"649","Break down the silos"
"650","There has been a lot of change in the recent past"
"651","Not an intern-to-employee program
Periods of no work, when you're simply sitting and waiting."
"652","recent layoffs were not very well planned and lost lot of talented people.
New leadership is not handling thing verey well"
"653","CME has some challenges though especially since there are a lot of people that have been there for awhile and do not necessarily add a lot of value. There is a lack of persistence in some areas as well as people become component"
"654","As of now I don't feel like I can list any cons, time will tell, will update."
"655","Consistently laying off respected employees for cost reasons.  Moral goes down, people get back to work and try to forget and it happens again. Its obvious that they want to cut more but don't  want to pay the severance checks. Then the grueling hours come and they wait to see who breaks.  Someday this will crash something important. Lots of technical debt being incurred.  Come and learn but don't get lulled by the... music."
"656","This company shot to the top on the backs of hard workers. Having each others backs was part of the company culture and that is being sacrificed for short term goals."
"657","Internal politics, over-processed for not that large of a company (2700 people acting like a 15,000 people firm sometimes), management not always aligned with each other, silos in work approach despite strides to (en)force collaboration."
"658","Need stronger vision setting and leadership - take the Bezos or Jobs approach and drive change from the top. Cut bad eggs immediately, they will only bring the company down."
"659","Political environment, top heavy, easy to just get by"
"660","Internship was too freelance. Wish I would've learned much more as a developer from my superiors and team members."
"661","Incorporate better programs to kick-start internship programs. I was literally given an outdated sheet of paper my first week and told do all these things to setup. Half the instructions were useless. Spent a good part of the beginning of the internship feeling like I was in a dark room looking for a light switch."
"662","Closed rigid culture with very formal lines of communication
Overly concerned with protocol and highly bureaucratic internal processes
Performance evaluations are highly political, despite what’s initially communicated its difficult to advance, salaries stagnant, bonuses below target"
"663","However, if you get a horrific manager, you life could be like a hell. Don't count on HR as they are clearly onesided in order to keep their jobs."
"664","Change HR and introduce a fair work environment"
"665","Advancement on the business side is driven by seniority, not talent. Extremely bureaucratic and there is a lot of middle management, most of whom don't really add value."
"666","It can be extremely political once you move into a leadership role.  They are also moving toward more outsourcing and managed services which could make your job harder."
"667","If you are innovative and driven this is a great place to be."
"668","nothing specific, like everywhere in corporate America, an employee's experience largely depends on his/her manager and the immediate team."
"669","More demotions and layoffs than promotions the past few years.  Arrogant senior management.  Arcane business knowledge valued more highly than technical competence.  Many manual processes that could easily be automated but are not.  Many outdated legacy systems.  Severe risk aversion that inhibits improvements.  Locked-down computers.  Big brother surveillance.  Depressing office environment.  Awful coffee.  Low... expectations for developer productivity."
"670","Doublespeak, arrogance, lack of vision and focus on short-term tactics to please shareholders instead of long-term strategy to continuously improve the efficiency of the company are already leading to a Dead Sea effect where the best and brightest are leaving.  
Enjoy your golfing with Jonathan Toews."
"671","Follows boom and bust cycles of the markets."
"672","Please don't abandon your Chicago roots!"
"673","- Lack of structure in program
- Compensation could be better"
"674","They should teach employees how to watch the market from beginning."
"675","Serious lack of inter-departmental communication.  Serious lack of documentation.  Company is constantly going through re-organization so there's always a concern for lay-offs.  Poor management decision making (at least in the department I was in) and they don't seem to know what they want employees to do from day to day.  Job description postings are seldom accurate for what you would actually be required to... perform.   Management doesn't like it when an employee out-performs his/her superiors.  Company doesn't really look for people to be innovative...they would prefer employees to be grouped in a box....no movement or reward for ingenuity, creativity, or thinking outside of the box.  Extremely focused on cost savings to the point the company will forego important investments in CRM, reporting tools, and other technologies necessary to carry the company into the next generation of growth.

Also, it's a relatively small company so movement (depending on which department you're in) can be slow or negligible.  Many good employees have left because there's no room to grow upward."
"676","Loosen the grip on the ground employees and encourage entrepreneurship mindsets...allow your employees to maximize their creativity to grow your business.  Stop having management be the ones to lead conversations and engage your younger employees in strategic meetings and executive succession planning initiatives."
"677","Recent layoffs and policy changes were not well thought out.  Laid off very talented, driven professionals with no solid explanation.  Significantly reduced tuition reimbursement program that was key for more junior staff and a differentiator that led to committed, loyal staff.  CEO is known for colorful style, but is often sexist and racist (against anyone that isn't brown) and his use of off colorful language... should not be accepted at a industry-leading, large public company."
"678","Aim before you fire.  The recent layoffs were poorly planned and executed.  
While macro conditions will drive growth, opportunities for outsized growth should be invested in (e.g., international).  
CEO is not a strong leader and hides behind humor to mask inability to inspire, provide focus and lead."
"679","Go through the political swamp. Culture is not healthy. They can fire you for no reason, just because you do not fit into their games :)"
"680","A fish rots from the head down."
"681","Company does not have any discernible process to execute initiatives, very little clarity provided to employees regarding objectives, poor training, middle managers lack accountability, abundance of politics"
"682","As one trader put it, ""I do 90% of my business with ICE and 10% of my business with CME, yet 90% of my problems stem from CME."" With such great market share and resources on hand, the company needs to take a look at how it does business if it hopes to retain its position in the long term."
"683","May be difficult to work with certain teams/ people within the company. Lack of collaboration and communication often goes unaddressed."
"684","Deal with lack of collaboration as this can prevent progress."
"685","Little chance of advancement unless you know how to golf with the senior management or you turn your life over to the company
The company displays poor organizational skills and lacks the necessary decision making skills to allow it to move forward.
Management refuses to take ownership of their initiatives."
"686","Less chiefs, more indians"
"687","Late in delegating work and lack clarity in designing the problem statement."
"688","No upward mobility or training at all"
"689","Train employees more formally or at all please"
"690","Good benefits
They don't appreciate the employees that made them what they are today
Great for internships - not full-time employment"
"691","Should get more information from just the your direct reports - try even one or two of their reports to validate"
"692","Could not find any"
"693","Management team still have room to improve. People are not being utilized the most their skill set. Work is not that challenging.  No formal training."
"694","Senior management, start and never finish mentality / lack of accountability"
"695","Cut out the excessive layers of management, be more receptive to junior-level employee recommendations, focus on what counts (i.e., stop taking on so many things that don't create value for the company)"
"696","They aren't fair to their minority employees. This company is full of office politics. And believe me when I say nepotism is alive and well at the CME!"
"697","Management needs sensitive training. Additionally, they need to promote within more. Too often they hire people that are oblivious to the products traded on their platform."
"698","Constant stream of work demands with no prioritization.  Resources to get the work done can be tight.  Evolving global presence."
"699","Keep investing in people, narrow your focus to those critical plans that will truly move the needle, reward more risk taking."
"700","Large management group with lots of layers that has trouble prioritizing. Oversized board that is still fairly involved in management decisions. Uneven quality of senior managers."
"701","Get leaner!"
"702","You will get ignored if you work in anywhere but Chicago. They constantly ask for feedback but don't make changes."
"703","It seems like it can take a long time to get a promotion."
"704","A challenging work ethic along with travel requirements"
"705","Retailiation if go 2HR and they will resort to lies to get you fired. Lynching of careers needs to stop."
"706","Because the bias occurs at varying levels of management (Directors, Executive Directors) only the upper echelon levels of management (CEO, CIO) can do anything about this very biased environment. Look at the numbers of different groups of staff members and see what levels they are in. There is a pattern that the manager of a specific racial group are told to give that staff member negative performance feedback,... regardless of if it is deserved or not. This used to be a decent place to work for everyone, but a select group of managers have determined that CME Group had too many members of a certain ethinicity and have taken steps to get rid of them, by any means necessary."
"707","Glacier movement/momentum via bureaucracy ever encountered.  Period."
"708","Cut the workforce by 20%."
"709","MAJOR politics in action.  Promotions are less about performance and more about coolness factor"
"710","think about the peons...they are technically the ones keeping the lights on.  pay attention to people's work ethic and how much they accomplish in a day.  stop worrying about who was out for drinks that night"
"711","too much bureaucracy too bad"
"712","political, way too much advantage to big firms. Too worried about stock price"
"713","Good ole' boys club.  If you are ""in"" it is good.  If you are not it sucks."
"714","Can be bureaucratic and slow-moving sometimes."
"715","if your not part of the cool kids club you will definitely hit a major roadblock at some point in your career."
"716","Career advancement is difficult because people don't ever leave! Lots of management layers."
"717","Stop board member referrals and office politics hires!"
"718","Bad middle management and no concern for employees personal issues."
"719","Better compensation, HR very bad."
"720","Not a greacompany to work for if you're not accepted by middle management team."
"721","All managers must realize that diversity (when utilized) can be your strength."
"722","Work life balance. As with an growing company never ending to of list."
"723","Continue to value employer contributions. Overall you are doing a good job."
"724","Coffee in the break room isn't the greatest."
"725","Keep on doing what your doing, its obviously works."
"726","Pretty political and still has a very much ""he or she are one of our people"" type of situation for promotions
It isn't CME Group's fault but the intense regulatory environment sometimes forces employees to do work that  adds little value to the process or the organization but is done anyway because a regulator asked for it"
"727","Value your employees.  They talk all the time about how CME Group experience counts but they always hire from the outside because they want the best fit making it very hard to transfer to another division or department."
"728","They do not keep justice, they do not like results.  Its not enough just to be professional at CME."
"729","You should be more attentive and knowledgeable to what is going on with your employees. You should be more professional. The directional persecution is not appropriate."
"730","(1) There are very few competent people working here.  Most of the best staff leave within six months to a year after joining.
(2) Unabashed favoritism, nepotism, and racism 
(3) Extreme amounts of bureaucracy to the point where real work almost never gets done
(4) Very poor management;  I have never seen it this bad before
(5) There is no culture to speak of; hypocrisy and double talk are the norm of... management
(6) Employees that do not go along with some of these issues are often harasses and retaliated against"
"731","It is time to leave;  get younger more capable people in positions of power to try to reform CME."
"732","There is no work life balance. You are considered to be on call all the time. 
Software development is always rushed to the point that there is rarely any design, certainly no documentation - even in the code. It is all about getting a feature in and released - testing seems to be in production."
"733","Engineers need to be given the time to produce code that represents what they can actually do rather what they can do in the time. The amount of engineering time wasted in reworking or studying undocumented code just to understand it's operation is enormous. It leads to a place where engineers feel pressured to get to the next milestone and the next checkbox rather than to do a good job."
"734","No real hope for career advancement. Incompetent people mostly fill middle management.
Promotions are given to brown nosers. It does not matter how smart you are or how much you contribute.
Low base pay and bonuses.
If you are smart, you won't learn much here. Most of your time will be spent wiping the drool off your managers' faces.
No one really cares for your opinion on anything. Give them a good idea and you... will politely be told to shut up and sit down. You are simply to do what you are told. Do it while praising your manager for coming up with such an innovative solution and maybe you'll get promoted."
"735","The talk about how complacency is a killer is just that - talk! It's only a matter of time before someone takes market share away from you. Consider putting the company up for sale and pray for a private equity group to buy you out and give the cage the rattle it needs so badly. Tons of fat to be cut. The company is a cash cow being milked by people I wouldn't even hire to help my son with his homework, let alone... decide what derivatives products should be launched or how they should be priced. And the technology? Either outdated or incredibly buggy or both! I'm surprised the company is able to function with all that junk."
"736","There is a tendency to defer to the ""this is just how we do things"" type of attitude and there are a lot of inefficiencies that can be difficult to navigate."
"737","Invest in employees who perform and give them opportunities to grow. Additionally, CME needs to be better at addressing situations where employees aren't performing"
"738","Computerized trading and direction of trading tech"
"739","Be  forward thinking"
"740","Senior Management is all about keeping their own job, the hell with everybody .

no real upward movement in the company ."
"741","none they don't listen anyways."
"742","Communication is not clear for some assignments. Also, there are many steps and people to go through for a simple task. But overall satisfied with the team"
"743","You can not solve all problems by spending money"
"744","Listen to your lower level employees and the managers. SR management is running folks to the breaking point."
"745","Lack of loyalty, management unavailable or unaware, little room for advancement"
"746","Take a good look at Directors"
"747","Politics in the workplace take precedence over hard work."
"748","Promote from within instead of hiring cronies and political favors."
"749","Treatment of employees should be a little more personal.
Management should be more empowered"
"750","very stressful environment to work in"
"751","Work at home is not promoted, even 1 day a week."
"752","Continue to promote independent thinking"
"753","There tends to be a lot of corporate politics in the organization."
"754","Listen to feedback from employees and better communicate initiatives taking place throughout the entire organization."
"755","poor management and HR, cover for each other at staff's expense"
"756","stop abusing power"
"757","Do not sponsor visa, so can not turn to be full time"
"758","Although a world leader the Board of Directors  been shortsighted and believes they have the only formula for success. The directors make plans with little  input from the members and member firms that has led to many legal problems and a failing confidence in the industry itself, as many large trading firms are liquidating their clearing privileges."
"759","Listen to your customers and bring integrity back to the industry. Just because you have a masters degree does not mean your way is right."
"760","No problem with the management and co-employees"
"761","Well managed"
"762","Lack of teamwork
Lack of focus"
"763","no work life balance , no respect to employee time off"
"764","1.  Limited growth opportunity and lateral mobility
2.  Mid and Low level management bloated with individuals that have 25+ yrs of experience each
3.  Chicago-centric mgmt; NY location exclusively in a supporting function
4.  Hints of Nepotism can be seen
5.  Pervasive Bureaucracy; multiple layers of excessive management"
"765","Recycle the mid layer and allow up and coming young professionals the opportunity to grow - thus improving employee retention and reducing flight risk of talent"
"766","Largest board of directors in the entire U.S., with an equally ridiculously large Management Team, leads to mind-numbing bureaucracy and red tape. 
History of being run by members / traders means there is less respect for sales and marketing functions.
Politics. Politics. Politics."
"767","Reduced size of management team so you can more quickly get to SOLUTIONS.
Make clear and consistent priorities rather than broad objectives that end up being catch-all for every idea / initiative.
Recognize that just because someone is really smart, does NOT mean they are a good manager -- stop putting them in positions where they are threatened and lessen the impact of the talent under them.
If you want to be a... GLOBAL company, stop allowing your chairman to invest in sport sponsorships that are U.S.-centric at best (LPGA) and Chicago-centric at worst (Blackhawks)."
"768","Insular, Midwestern
Bureaucratic; rigidly siloed and resistant to change
Old-fashioned
Inadequate performance management process
Bloated middle management"
"769","This is a company with a long record of innovation and a dominant market position, but it is losing its way.  It claims to be 'global' but working in its European and Asian outposts soon reveals an inability to see beyond the Midwest.  Too often you hear, ""that's how it's always been done"" and ""We'll have to run that by Chicago for their approval.""  This is inefficient and there is a total lack of insight into how... business is done in other parts of the world.  If you can't be global, you should be  focusing on your core competencies in the US and leave the rest of the world to the companies that understand it (like ICE).  
The implications for employees in non-US offices are significant.  There is a 'them-and-us' dynamic between the US and non-US colleagues; pay and benefits don't reflect the economics of overseas centres; reporting lines to managers are overstretched and inefficient (way too many late-night conference calls because Chicago can't get its head around the timezones); when it comes to performance reviews, managers measure overseas employees against Chicago yardsticks without factoring in the different markets, cultures, etc.  In recent years, huge pressure has been brought to bear on the overseas offices to deliver growth while cutting costs (and jobs); Chicago remains bloated with timewasters working the minimum of hours in a comfortable and complacent environment. Some seem to have been there for way too long and have no dynamism or interest in change. If you're working in Chicago, look forward to 9-5 hours and ample resources; if in an overseas office, it's long hours and way too much stress."
"770","Terrible colleagues and management.  Cannot trust anyone."
"771","Get rid of the people that are tearing down the department.  There are a lot of useless people and you know who they are.  They should all be relieved of their jobs."
"772","not as much mobility as you would like"
"773","Not a career job as floor trading is dying, if you can get upstairs then you're golden"
"774","keep up the good work!"
"775","Very unstable career, makes life difficult on family and friends to say the least.  computers are taking over the industry."
"776","Poor organization both inter- and intra-department, unclear or non-existent job descriptions, often long work days, ineffective performance evaluation system."
"777","Turnover seems higher in the last few years... consider discussing clear career paths with each employee."
"778","Usually, management does not want to hear about your opinions or ideas. The subjective annual reviews are often unfair and do not reflect the actual effetiveness of the employee."
"779","Older workers should not be forced to leave when many of them have wisdom and experience that cannot be acquired in a year or two."
"780","Limited career growth; limited access to other departments within the company; mundane daily work"
"781","Find more ways to incentivize employees throughout the year; give staff more choices regarding audit scheduling, travel options, etc."
"782","it is a flat company"
"783","No proper management.Lack of proper goals.No clear deadlines.And complete confusion inside the team."
"784","Be more practical and learn from other companies"
"785","Limited career opportunities, especially for non-Chicago employees and market reg employees"
"786","None"
"787","Overall, it seems like a lot of people are unhappy with management and looking to leave. I'm not sure if they are the type of people that will be happy working anywhere. You have to do a lot of writing and defend your work with data (often times over and over again). Sometimes it feels like you are assigned more work than you could possibly complete in the time given (isn't that every job though). However, people... and management are usually supportive and understanding of the time needed for the tasks assigned."
"788","Poor peformance of stock price"
"789","N/A"
"790","Some communication lacking between divisions/teams."
"791","Increased cost cutting leading to outsourcing
Top heavy management
24hr on-call support"
"792","Outsourcing is not the answer - leads to poor quality and lower morale as well as lower productivity for those that must manage these resources.  Increase internal opprotunities by giving preference to qualified insiders."
"793","-Senior management is somewhat incompetent at times and some are so arrogant
-There are people who are managers & AD's who are clearly not ready for the role
-Seems to be resentment from older employees to young, bright employees who aspire to move up.
-Work can get repetitive and monotonous at times."
"794","Be more accessible to employees & give fairer promotions and raises (they pick favorites a lot)."
"795","Stress of the job can get to some people. Everyone working on the floor seems to have something to complain about"
"796","lack opportunity for growth, lack of meritocracy"
"797","Can be repetitive but overall serves a purpose.
Not able to encounter or collaborate with high level management.
Average salary."
"798","Work life balance is not met sometimes due to extensive work and Company bonus is not what it was few years ago.  Should relax the work from home policy and bonus structure for higher employee morale."
"799","Management should consider bring more employees due to the number of changes in the industry and the heightened level of scrutiny and competition."
"800","Management should be sure to properly reward and promote its employees who have taken on significant responsibility and have performed at a high level in the ever changing work environment."
