"","cons_page1"
"499","RFP team seems like a third party team where none of the MSCI policies apply except to the manager and uses them against the rest. No transparency and recognition but high level of humiliation."
"500","Senior management needs to interfere in functioning of the team to ensure smooth workflow, high motivation level and high retention rate."
"501","-limited scope for promotion and do not nurture growth within the role and organisation. 
-demanding hours to meet quarter end deadlines..
-do not retain experienced and good  employees."
"502","-retain experienced. 
-provide clear guidelines on how to get promoted and move up within the organising."
"503","Increment is very slow. It is difficult to promote to VP."
"504","Can be overly bureaucratic and slow at times. Not a place where innovation is pushed."
"505","None - what they do there works well."
"506","Work is not fun after sometime as one would be doing repeated stuff for majority of time, Politics is major driver for your career rather than performance"
"507","Nothing can be changed! So,"
"508","Depending on the team you are with you could be spending a lot of time trying to get other teams to so their job so you can do yours. There are tons of project managers and a dwindling team of developers. The work the developers do will be accredited to someone else.

Thankless only barely begins to describe being a developer here."
"509","Less base pay and increment"
"510","Most technical jobs in this company are being outsourced.  VPs and EDs have no real power in the organization.  All decisions must go through MD level at least.  Everyone lives in fear of the next RIF."
"511","Management talks a good game about caring about the employees, but they only care about the bottom line.  Constant hiring freezes and reductions in force attest to the one goal - make more money for the shareholders."
"512","Sometimes you have to put in long hours"
"513","You work in a very specific sector that may not be relevant in the local job market. If you want to continue in the same segment you'll have to move somewhere else, or change your career focus. Career development is uncertain"
"514","Develop a serious career development (include compensation please) plan"
"515","Bad leadership. Incompetent managers and no trainings."
"516","Very limited scope of growth in the RFP team. Propagates transparency but based on selective and biased data and feedback. No compassion in leadership. Terrible manager."
"517","People don’t leave companies, they leave managers. Need greater involvement and action based on consistent feedback over the years. Attrition patterns need to be analysed to understand root cause."
"518","Not that i am aware of"
"519","The technology management was poor."
"520","technical management should have technical expertise"
"521","There's no space to grow."
"522","Learn to take advantage of people's natural talents/skills."
"523","Limited designations so slow promotions"
"524","bad management, no long term goals, strict and useless work rules"
"525","learn people management"
"526","The travel is too far away"
"527","High turnover, tendency to off-load operation to cheaper locale"
"528","Low year on year hike"
"529","Get grass root level understanding before implementing drastic changes"
"530","investment banking hours without the pay
terrible middle management - ""my way or the highway"" thinking
no growth in this satellite office"
"531","Technology and product Innovation vs. sales targets, culture, career progression"
"532","1. Support high sales targets with investments in technology and research method innovation. In an age of rapid growth in financial technology, MSCI's core software offerings are grossly suffering from a lack of progression. There is far too much dependence on (extremely) talented client consultants, who are often burnt out from continuous support of clients. 

2. There is a very clear ceiling in terms of career... progression.  MSCI will have a difficult time retaining young talent due to lack of innovation vs. other industries and will continue to be a shop for more seasoned professionals.

3. Culture: Loosen up, you're not an investment bank. Separate yourself from the several arrogant egos within the company."
"533","salaries are below market rates."
"534","None that I can think of."
"535","Keep growing the company"
"536","Flexible timings.. have to  work for long hours"
"537","Too much politics, job security, no recognition for talent, very long working hours"
"538","Mid-senior managers should follow ethics. Should not think some country as low cost location but a strategic location."
"539","Very monotonous and not enough mentorship"
"540","Weak leadership to keep employees motivated"
"541","From technical standpoint, there are chances that you will not learn much as the technology they use is quite outdated. 
Recently a lot of staff have been laid off, so job security is not there"
"542","Difficult for career progression if you are not in NY headquarters."
"543","Difficulty in work life balance"
"544","being financial firm, layoff is common"
"545","Internal competition, lot of redundancy, micro management, lot of bureaucracy"
"546","Salary takes a while to increase substantially"
"547","Learning curve is not much good (Depends on you)."
"548","Burnout is a threat to stability of the teams
Managers and staff are stretched thinly over several projects on top of day-to-day"
"549","Listen to employee surveys and engagement feedback. Prioritize work-life balance for employees. 12 hours work days should be an exception not a norm."
"550","working with colleagues all of the world; management is very strange"
"551","The traffic is very busy"
"552","None I can think of"
"553","Work quality is not good"
"554","My manager is not in my office, so sometimes communication can be difficult"
"555","Consistent outsourcing of labor, may end up having to train away your job to low wage workers in India or Manila."
"556","None to specifically note at this time"
"557","Reuniones al finalizar la jornada laboral. Son poco productivas. Tras una jornada de trabajo disminuyen cualidades clave como la capacidad de concentración y atención de los trabajadores. Además, están fuera del horario laboral."
"558","Shared services are absolutely terrible if not in NYC or London. 

HR - Worst in my career. 
IT - Non existent in any office outside NYC ect. 

Random rounds of people getting fired every year. Terrible use of outsourcing - I hope they get caught or in trouble for this one specifically .  Basically bring in employees from low cost regions - Tie them to a visa so they never quit - Pay them less -  I know this... practice is rabid in many offices -  I hear it takes place in Canada as well."
"559","didn't find any downsides"
"560","I joined MSCI as a part of a an acquisition. While initially excited to join a larger firm with ostensibly greater resources, I found that over time my group and by extension my job was increasing burdened with bureaucracy. By the time I left, it was quite difficult to actually get things done, as over 70% of my time was occupied by figuring out how to obtain and then chasing down the approvals for any given task.... Part of this is the nature of dealing with highly sensitive, market moving financial data. However it became apparent that more and more folks were afraid to make a decision for fear of making the wrong decision and then subsequently getting hammered by upper management. As a result, doing the actual work contained in my job description became secondary and thus very dissatisfying near the end of my tenure. 

I would also note that MSCI is at its core a data firm. And because data can essentially be moved anywhere there is a persistent and ongoing effort to arbitrage labor costs and move them to lower cost offices."
"561","Mgmt issues are varied and structural issues are kept unresolved"
"562","Difficult to get in and once you get in it's difficult to move internally unless you receive an advance degree.  It is very difficult to learn or understand what other teams do as they don't interact with each other."
"563","Salary yoy growth and performance evaluation"
"564","La administración dependiendo del equipo puede ser buena o muy mala. La estructura de ascensos es más de tiempo que por méritos. No existen tantas oportunidades de crecimiento."
"565","Salary is relatively low compared to other vendor"
"566","Nothing I can point to."
"567","Invest in texhnology and employee base"
"568","Manager of my team was not supporting"
"569","Aunque es mucho pedir, el seguro de gastos médicos mayores no es tan bueno como el de otras empresas, ya que metlife es de los que menos coberturas tiene en el mercado, escuche que solían tener GNP"
"570","Toxic, backstabbing, autocratic environment
Zero tolerance to questions, debates
Endless working day - no work life balance
Politics rules over performance
Spy/counterspy network- somebody watches or conspires continuously"
"571","Replace senior management including the CEO"
"572","-Lack of CapEx for necessary enhancements leading to antiquated technology
-Lack of cohesion between two worlds (index & analytics)
-Misalignment of  strategic goals. MSCI is too driven on quarterly earnings.
-Epitome of political corporation 
- Nonexistent HR"
"573","-Penny pinching everywhere, including the backing of growth initiatives
-Targets are a sham because they are given to you so late into the year (usually April/May)
-Bureaucracy everywhere. Even in front-office roles, client activity will get held up due to back office shenanigans.
-Company does not have your best interest in mind. Period. Only thing that matters is the operating margin.
-Can't trust upper... management to get things done on your behalf
-Bonus comp is paid well after year end (Feb) so you can't jump ship easily when the rest of the industry is searching in Dec/Jan
-Want you to get a designation (CFA, FMP, etc), yet only back one attempt per test. Rest of industry knows how hard these tests are and backs multiple attempts usually.
-There is no company culture, and morale about the company is low because management reats lower level so poorly (communication not being consistent/clear, cheap) and because of asinine internal processes"
"574","-Care more about your employees than Wall Street's expectations. It is obvious that you (the board and management) are doing everything you can to juice stock holdings at the expense of lower-level employees and growth.

-Good luck growing when the industry finally bites back against your annual price increases"
"575","Year after year growth is stagnant"
"576","It is a different side of the financial industry. It enables your capabilities for relating to clients as a ""vendor"" or complement to their services."
"577","Procedure oriented business process, legacy system issues"
"578","Really depends on your team but overall it has great leaders."
"579","Muchos directores hacia arriba falta tener una estructura más flat. En general es un muy buen lugar para trabajar pero algunos puestos pueden llegar a ser monótonos y operativos."
"580","Not so efficient, lack of supporting resources"
"581","No  cons found. Everything was great."
"582","Managers need training on how to lead and manage. Organizational culture supports nepotism. Company needs to address lack of diversity."
"583","Senior management strategy quite fluctuating"
"584","Too conservative, ideas die here"
"585","Find a way to incentivize risk takers"
"586","Job security depends on project. 
Hire and fire concept
Join only if you are in index/esg team
Currently loosing business in analytics area. 
Onsite managers may not be interested in your growth."
"587","There are other teams, working hard enough apart from index."
"588","Nothing I can think of as a con."
"589","Keep innovating and nurturing talent within the firm"
"590","Long woring hours during annuals"
"591","not very challenging environment
too much inefficiencies for a mid size firm"
"592","less focus on margin and more focus on investment in product development and talent"
"593","NY weather sucks. One time last week as I was walking to work, my umbrella broke because the wind was so strong! Dating in NY sucks. One time I even got stood up! Who does she think she is ?!?!?"
"594","Keep sticking it to active managers."
"595","Benefits package could be more substantial for the area"
"596","fragmented systems that can get in the way of innovation"
"597","keep pushing"
"598","Trainings, too technical, people are somehow okay"
"599","Not as competitive in salaries"
"600","I can't really tell any"
"601","Lot of politics
Biases
No work life balance at all
Don't take your problems to the HR team, they'll create more problems for you"
"602","Hire an HR lead who focuses more on employee growth/welfare and less on politics"
"603","Nothing specific depends on lob to lob."
"604","Nothing specific as of noe. Looks ok"
"605","Staff are culled on a regular basis.  It should always be kept in mind that MSCI's loyalty is to the bottom line, not to the employee.  If your current perceived value to the company is less than your current compensation, you will be at risk of termination, regardless of your tenure or your breadth/depth of knowledge."
"606","If you want employees to be loyal to the company, you need the employees to feel like the company has their back.  I don't think this is currently a common sentiment."
"607","Won't learn anything about financial markets. Totally avoid joining EDO (EDM) department... Cost cutting is at next level.. Not a single employee in this department is happy in working here"
"608","Too much into cost cutting. Especially even after year on year growing revenues..  senior management don't care about employees"
"609","long hours, too much emphasis on internal administrations and not enough time to actively work on core purpose, management is not progressive and encourages competitive attitude among colleagues, unrealistic expectations in sales, targets, and relative to compensation, not collaborative, unsupportive environment, not enough check and balances on managers, wrong values, HR  has little power and is mostly useless"
"610","Limited opportunities for career growth."
"611","Pay is not very high, though benefit is good"
"612","Cost cutting
Losing experience for cheaper wages in other countries
Inflexible IT that controls how products are managed
Bending to corporate shareholders
Too many cooks in the kitchen
Always passing the blame"
"613","Listen to the people doing the actual work and make those changes, not what the IT dept thinks should be done. Value what you have and not what costs less."
"614","real estate  service team has very unreliable and outdated functions of data collection, loading and checks, 
systems are unreliable/hangs many times,
everything is in Excel and so much scope of errors 

working hours(overnight) are serious concern
very mediocre senior associates with no skill set and expertise to lead 

too much pressure and production load on analyst which mainly goes unnoticed and... unrewarded"
"615","serious challenge of working hours, reliability of processes and systems"
"616","Pickup and drop is Not too good"
"617","There is good amount of flexibility and freedom given to employees while working. its very difficult get these things in other companies. it becomes difficult for employees to get adjusted to industry norms."
"618","- High stress and demanding work culture is not for everyone"
"619","Keep up the good work"
"620","Frequent changes in strategy. Compensation needs to be watched out for.  Outdated technology and office space in some locations. No perks at all."
"621","Make a better effort to retain talent."
"622","Dilution of power because of too many VPs"
"623","Policies are good but can be improved on medical insurance. Hierarchy. Space. Parking and formal wear<U+0001F609>"
"624","Should be given some opportunity to grow internal technical pool"
"625","Working 14-16 hours a day especially in real estate team.

Too much politics.

Unprofessional co-workers."
"626","Legacy systems and a little outdated in terms of tools being used"
"627","Reduce the random hire and fire which was unpredictable."
"628","no concrete cons can be stated"
"629","Compensation structure is not competitive to local market."
"630","Trop de travail, trop d'heures, trop de week-ends travaillés, décisions prises sans les compétences ni les connaissances, beaucoup trop de politique interne, les menteurs sont bien vus..."
"631","Si vous voulez que les employés travaillent mieux, il faut en prendre soin et non les exploiter a outrance.... jusqu'au burn-out que personne ne veut voir et qui le cache...
La culture sur le papier c'est bien, l'appliquer c'est mieux."
"632","Office in India only in Mumbai, should be open in other locations as well"
"633","Too much focus on revenue growth."
"634","Must gets their devops practices in order"
"635","No long term commitment to employees
Periodic layoffs to improve earnings (despite positive profits and stock being up)
Maintaining cash cows until they die
No growth innovation or risk taking
Aged tech stack
Managers are on cruise control
Not a learning / experimental culture"
"636","Learn from your mistakes (own up to them first)"
"637","To many changes in statargy"
"638","Salary progression bit slow against the market
Promotions system very relaxed. Too many promotions no meaning
Some jobs are not 100% loaded"
"639","Keep working on the environment and improve some specific programs around promotions and work load."
"640","Mid Managers here are not concerned with employees career. They themselves do not know what is next or they acting like they do not know. In any way loss of employee (subordinate).  Surprised when HR keeps sending the emails discuss your career with your manager and managers are blank what to discuss.

They won't take time to discuss or even consider the employee's growth, even after we showing interest or asking... how to grow. We keep waiting for growth in anticipation that next year it will be considered. 

Even after applying for role change, they wont trust internal people and bring outsiders, and will not give proper reason for rejection.I am in a team where strict hierarchy is followed. One have to tell concern to immediate manager. What if immediate manager is only creating problems as his manager is sitting in other city and timezone who never try to take feedback from juniors how the middle management is and upon we telling upfront of what is going on which he cannot see sitting away from the team, it went in vain as his manager is not even interested in problems of juniors, sitting in other city which is actually his own team away from him.  

Person will be loaded with ample of work with no work life balance however they wont be considered for future growth in a team. 

If you want to grow, this is not a place. Stay only if you are satisfied person in whatever you doing, without any challenges. Have seen people holding  years in same position.

Another cons is lack of technology. The processes are so much manual.  They spend hundred of thousands on partying or internal pamphlets etc, but while spending on technologies, they say no money. Ideas of employees are only heard, but no help in putting into action as there is no money. Sad."
"641","Sr. managers (MDs and above) must start taking skip level unbiased feedback on a regular basis to find out what is going on at bottom level and how the middle level is manupulating and whether they are fair in their decision. Do not bring HR as they too act biased. 
Company should think on employees career path guidance and technology improvements.  Making career mobility policy is not enough, one should follow the... same.

Create opportunities for subordinates instead of loosing them. They are happy to stay if given a good role and position."
"642","Middle managers do not know how to manage people and make it more difficult for them. Global heads of regions fight against each other to have more visibility and there is no coherence among the employees - everyone is against each other"
"643","Make sure you are able to identify good talent and get rid of managers who are immature and do not do their work properly."
"644","Flat structure may result in slow growth."
"645","If you seat in a satellite office you will struggle to get up the Corp ladder."
"646","Political and mildly toxic culture in some groups."
"647","Listen to the activist investors!"
"648","Crecimiento relativamente lento en la trayectoria laboral"
"649","Compensation can be more competitive"
"650","Since platforms are matured enough sometime there is not enough opportunities as per developing a new system from scratch and its depends on team. Mostly maintaining and debugging the issues. Although some initiates have been taken."
"651","Keep focused on quality of product instead of timeline of delivery although its important but so does quality."
"652","Lot of blame shifting, passing the buck, and credit hogging. Often prone to extreme levels of micro management. Leaders in offshore centres are seldom able to put forth the grievances of their teams to the management, which largely sits out of onshore locations. Instead, the focus is often on stirring the pot with petty office politics and wanton displays of favouritism. The company might be a favoured recruiter for... onshore roles, but offshore centres leave a lot to be desired."
"653","A general shake up to inculcate a stronger sense of ownership across the organisation."
"654","Lack of professional management, data structure"
"655","Too many managers, old bureocratic ways to drive at some departments, micromanagement. Utilising cheap indian workforce in some IT areas and then suffer from the crappy quality of their work.."
"656","make a step forward to modern leadership methods, don’t micromanage and let engineers solve problems."
"657","No growth and Lala company."
"658","Nothing such , all good and nice"
"659","Micromanaging by Indian bosses. Bad workflow planning.  No overtime paid despite long hours."
"660","None that I'm aware of."
"661","None found so far here in MSCI"
"662","Lack of talent management within the firm"
"663","No he tenido ningún motivo de descontento"
"664","Completely insane politics-based company. Every silo is fighting against every other silo for funding, Senior Management is more interested in moving their pet projects forward than advancing company interests."
"665","El obtener promoción de título o puesto no implica aumento salarial"
"666","Have to write five words"
"667","Lack of consistency, limited development opportunities to grow, legacy and tenure not recognized in compensation and opportunities."
"668","Actions speaks louder than words, listen to your people"
"669","Great firm to work with."
"670","Some teams have to work a lot harder and give in extra hours compared to others but all get the same pay."
"671","Pay is not very competitive 
training is not well established"
"672","Not organized with corporate services moves around offices.  Interferes with sales.  Hard to update info and present to clients when work spaces can be  chaotic and no great guidance from management.  There's also a defensiveness when trying to clear up spaces.  And it's supported by an absurd club type culture.  If you are part of old guard, or related to old guard and its clubs, schools, etc, you can do your own... thing."
"673","We could probably be more productive and sell a lot more if work spaces were better organized and planning was clear.  And favoritism was not such a big problem."
"674","Blind leading the blind. Management's goal is turn everyone into a sales person - thus, there is not much breadth with work but significant depth with MSCI data and products.  Leadership style of upper management is to instill fear with use of threats and intimidation. You always feel on edge."
"675","Limited exposure to clients which can limit exposure"
"676","Nominal Pay Scale, Fixed Bonus Structure"
"677","Lack good management and limited growth. The work of analyst and VP overlaps to huge extent VP."
