"","x"
"1173","Less pay. Should have paid more for the amount of work"
"1174","management decisions are not the most technology oriented. you will see spagetti code written 30 years ago and learn to live with them."
"1175","Very administrative, workload often times overwhelming."
"1176","As the top guy of any chain makes ALL the decisions is impossible to feel empowered. They talk a about the Bloomberg Culture , harder , faster and smarter but they miss the exact point of what makes a leader ie true independence to make decisions . Managers and Senior Manager walk around preaching the Bloomberg Culture but in truth they have no say at all. They just follow , the company has no notion of leadership... because it simply does not trust people .Most decision are made at the top of the organisation , the rest of the structure just nods , this is the true culture. The pay is ranked accordingly , as no one makes decision you are just paid to nod . The guy who nods the most and follows orders is the one that gets promoted. As real decisions are not even the pay grade of Heads of Sales the actual financial opportunities are limited for any one that can actually do sales or management very well.

Its a shame but the above is summarised by the fact that:
a) No employee every returns to work at Bloomberg, surprising given 10000 plus
b) Managers literally go grey taking others orders but feel as though they have little value to other companies - so they stay to take the pay check"
"1177","A lot of work.
Often pointless and mundane.
Legacy stuff.
Lots of stupid people.
Long hours if you want to be promoted.
Difficult to advance.
Company treats people - especially contractors - like crap.
Be ready to move back in time 20 years if you work here."
"1178","A lot of legacy software to maintain. 
No qa, devops , project managers etc. While this is good in a lot of ways programmers/engineers will have to multitask."
"1179","Overnight shift is very difficult to get used to. Your left on your own and you don't get much support from managers."
"1180","Depending on the department, management needs improvement."
"1181","-The definition of micro management, you have to alert your manager via going on ""hold"" if you want to leave your desk. Yes this includes bathroom breaks, this time away from your desk is kept track of and bench marked against your peers. 

-You are a glorified call center agent. Your ""metrics"" are kept track of ie number of completed chats vs taken chats, time on the phone, quality of chat (majority of the time... the ""quality"" of your chat will depend on how much the person reviewing likes you). These metrics are bench marked against the other 400 people in your department. 

- Although there is a metric system in place, if you are liked by your manager regardless of your metrics you can move onto sales although this is a rare. 

- The financial training you are taught is not put to use as your only concern on the job is completing a chat in the quickest amount of time. Which is usually directing the client to a particular function on the terminal.

-There is a rotation of weekends and holidays you have to work. If you want want to request one of these days off you must get a ""switch"".

Sales and Analytics  is viciours, as you spend more time within the department you realize there are no exit opportunities internally. You are either taking chats in some shape or form or in sales which is kept behind a closed door as it is not much better than analytics (aka taking chats). All managers are required to take chats when times are busy so you'll never truly escape taking chats. 

- You work shifts (7-4) (8-5) (9-6) (10-7) note you do not get to chose which shift you are assigned. There are also occasions where you are not given a full hour for lunch 

- Sales and Analytics department uses fear tactics to motivate employees 

Obvs this is a pretty one sided review: but as a currently employee I can only speak the truth to help others make a well informed decision when applying/accepting a role here."
"1182","Low pay
Long Hours
Rewards based on the relationships
Boring job and mislaeding job advert"
"1183","Teams are very lean, often to the point of lacking in resource and people tend to be very stretched. Change is a constant - management, organisational structure, roles (job requirements)"
"1184","No career trajectory. Caste system based on longevity. Everyone is punching the clock, don't expect anyone to work hard. Scared management that has no strategic outlook, their primer concern is appeasing their bosses. Surprising that people who have been successful other places don't have conviction to be bold."
"1185","You are hired to do one job and end up doing 7272384. No one communicates ANYTHING to you. Long hours, no break."
"1186","Due to the nature of the work, it's a very high pressure environment. At times, it felt like a sweat shop. If you are just starting out in your career, please do not work here. You will not learn the latest technologies and you will stagnate. There is so much overhead that has nothing to do with programming and there is very little room for advancement."
"1187","cut throat management, quick to get rid of older employees who make to much"
"1188","invest in your people and defuse politics within the org."
"1189","Bloomberg is an established market leader, so the opportunity in sales is more of a babysitter role. There is not much new business development to be done, so you're tasked with forming relationships and growing current accounts. That's not always the favorite in sales"
"1190","old technique, job highly depends on teams, not much exposure to real financial knowledge, mixture of great and mediocre people."
"1191","Lacking creativity,  lacking employee engagement"
"1192","I left before Mayor Bloomberg returned as CEO, but when I was there it was not easy to get promotions or raises. Everything money related happened at year end and unless you were very proactive with your manager and speaking openly about the raise you wanted or the bonus you wanted and backing it up with reasons why you werent getting it.
Company is full of """"good old boys"" who had been around since the really... large growth days - they rose to their level of incompetence and are taking nice salaries - these are either FOM (friends of Mike) or close to it - to get anywhere good you need their help; very political.
The job (analytics desk) can be a bit boring and stressful - when I began reps started general trouble shooting (is the issue technology or financial) and passed along to appropriate groups. Being the first wave for 6-9 months exposes you to demanding and sometimes verbally abusive clients (finance is an eat what you kill world and lots of our customers live and breath it)"
"1193","-little support from management
-no clear path for growth potential"
"1194","none"
"1195","management does not reward you based on merit even when you go the extra mile, its about whose butt you kiss"
"1196","It's a fast-paced environment and you are given a lot of work to finish in a short amount of time. If you can't handle such a place, or would prefer a more laid-back environment, I'd say work somewhere else."
"1197","Still not as cool as silicon valley companies from the tech perspective."
"1198","For person who does not get use to the fast paced work environment will feel a little too much pressure. Not clear about career path."
"1199","Not much going on in the area around the office"
"1200","Some teams not nimble as company is big. Some teams have you commute between New York office and Princeton office"
"1201","dont just put people in the teams, allow them to explore and work for differnet people"
"1202","Politics, unprofessional managers/TLs that pay little attention to the nature or development of the products and do nothing to improve the high turnover rate"
"1203","Poor pay raises, worthless management"
"1204","Limited career opportunities in R&D
Bloomberg terminal must be used for everything - tickets, change control, etc. and it feels very dated.
Can be very noisy."
"1205","keeping the best talent after 5 years or so of service. if you notice the work force is young and for those in management they have served for a long time. but those besides management are 'stuck' though once again one of the pros is that bloomberg is very flat."
"1206","Advertise themselves as a horizontally structured company, which makes career progression unclear
A prevailing conformist cultural that you either fit into or don't"
"1207","Takes a long time to become established in Bloomberg. Operates similarly to a government organization - once you've been there for 10 years, you are no longer new. Very bureaucratic."
"1208","Fast paced with high accountability. Extremely transparent which may cause low performances to be viewed by everyone including colleagues."
"1209","Let me be clear, my review is of the Citator department in the BLAW division of the company.  To be fair, there are many departments and divisions in the company, and a great number of people are very happy with Bloomberg.  Citator, on the other hand, is the company's effort to create the equivalent of the ""Shepardize"" feature at Lexis Nexis, which is an admirable effort but for the fact that the two people making... the big decisions are among the most incompetent, unintelligent middle management wastes of space in the history of corporate America.  From the minute you start you are pinned against your colleagues by management, which perpetuates a hostile work environment.  Do not work in this department unless you want a job where the thinking process is prohibited, or unless you are looking for a legitimate excuse to finally kill yourself."
"1210","Doesn't meet expectations as described during interviews
Training done on a university basis with exams and constant classes
Constant supervision by team leaders giving unnecessary feedback and reviews at times
A small fish in a big pond where a lot are unhappy but stay as the pay is good."
"1211","Not a lot of room for growth, heavily beaurocratic, large legacy code base, business seems to be clueless to client needs"
"1212","complete transparency, you need to work on the Street and then go to BBG to earn a nice salary. They work recent college grads to the bone;  you're chained to the desk with golden handcuffs. need to drink the company kool-aid to make a difference and get promoted. Everything is becoming automated and tasks become mundane. No work/life balance. Always have to be connected to the terminal."
"1213","big brother watching you
admin tasks take up too much time"
"1214","Tedious work
Annoying/demanding clients
Pressure from senior management
Not doing ""real"" work
Long hours - 08:00 - 18:00"
"1215","No income / salary transparency.  Promotions don't come with immediate  bump or change in contract.  Compared with other ""technology sales firms"" in the NYC area, salary for newer sales reps, 1-3 years of experience is on the low end."
"1216","Not enough free snacks...just kidding way too many snacks"
"1217","depends on teams, you might end up doing clerical work day by day i-e copying files, checking files around etc, which within a year will lead you from programmer to 0 grammar.
Every thing is done around terminal, and very difficult to persuade managers to go opensource or third party. Lots of lads on H1B, and 'fly under radar'  is quite common term, but I guess that is across all tech companies in US."
"1218","- The hours can be a bit long at times
- The nature of the business means that the focus is more on consistency and risk mgmt rather than the latest technology trends. Just be aware of the types of clients Bloomberg has and this will make sense"
"1219","Not the highest paying salaries. Can quickly realize the glass ceiling if you are not rubbing elbows with the elite."
"1220","legacy code, depends on group. not that flexible hours compare to FLAG"
"1221","Long hours, lots and lots of legacy code, buried underneath layers and layers of ""newer"" apis to hide whats underneath.  Long hours, fear of leaving the building, very big-brother - everyone knows when you entered and left the building."
"1222","Working remotely is not encouraged"
"1223","Repetitive and tiring jobs, managers treat subordinates as robots"
"1224","nothing that I can think of at the moment"
"1225","Lots of red-tape and unqualified managers sprinkled throughout the company."
"1226","Highly bureaucratic management with many upper layers; highly administrative and not much true selling; unobtainable sales quotas that set salespeople up for failure; cheap with comp."
"1227","Favouritism in the team, exceptional workload, very high attrition rate.
Actual duties had nothing to do with the job description. Technically it was a customer service role and had absolutely nothing to do with project coordination. Efforts are not valued by the management."
"1228","promotions do not necessarily mean equivalent pay increase. compensation is not as  transaparent."
"1229","slow growth thing , and slightly lesser pay then average indysrty"
"1230","O cargo é massante muito Busy e extremamente estressante, o volume de ligacoes é muito alto"
"1231","Not anything specific, it's a great company."
"1232","-The mandatory minimum hours are long and inflexible.
-There's more focus on the hours than the work accomplished."
"1233","It's very competitive to get an offer after your internship. The competition is fierce and there is no love lost in the quest for an offer."
"1234","Everyone's filled with fear of senior management"
"1235","There are some people that have worked here their whole life and are resistant to the change the Bloomberg is going for as a whole, so there might be some bad eggs. 
Along with the change comes a lot of moving around"
"1236","micromanagement
low-freedom
workload
stressful
low team morale
management disconnected with the team
some of the senior team are rude and unapproachable"
"1237","not much lateral movement, can be micromanaged a bit"
"1238","I have only good experience."
"1239","-Glorified prison environment. 3 ft wide desks, 6+ per row flat, open office plan, no privacy at all
-Cameras everywhere, electronic check-in/out. Anyone can search your name, and know if you are in out, away from desk, or typing on your keypad. 
-At yearly review,  you have to evaluate self + coworkers in your group  reporting positives and negatives. Over period of time, everyone is a backstabber in your group,... and you have no friends. 
-Keypad is monitored for performance. Every Bloomberg function requires <go> key to be clicked. The # of times clicked is recorded along with function specific to your area, analyzed at review. 
-If you stop clicking keypad, light next to your name, turns orange, informing manager you are not working. 
- 20 days vacation (which include your sick days ), good luck using it. Many days rolled, and lost.
-Manger can run <FUNC>  function. Thier screen now displays your screen  They can see exactly what you are doing, surfing the web, writing emails to friends, whatever. 
- As of 2015, Employee's are required to surrender brokerage account balances, monitored by a third party, to make sure you are not using company data to trade during work hours or after hours. Accounts are checked to see you are not entering/exiting trades.
-Pays less than most other similar jobs at other companies for both full time and contractors
-Most manager and team leads are def not qualified or have supporting skillset to be managers. Many Team Leads, came straight from college and lack MBAs. They work way up.
-^^^  This becomes a BIG problem. Managers are unable to forsee issue that may arise in future. They are useless at making critical decisions. It all catches up, suddenly you are working long hours, and logging in from home.
- It becomes impossible to complete your yearly goals, and eventually at review time, all you do is provide an excuse why you couldnt meet your goals .... & no raise given. 
- TLs and Managers will pull you off projects immediately, then send you back 6 months later, expecting you to know where you left off,  throw an impossible deadline, then blame you for missing completion date, Strikes are all collected at year end review. 
-  Very unhealthy hi salt, sugar, carbs, sweets, sugar, candy, fructose, corn starch food served. 
I worked here for 10yrs and finally quit. I learnt alot, but the longer I stayed at this company, the more upsetting the policies made me feel. Its like a prison, the longer you stay, the more you fantasize about an escape."
"1240","Aging tech stack and some teams can be sleepy."
"1241","I can't think of any"
"1242","Micromanagement
Tech Stack from 1980s
No defined career path and very hard to learn new techs"
"1243","You have to do a job before you get recognition and the com/title changes."
"1244","Lots of politics and many changes going on at the high level when I left. Change in CEO, upper management which made all departments change and reorg."
"1245","Depending on the department/manager, you can be working long hours regularly, though this has improved. Internal job transfers should be made easier."
"1246","Managers always protecting themselves instead of caring about good reporting."
"1247","raises are ridiculous. Usually 1%. Salaries are very low to start with and super hard to get any sort of serious raise (best case scenario is considered to be 2% in my position). A ton of reviews - 2 big ones a year. If you get a bad review (anything worse than ""Exceeds expectations"", say good bye to your raise. NO opportunity to move up at all."
"1248","HR is not there to help employees but to support over bearing and unreasonable management tactics."
"1249","The Bloomberg Aptitude Test doesn't have a lot of name recognition yet, even within the industry. But they are working on it."
"1250","Nothing really much.  ery good to work with.  Been employed for 2 years"
"1251","Cannot think of anything, recommend to everyone regardless of department."
"1252","Senior management is risk averse, despite having tremendous financial strength, and lacks the business awareness of where potential incremental revenues exists and what Bloomberg needs to accomplish to realize the potential, away from the market leading terminal product.  Bloomberg is generally too internally focused on political turf and not interested in clients and market forces, not concerned with growth."
"1253","Issues at the senior management level trickle down into day to day. Work life balance is questionable. Lack of flexibility in where and how work gets done."
"1254","the pantry, not many plants in office"
"1255","Long hours. No work/life balance. Silo-ed, too many layers of management.
Women and age discrimination. Old boys club mentality."
"1256","Stop being stuck in the 90s, listen to your external senior hires, they have been around the block and know what's out there and other ways of doing things"
"1257","It can get quite repetitive and boring"
"1258","Long hours. Really very long."
"1259","Nothing really, very enjoyed my time there"
"1260","the project manager can be very push sometimes.
too far away from my apartment
too many windows"
"1261","Very very competitive environment. Only join the company if you know you are willing to sacrifice on your work life balance and personal life to an extent."
"1262","You have to manage up to get anywhere - not necessarily a bad thing."
"1263","Need to institute a training program for newly graduates, and new scheme on evaluating base salary of each employer to reflect well on their performance or to motivate workers"
"1264","None"
"1265","Hectic work and poor coordinates makes work life balance bad and sometimes tolling work makes frustrated so more work more tension"
"1266","Lack of the feeling of career advancement, and guidance from the management. What Bloomberg has is good, but it is not exciting anymore, maybe it was 20 years ago"
"1267","Top management out of touch and couldn't care less with treatment of those under them.  Long hours including at night and weekends.. Lack of respect and bullying by lots of people in management"
"1268","Poor management.  No loyalty to employees."
"1269","There was a big learning curve"
"1270","-Sells itself as a transparent company, not as transparent as I wish it was. Often times management makes changes to benefit them but the changes do not necessarily make sense."
"1271","Great mid-level management in an open office culture at the London office with a great deal of experience and knowledge of the financial markets."
"1272","Too much emphasis is placed on meeting metrics and it tend to compromise on quality of work."
"1273","Inter company transfers are very difficult and there is limited transparency on how one can qualify for roles.  Not enough opportunities to go around. Methodology for individual compensation not transparent. Role becomes cumbersome when all you have to do is collect data for years."
"1274","Technically, seems sort of behind.  Half the code base is Fortran.  Bizarre restrictions on things like Boost.  Low level C++ libraries are high quality, but higher level code is a mess.  In many teams, you might spend hours each week just trying to get your code to link because all the libraries are changing underneath you all the time.  The databases and GUI are bizarre proprietary stuff that are a pain to use and... these skills are useless outside of Bloomberg.  The email and proprietary issue tracking systems are terrible, with basic things like word wrapping not working reliably.  If you like finance and high salary, you might look past these shortcomings."
"1275","Pay attention to ambitious workers.  Create situations for advancement and consider raises and an incentive for quality work. I love the autonomy and hands off approach."
"1276","Career management is extremely disappointing. You boss can finish your career here.tough working hours."
"1277","reviews totally subjective.  No one gets a good review in order to justify no raises or bonuses.  Management comes from other industries that don't understand the job that they are in, and then blame salespeople for not successfully performing under ridiculous guidelines and directives"
"1278","peanuts money for the amount of work"
"1279","The cost of products and services is a point of contention with clients.
The entitled attitude (I deserve this sale because it's a Bloomberg product) of some Account Managers is a serious issue.
There are some incompetent managers who manage by fear and intimidation."
"1280","None that I can think of."
"1281","Work with a lot of older languages such as c and c++ though more modern technology is starting to get used."
"1282","Writing/editing be too rigid/formulaic at times. Fresh thinking is not always welcome on some teams/roles. strategic direction is not entirely clear."
"1283","Chronic micro management - to progress ahead it all depends on how much your manager likes you instead of how you perform. If your personality is suited towards brown nosing / sucking up to your boss, then you will do well. If not, then your time in sales will be limited - regardless of your ability.
Politics on steroids - every office has politics, but in Sales at Bloomberg it is like politics on steroids. If... you're chummy with the right people, you'll be fine - if not, you'll be sleeping with the fish."
"1284","What to do when product manager and tech manager doesn't see eye to eye.. A lot of arguing and awkwardness for everyone else.  Ticketing system is confusing, many functions on the terminal are far from intuitive."
"1285","Micro management. Treated like a child (although I am a 33y old married woman!), no trust in employees. Salary poor. Long hours - 8-18:00, if you are 5min late you are in trouble."
"1286","No cons, liked everything about the company."
"1287","as with every review on this site, the culture encourages micromanagement and extreme politics runabout."
"1288","culture of promoting people who are recognized for being hard edged and process focused. results in a many ""company men"" being pushed up the ranks at the expense of very smart people who do not fit this mold"
"1289","Expect long hours
Pay is very average
Some groups expect weekends during peak season
Lack of clear vision from upper management
Very Fast Pace"
"1290","Good management generally, but middle management and lower are not trained well enough or are promoted too quickly and cannot manage effectively. Creates silos and morale reduces."
"1291","sluggish to implement new technologies, strong resistance to the unknown"
"1292","management disconnected form day to day operations that they supervise.  Promotion is very subjective.  Despite what they say, originality is not rewarded."
"1293","Firm level:
Terrible ""stupid"" hiring policy (this is not confidential anymore, search on quora): the HR will throw out the resume without looking if the candidate was a former Bloomberg employee, or even worse, that this person had declined an offer from Bloomberg before. (How are you going to compete in such a competitive market for tech talent?)
Performance review is stack ranking based and the managers have the... full say. As a result, employees are discouraged to share knowledge, but fight politics internally to be close to the managers. Individual contributors are less likely to disagree with the managers/TLs' idea. Wrong person get promoted/demoted time to time, not because of performance, but as a result of political matter.

R&D level
Poor software practice in the R&D, where almost non-existence of the automated software testing (not even at the unit-test level). The company encourage employees to be innovative firm-wide, however in practice, engineers are discouraged (indirectly) to innovate due to fear of breaking things. I personally knew at least 2 engineers were fired due to the production bugs they created. From my knowledge, the most senior managers in R&D are technical with some of the good visions. However, many of the mid, mid-senior level managers, are not technical at all. These people are usually the decision makers and I saw many missteps in the decision making progress during my 5 years there. 
Lack of developer productivity tools. Most engineers are still on vim/emacs and at the time I left, there's not a fully integrated SDK available. Eclipse is used, as only an editor."
"1294","Life is too easy for young people, people tends to be in the same position forever, which might not be good for passionate young professionals"
"1295","Depends on the department but most of the work is tedious and repetitive."
"1296","salary could be higher but"
"1297","No showers, so cycling in the morning was somewhat less of an option."
"1298","Intense work hours, long work hours, smaller office than others so there are limitations to grow."
"1299","No training, no documentation for the tools, ridiculous micromanagement by low-level managers who have no idea how to manage, don't ever be a whistle-blower on bad behavior, or you will be put on the road to disciplinary action, constant backstabbing by coworkers.  Basically like working in a junior high school.  Mostly 20 year olds who don't know that the culture is completely toxic.  Ridiculous arbitrary metrics... that have no validity for measurement of performance."
"1300","People stick to their teams"
"1301","Take seriously the 360-degree feedback"
"1302","Not much skills are developed, unless you proactively learn by yourself. High turn over based, location."
"1303","not so bad, And I do not know how to say that, because I think is not so bad, at least right now, I did not find any problems here"
"1304","Strong competitors emerging, rigidity with pricing and commercials, tough doing business with biggest customers in current environment, slow sales process as a result, if hungry for sales it can be slow in the wrong markets"
"1305","Boring. Many groups are still using old technologies."
"1306","Relatively slow to adapt to new technologies"
"1307","Some roles have limited career movement. Some roles overemphasize metrics."
"1308","There weren't many downsides. It's intense but not overwhelming."
"1309","Similar to a lot of big companies, one may need to contact various teams and hurdles in order to collect documentation for a problem that may be trivial in a smaller scale company."
"1310","Paranoid control freak culture. Internecine internal politics. Crazy rules for how to write stories."
"1311","Successes are not acknowledged. No matter what you do, more is asked. The bonus is tied to terminal sales which is a shame if that's not the product you sell."
"1312","* Technology and opportunities get stale after a while - as they are mostly proprietary"
"1313","After a couple years I couldn't wait to leave. No transparency in compensation & after a stellar year was awarded a few thousand because the unrealistic department sales quota wasn't met. 
Way to much bureaucracy and a work culture that promotes mediocracy & inside political politics."
"1314","*The models break down a lot and are simply crappy
*Not much room for career growth
*Not much room for salary growth
*A lot of internal bureaucracy"
"1315","Traveling a good amount depending on your clients"
"1316","Great, committed management.  May expect you to stay for longer than you may anticipate."
"1317","Hard work is required….a lot of work."
"1318","Cut the working hours."
"1319","None, very happy, nothing bad to report"
"1320","Technology lagging, career path is not always clear (even though the flexibility is beneficial sometimes)"
"1321","People are promoted when they're in the right place at the right time, not because of skill. New hires are hired as contractors in some departments and full-time is something you're told you can get if you work hard, but preference is given to those who people please and suck up to those above them. You're expected to spend your life in the office with no time for yourself, and you're watched constantly. It feels... like a cult."
"1322","The need for intense security makes getting the simple things accomplished frustratingly painful. . Bloomberg wants everyone to succeed and utilize your time to the fullest, but it seems to set all of their systems up to make it as non-intuitive as possible thereby making it twice as hard to get anything done."
"1323","If you don't like having your work visible via the Terminal or if you're not a morning person or if you are lazy, Bloomberg is a bad place to work. If you need an office with a door, Bloomberg is a bad place to work. Management at times can be a bit aggressive as they try to wring every ounce of productivity out of you."
"1324","Micro-managed, no freedom, targets can be unrealistic but if and when you do hit them but whatever means, rewards can be decent though not substantial.  If wanting to move into the market, it can be difficult to get out of the ""vendor"" title."
"1325","Horários muito restritos. Pequena possibilidade de expor ideias."
"1326","some groups tend to be over bureaucratic in their procedures. 
depending on some groups -- the project may be managed in a knee jerk manner
make sure you work in the right team!"
"1327","- Not a lot of commitment to employee development-- very difficult to move around once you are in
- Micromanagement rises to the level of treating adults like they are in kindegarten-- lots of silly rules (the thing about the time that you got in to work being stamped on your emails all day is true)
- Impersonal, supercorporate culture was a poor fit for me personally"
"1328","* long hours
* mandate working hours
* old technologies.
* If you holds H1B visa as SDE, DO NOT work here if you want to switch companies before you got green card. Bloomberg won't provide any employment verification letters as needed by green card process if you switched to another company."
"1329","Maybe the downside is the limited desks in the group and we have to face the floating desks sometime."
"1330","big and sometimes had to get things done"
"1331","Late Feedback from Management."
"1332","Work on the latter."
"1333","Sometimes you will need to work weekends."
"1334","little mobility to move departments"
"1335","Large company. How do you make your way up?"
"1336","They do not let interns work over 40 hours a week."
"1337","training is long- lots of studying and staying late"
"1338","some managers play favoritism, location, HR"
"1339","Tough work-life balance. On call months, you can get called middle of the night."
"1340","Place seems to have become dysfuntional and chaotic (especially in Washington) since mike bloomberg returned, partly due to disastrous decisions made in his absence, like the laughable politics TV show and general political coverage. Some very good people have been let go or have quit and morale is lousy."
"1341","Its IT department uses a lot of build-in-house technology. Its technology is not cutting edge. Some skills you learn here may not be very useful out of Bloomberg."
"1342","Company culture is very aggressive. Difficult to take holiday hence why the culture is seemingly aggressive - made to reach targets at any cost. The hours are ridiculously long with the contractual hours being 8am-6pm which was not explained during the recruitment process. 

The actually aesthetics of terminal is somewhat outdated and at times difficult to use which makes it difficult as you have no choice but use... it.   

FTC are not provided with benefits and all contingent workers are given limited access to some of the features of the terminal which makes you feel like an outsider."
"1343","There are not any cons that I can think of."
"1344","Long hours, but only sometimes."
"1345","Works can be hectic some times. It is demanding. and working environment are noisy because open floor, and emphasize on communications among engineers, business, analysts etc."
"1346","Bloomberg cultures might seem like idealized or abstract there will be cases when it does not feel like the cultures are there at all specially when doing routinary tasks. How much the company is amazing as it sounds depends on how much you get involved in it. You have to take extra time and effort if you really want to rip the benefits of working in a company that pretends to be so unique. Given the industry the... company operates on compensation could be better but then I have never heard anyone saying the salary they have is enough. Depending on your role it can feel that the way your performance is evaluated is a little too much archaic. As an outsider the company definitely looks and sounds much better than it actually is."
"1347","Gym allowance could be a little higher."
"1348","Unbelievable internal politics, poor opportunities for career advancement unless you fight & fight, long hours (8-6 standard), poor work/life balance, poor morale and happiness amongst staff. They are probably reaching the maximum of the number of terminals they can install."
"1349","Too many meetings. 

Some people don't know what they should work at."
"1350","Constantly rotating shifts in the department. Starting pay a bit low considering how important the department is to Wall Street/Global Finance."
"1351","Long hours, top-heavy management. Currently going through unpredictable round of restructuring with mass firings."
"1352","lots of the same stuff.  meetings every day"
"1353","Micro-management even after you have been consistently performing well (it never stops)"
"1354","Really dependent on the team you land on. If your team has good accounts, you will have a happy life."
"1355","became too big and bureaucratic, market is saturated"
"1356","Structure is too flat. You grow to your limit in a few years, unless you move to HQ"
"1357","Daily beatings. Horrible place to work"
"1358","Hours can be long and sometimes not a personal organization because so big."
"1359","not too much growth"
"1360","Pointlessly long days given the work, mental drain of admin associated with terminal use and CRM (internal one) that is way behind modern versions, strange target culture - not quality but quantity focused."
"1361","Micromanagement by team leaders and sales managers.  Doesn't foster teamwork.  Not a lot of room for upward mobility even as regional managers and sales managers were demoted and shifted."
"1362","There will be a Ceiling for Those whose English is not the first language"
"1363","Very political and constant re-orgs."
"1364","hard working flow, the way calculate matrics sometimes does not make sense"
"1365","Reconsider working hours to be standardised across all regions. Promote managers with more scrutiny. Shift balance of power from New York to other regions"
"1366","staff were being laid off who were news anchors during a period of time. It was very worrisome."
"1367","Long hours, some managers are poor"
"1368","Salaries are too low, too many ratings metrics which are not reflective of quality sales performance"
"1369","Los bocadillos te disuaden de salir del edificio. Las horas globales también te disuaden de salir. Puede ser difícil lograr un equilibrio entre el trabajo y la vida personal."
"1370","Boring job, not stimulating at all"
"1371","pas de metiers front office"
"1372","Too much focus on the short term."
"1373","No pressure. Pretty old technology. Some of the skills are not portable at all."
"1374","salary, dificult to gain new coleagues"
"1375","Too much work politics. Most Managers have been with the company from inception and have not yet caught up with the new and better way of managing. And no diversity especially from upper management."
"1376","Large company so changes to products sometimes do not come fast enough. Difficult to take on a project and see it through to completion as there are so many internal obstacles. Typical large corp red tape."
"1377","Management treats you like a number/statistic, all the talk is in numbers whether there are enough headcount, even lower levels of management."
"1378","They promote flexibility and internal job moves, but don't actually practice it well."
"1379","Lots of cliques, particularly in the older teams. Avoid the older teams."
"1380","Sometimes there's an over reliance on legacy technologies and a safety first strategy can sometimes hinder development cycles."
"1381","Long hours, work / life out of balance."
"1382","Salaries and Bonus could improve, little space for being relocated between offices."
"1383","poor career progress opportunities. This company is a slow moving large organization where change is extremely painful and difficult."
"1384","Outdated technology, many groups don't do any actual development. Outsourcing is rampant outside of core terminal business."
"1385","The tech stack is 10 years too old.
Lack of energy in management to try new things"
"1386","Empresa engessada muito dependente do que a matriz quer. Empresa composta por Gerentes e não líderes. Empresa vende uma coisa internamente mas nem sempre cumpre com o que diz. Para chegar a algum lugar, há de ser muito político. Nunca discorde de seu chefe."
"1387","Occasionally old school mentality, sometimes management wants to old ways of selling products."
"1388","Absolutely no point in expecting to have a life outside of this  organisation, if you want to have the ability to work from home flexibly then forget about it. Make sure you check the job description properly when applying and if in a specialist role, make sure it does not involve ADSK/SDSK. 

Was told on interview that it's a project based role, in actuality it's glorified customer support. 

Do not work here if... you have children, the hours and lack of flexibility would not lend itself to you. Anyone that does have children has had to take a pay cut or make some kind of sacrifice."
"1389","Lots of hoops to jump through due to company size, annoying tasks that are not relevant, outdated pricing model, work itself not super interesting."
"1390","Limited career growth opportunities
A lot of politics and favoritism in the team
Very hard to move around without any connection
A lot of metrics
Good for people who look to retire but not for people who wants to keep growing"
"1391","The system and procedures change more often than the documentation leaving many people with a lot of questions regarding how to proceed."
"1392","75% of the journalists and editors are mediocre and wouldn't be as well paid or senior anywhere else."
"1393","Management should strive to be clearer and more transparent about corporate priorities and direction, at every level. Weekly memos from the top aren't enough."
"1394","My team consisted of people quite a lot older than me, which made it hard to relate to them. They also didn't talk a lot, which can make it a bit depressing when you're sitting in front of a screen all day - it'd be nice to break up the monotony a bit.

The hours are also very long, and combined with an hour long tube journey each way there was really no free time available (aside from weekends), which just really... took it out of me."
"1395","Very long hours and expectations that employees stay after hours. Repetitive job in tasks that could one would expect had been automated."
"1396","Bloomberg is a private company, so you can't get stock options or other bonus. Also, bloomberg doesn't use the most fancy tech."
"1397","need to find ways to provide more market knowledge to their employees to know more about the clients and the external market rather than just be satisfied with knowing what works within the company"
"1398","Expected to do the same job as the employees for one 1/2 to 1/3 less pay, no benefits, expected to travel between 3 data centers and not get re-imbursed for travel. No paid time off, my father died and they would not even pay me for one day. Employees get a really nice bonus every year you don't even get a christmas card. You are a nobody until they need you to fill in for one of the employees. There is a negative... attitude towards the contractors here.  Everything you do you will be held accountable for while there is no accountability for employees. No pay increases.  Shortly after my second year anniversary i asked for a pay increase and they let me go. Said i was not a good fit for the company.  I would not recommend taking a job as a contractor in the Data Center unless you have absolutely no experience, even then it's a dead end."
"1399","Not much vision for career advancement other than the raise and compensation. Upper management is pretty much not moving at all. Can notice a lot of politics in the upper management. Very corporate. Very financy atmosphere -- feels uptight overall, so R&D makes an extra effort to make it chill. For the engineers who are actually interested in finance (which isn't the case for many people.. but for these special... kind), this is THE place to work at.. otherwise.. just not so much motivating or fun."
