"","cons_page1"
"1839","Agile methodology does not work well with the management hierarchy. However it is not too annoying for the developers except some confusion."
"1840","I do not think i can give any useful advise as they know what they are doing. Even they know how to adopt the agile methodology with a smooth transition."
"1841","Micro Managing by management and metrics 
Politics between management which gives lower tier management to unqualified individuals"
"1842","When planning projects please give more ample time for team members to accomplish the objective"
"1843","cannot think of any big problem. Every company has small issues here and there but nothing major"
"1844","Keep it up! Keep making the culture better and better!"
"1845","Very strange approach to layoffs. Literally let go top-ranked employees out of nowhere. Middle management are order takers from above. Very unclear which businesses they're committed to. Be extremely wary, no longer a career destination...more like a rest stop."
"1846","Communicate why changes are being made much more clearly and honesty."
"1847","Not much flexibility with timings and leaves."
"1848","flat structure with no career progression"
"1849","A con is the little growth"
"1850","more vertical movement"
"1851","- HEARTBREAKING level of exit opps. Because any company with a bloomberg terminal has 24/7 helpdesk at their service, nobody needs to hire one. This reduces you to a Magikarp equivalent in the job market. Unless you aspire to go Reuters, WIND, FACTSET, CAPIQ etc, this place does not prepare you for anything else
- NANO-management (monitors your lunch & break duration, projects, meetings, client conversations- you... name it, they monitor it)
- only nano-managerial roles available as 'career path' 
- 0 creativity required- just answer client questions correctly, suck up, maintain decent metrics and you're set to 'succeed'. 
- MORALE is low but EGO is sky high 
- AI bots will replace this role in future 

Certainly, if you look at this maturely, cultivating a customer-oriented mindset will form a solid foundation for future business endeavours. Bloomberg is also deeply integrated into the Fintech space through Bloomberg Beta and mike's personal acquisitions, giving you a clean picture of how technology is integrated into the regulatory, operational, data and financial market frameworks. Also, learning about the mechanisms behind a billion dollar private company (not many out there) is quite interesting. The job itself has its value BUT WITH THE AMOUNT OF SADNESS ALONGSIDE YOUR WORK, I SUGGEST YOU RUN A FEW PLANETS AWAY FROM BIG BROTHER."
"1852","Have to badge in and out."
"1853","Middle management doesn't really manage, lack of clear structure causes confusion"
"1854","Provide proper structure for employees to understand roles and thrive"
"1855","- core role can be repetitive"
"1856","more value added roles"
"1857","Hours can be long hours depending on your department and it can sometimes be hard to get noticed or move on up in such a large company where people do not have a set career path."
"1858","Technology was a bit outdated."
"1859","Base salary not very competitive"
"1860","Raise base salaries to encourage employee longevity and bring in top talent"
"1861","The company needs to rethink their rehire policy. I didn't leave the company because I wanted to or to go work for the competition. The reason I left, is because Bloomberg decided to shut down my division. I was also a highly rated employee. Nevertheless, I was told that I couldn't be rehired by the company. I'm not sure if the no rehire policy is still implemented, but I know Bloomberg has lost out on a number of... dedicated employees because of it. 

Compared to other organizations, the company's review process is also extensive. Not only do you have to submit an extensive self-evaluation, but your manager has to do so as well."
"1862","Rethink rehire policy"
"1863","Long working hours. 
Everyone but techs is looked down at. 
No long term opportunities. 
Incomplete junior managers and TLs. 
Don't care about people. 
Expected to work overtime for free if workload needs to be managed. 
Bad company culture. 
Promotion not based on competence."
"1864","Promote better junior managers. They ruin the place.  
Offer real opportunities to employees."
"1865","hard to progress to the managerial position"
"1866","You have to be independent and drive what you want against Global mindset, prepare for change constantly"
"1867","Tends to be a sense of micromanagement. Highly demanding and expected to work within such a specific framework making you feel like a cog in the wheel, and somewhat dispensable. That being said, they don't dispense people unless you really do something terrible."
"1868","give the park ave office a gym...tech ops is highly stressful and it would alleviate much of that and boost productivity."
"1869","Micro management, unrealistic metrics controls and many goals that does not give result. Sales management does support you to grow and search other opportunities abroad. Low investiment in Latam products"
"1870","Change sales management and how the commercialize license"
"1871","Key decision makers and programming support at located in NY or London only."
"1872","Empresa multinacional com cargos muito enxutos e gerentes diretos em grande maioria trabalhando em outros países o que dificulta um pouco a avaliação de desempenho, meritocracia e a realidade. Poucas chances de fazer carreira no Brasil."
"1873","Realizar pesquisa de clima com outras áreas correlatas."
"1874","Delayed salaries and statutory payments
Poor management"
"1875","Do take note this is Bloomberg TV Malaysia, not directly under Bloomberg L.P but is an affiliate instead, run by a local company."
"1876","terrible media company. worst management ever"
"1877","GFY"
"1878","Toxic management; heavy bureaucracy.  
Delusional in terms of what is really going on within their staff. Toxic Fear runs the place. It's always a question of making sure you cya .. Big Brother is always watching there..."
"1879","Wake up and smell  your starbucks coffee. People who work there are stressed and scared all the time."
"1880","Not so great for recent graduate. 
Limited career advancement and opportunities."
"1881","Work - life balance, micro management, selfish people."
"1882","Get to know your employees and treat them better."
"1883","Low Compensation, Contract Employees are Expendable, Politics (contract employees are not treated as equals in the workplace)."
"1884","Recognize contract employees that outperform for the time that they invest in your company they can be loyal and hard workers not just an expendable resource."
"1885","Very little has changed since the company's founding in the early 1980's, including the senior managers and their 1980's Wall Street-era 'command and control' management style.  
Employees are required to badge in and badge out of the building, and the in and out times are displayed on the company-wide email system for everyone to see and judge.  If you forget to enter an expense report or forget to your employee... badge and require a temporary badge too many times in a month, your corporate email is turned off to ""teach you a lesson"".

The company proudly maintains a 'flat' organizational structure and an 'entrepreneurial' culture.  Unfortunately, in a company of 16,000+ employees, this translates to a chaotic work environment with little coordination across departments (and sometimes within departments!) and extremely limited opportunities for career progression. 

Senior management, who are about as white, straight, male and middle-aged/ elderly as you would expect from a company that straddles the infamously homogenous industries of technology and finance, have very little incentive to change anything or to promote people who don't look exactly like them."
"1886","Retire the current senior managers of Product, Sales, Global Data and News divisions and start over with a clean slate of progressive, forward-thinking leaders who will help transform the company and its product(s) so that they can thrive for another 30+ years.  And while you are at it, hire/ promote some women, people of color or members of the LGBT community to management positions!"
"1887","News judgment can be overly focused on management pleasing. Fat rats jumping ship from sinking media outlets have diluted the culture that made it Bloomberg News successful."
"1888","work can get really boring. some managers are incompetent."
"1889","It depends on the department you work in but sometimes it felt like there was instability. Not super flexible for working from home options."
"1890","Keep plugging ahead with innovative leadership and new business ideas. Encourage people in all departments to be creative within the structure."
"1891","Company does many things oddly, some of them counterproductive
You sit in open desks next to everyone else with no privacy, but so do your managers and your manager's managers and their managers and so on.
Many departments not good at creating reliable systems, off-hours calls are common, though usually limited to the one of every 6-8 weeks that you're on-call
Systems and software environment more customized than... the usual, it can take a while to get acclimated"
"1892","Get more agile and stop trying to solve problems by hiring more people to work on them."
"1893","Very hierarchical organization 
While efforts have been made to make it a friendlier place to work, hours can still be long, managers can still be tough to real with"
"1894","Company needs less managers, less of a top-down strucure"
"1895","No commissions, you hit a ceiling at a certain point, market completely oversaturated with the product so really not many firms left to sell too.  Completely dysfunctional sales operations where you're constantly tasked with creating reports that should be easily generated out of the CRM"
"1896","Stop with all the dumb fire drills and senseless reports"
"1897","Micromanagement, Not good at helping you grow"
"1898","The technology stack is often as old as Methuselah except for very few groups.
Too many inexperienced managers who have worked no where else but Bloomberg leading to a 
massively insular culture with respect to the best of breed in technology.
Going there as a senior engineer could seriously stall your technical growth."
"1899","The tech world has changed - embrace an open technology culture. Having a 1980s technology stack isn't going to keep ambitious progressive engineers around for the one run."
"1900","The don't fired people who should be, too much politics, micromanagement, people working for a fixed salary and a comfy zone without been pushed nor challenged."
"1901","I cant think of any negatives."
"1902","almost nowhere to go vertically. Most employees either get tired of their role and quit or move to another team in the exact same role. Known internally as the revolving door and the incubator because the turnover is so high. A lot of the job still involves manual data entry and the ""special projects"" you take part in are just substituting one mindless task for the other most of the time. Unless you are technically... savvy or have a degree in computer science or engineering there isn't many roles you will feel challenged in. Boredom is a huge problem among analysts at Bloomberg. Fulfilling work, it is not."
"1903","there is a proper balance between quantitative assessment and common sense. It shouldn't take that much man power to identify who is doing a good job and who is not. All this does is slow down the people who are doing something and allows the slackers a place to hide by gaming the system."
"1904","How middle management is brought on is questionable, some have market experience while others advance through seniority."
"1905","Advancement should be merit-based."
"1906","heavy software legacy and technical dept, reluctance for radical modernization"
"1907","Can feel a little Orwellian due to security elements"
"1908","Management doesn't understand the difference between a good employee and one who appears good. There seems to be massive confusion about the overall goal of the department and the role of analysts. Technology expertise is becoming essential instead of an added skill. Metrics are used to determine how much work gets done as well as an ""intangible"" assessment; meaning promotions and raises/bonuses are really about how... much management likes you. 

For all the money they spend on food, the coffee is poor at best. 

Eventually those duel screens will make you blind."
"1909","Talk with the bottom of the triangle more to see what is happening or soon you will not have anyone to stand on."
"1910","-Horrible  working environment, work life balance doesn't exist. 
-Strong  corporate culture that caters to upper management only and is clueless on what happens on the ground.
-As long as you're a ""yes man/woman"" you're likely to succeed but if you have an ounce of entrepreneurship or creativity, expect some serious stagnation to your career progression."
"1911","Try to be more in touch with reality and try to embrace the spirit of entrepreneurship that new joiners could bring on. Get out of this cult-like mentality, you are doomed to fail if you only listen to a selected group of senior managers. No wonder the likes of Symphony are a major threat to your business and likely to take over."
"1912","travel can be onerous, sales targets are contrived, disorganized at times"
"1913","Regional Reps are expected to do a lot more than local reps without a pay increase."
"1914","Need to get more granular with your reps expectations. To the specific state and city."
"1915","Bosses are condescending and expect too much from their employees. They expect you to work on weekends and on your sick days from home and to stay late at last minutes notice"
"1916","Get better middle management and have upper management pay closer attention to what middle management is doing. That way their employees won't be so disgruntled"
"1917","Not challenging work, lots of admin"
"1918","I don't really have any cons to report, because everything would be covered under a confidentiality agreement anyway, although I suppose I just breached that agreement by telling you that."
"1919","Why would I give advice to Mike Bloomberg? It's his company. He can do what he wants to do with it."
"1920","I don't really have any cons to report, because everything would be covered under a confidentiality agreement anyway, although I suppose I just breached that agreement by telling you that."
"1921","Why would I give advice to Mike Bloomberg? It's his company. He can do what he wants to do with it."
"1922","Empresa com fortes diretrizes de atuação e políticas globais; pouco espaço para criatividade e inovação; excessivo controlê de processos ""micro management""."
"1923","Noisy environment. Tendency to short term thinking"
"1924","None"
"1925","Lack of a defined career path especially if you're technical and not in Engineering. There is also a lack of technical management and mentorship is this department, but a lot of lip service paid to being technical without the wherewithal to help you on this path. The organization is also very large and without centralized project management, so a lot of projects end up being duplicated somewhere else in the... organization.

The company discourages working from home and any sort of remote work arrangement."
"1926","The strategy seems to be to fire all the older employees,  hire anyone with a PhD or ivy league degree even if you have nothing concrete for them to work on, then expect magic from them with no guidance. This may work on occasion, but doesn't seem to save the company from its larger strategy and retention issues."
"1927","The working environment might be a bit intensive for some people, there is a fair amount of pressure and stress, but if you are able to deal with it you can really make a mark."
"1928","repeating work.
hardly get permanent role"
"1929","They will work you like a dog, they pile on more responsibility but don't increase the pay. They try to make you work long hours."
"1930","As any job, It can get quite repetitive. Demanding customers can be insulting at times, so you have to have an emotional stamina."
"1931","Great experience overall, definitely more pros than cons when you come out of it. Made really good friends who I keep in touch with."
"1932","The hours are long at times"
"1933","Bad manager for more than 1 times"
"1934","Keep Good worker; get rid of bad mgr"
"1935","Lots of work to be done, never a minute to sit and take a break"
"1936","Micro manage
Challenging time management
Shifts
Long hours"
"1937","I prefer Internet Company which use more advanced technology"
"1938","Compensation was not the best"
"1939","They treat you like high school kids, it is also very political despite their efforts to be hierarchy free."
"1940","TO treat the employees more like adults and stop controlling lunch time minutes and badge in time by the minute etc."
"1941","Management is never around, long hours, break is not paid. must work extra 30 mins. no guidance at all."
"1942","The culture very much reflects the personality of its founder and that of a trading firm. In many respects, this aggressive culture enables quick turnaround and strong results, however there is a dark side that can create an ultra competitive environment where no one trusts each other and where they are always out for number one at the expense of all else."
"1943","Be careful if you are above a certain age."
"1944","There are a lot of self serving people working there that do not care about the business."
"1945","Stacked ranking
Stacked ranking destroys a culture.  Period.  Speaking teamwork is lipservic, but really there are no teams  or in other words you are a team of one since stacked ranking. Best to the hard-working employees trapped there with no place else to go.  
B and C bosses, which means if you are an A player you will not be promoted as that would upend the B and C bosses. True or I couldn't say it."
"1946","No advice to management or else I'd have to bill you for it.
Actually you are your own just rewards, since your company is in big trouble, the industry is evolving and terminals have stopped growing you will have to deal with an irate mayor B who will demand more busy work."
"1947","The work can be repetitive. It's hard to switch things up. But if you find yourself getting bored, you can ask to be switched to a different team and learn another position."
"1948","Very unprofessional environment. Training non-existent. Disorganized, clumsy and unqualified personnel promoted into staff leading positions. Staff very unhappy and terrible atmosphere within the office. No one knows what they are doing from one day to the next."
"1949","Extremely disrespectful of staff. Need to remove key members of ""management"" team."
"1950","This is a work-hard environment, like any fast- growing company, you need to roll up your sleeves. To me this isn't a Con, but I see that to some it might be."
"1951","After the initial 8 week training period, you start as a generalist fielding questions from Bloomberg customers over an Instant Chat service. Essentially a glorified call centre role. After a stint of doing this from 1-2 years (some might be a bit quicker), you are assigned to a sales team where you put your knowledge of how the BBG terminal works to demonstrate the tools to clients. For the lucky few this may... involve a bit of travel, but in terms of actually what you are doing, it is just showing people how the bbg tools work face to face. I.e. show them how to pull up graphs, display their news properly. Once you get a bit more senior in the role you may start to show clients tools related to valuing swaps, options and how to chart using technical analysis. That said, there are always specialists who know more, so you never go into too much detail with clients. The main goal of you as a rep at this stage is to sell, and targets are clearly visible using internal systems to all employees and managers.

If you're not in the top half of the scoreboard you are harrassed about your performance. As one person on my team put it ""it was best to not be too good, as you will get noticed, but also not to be too bad, else you got noticed"" so the idea was to strategically not draw too much attention to yourself for fear of getting questioned on your performance.

Managers in this place are not actual 'managers' - in that they don't encourage, support nor get the most out of people. The company promotes from within, and so those who rise to managers are simply those who have stuck it out and have more 'familiarity' with the product. 

This is something the company needs to address, as having someone who is experienced and having someone who can manage others are clearly not one of the same thing. 

Managers (not just mine) have a reputation of micro-managing and creating a stressful environment for it's employees.

There is often a clique between managers and certain employees on the teams too (star performers) which excludes about 80% of the team so you do the math - this kind of culture will only serve to promote those at the top, when another way of looking at the same problem would be to raise the performance standard for everyone, and not to discriminate. This would be more socially and financially profitable to the team and culture.

Lots of things wrong with this organisation, but I guess it is similar to other places where at the end of the day it is all about sales. You either love that kind of environment or you don't."
"1952","Less micro management - give your employees room to grow. Treat all people fairly (surely that's just basic common sense? : )"
"1953","It does get somewhat ""Dilbertesque"" being a large company. But I think that is to be expected from 99+ percent of companies that have more than say 1000 employees."
"1954","Review process if it could be made better would be great. The relative rating system that was adopted in the end was disheartening to say the least."
"1955","A good amount of mediocrity.  Lacks the innovation that they think they have."
"1956","Hire smarter, more competent, and harder working staff if you want to stay on top of your market."
"1957","not much very nice people"
"1958","micro-management by tead leads motivated by their insecurity."
"1959","Talk to developers. Don't listen to only team leads."
"1960","The open office environment is not for everyone. co-workers are seated in teams at five foot desks in trading style. Need to be able to work in sometimes noisy space."
"1961","Provide better opportunity for movement in career either vertically or horizontally. more desk space for certain department or job functions would be helpful"
"1962","Can be hectic and crazy sometimes but overal with it."
"1963","Management is great. The open and transparent work environment works well."
"1964","long hours, no work-life balance"
"1965","long hours, no work-life balance"
"1966","Very long hours for the salary
Low base salary
Only receive 2 weeks off for vacation each year
Most companies are moving to 3 weeks off a year"
"1967","no work life balance and management is not the best"
"1968","Managers have high expectations that may or may not be communicated to you."
"1969","Don't play favorites on the team and encourage and support all team members' career paths."
"1970","Limited guidance from senior management. lack of clear vision for project and ultimate significance and value to the overall company. more training required"
"1971","change payment structure to offer incentive for productivity and discourage ""clock in clock out approach."
"1972","Not a ton of upward mobility and very repetitive day to day work and not a ton of flexibility in that."
"1973","Lead and management selection process is not exactly consistent in quality.
Sometimes great developers dont mean great leaders."
"1974","Work life balance can take a toll. Issues can come up any time during non office hours (depending on the group). Review process can be a little confusing. Not sure how fair it is. Compensation may not be the best in town."
"1975","All about core sales. If you are in one of the supporting teams or vertices you are always overruled by terminal sales no matter what."
"1976","invest in the verticals to have a chance to really diversify the portfolio."
"1977","The work doesn't add any value to real life, you get restricted to operating the terminals and selling them, once you leave you don't know anything else apart from that. They pass the idea that you can easily be transferred from one country to another, but in reality there are a lot of politics and this only happens in rare cases."
"1978","You are only as good as the thing you are currently working on..."
"1979","The culture is tough, but not an excuse for poor leadership behavior..."
"1980","Cons are very department specific. In this case I will only talk about Information System Department.

-No Movement in Information Systems
-In order to move up in the ranks be expected to suck up to management. I stress this!
-Don't rely on your technical skills, they do not matter.
-Don't expect to learn a lot. You will be doing high volume of repetitive tasks"
"1981","Get rid of the current one!"
"1982","although we have good benefit, but the basic salary is not high"
"1983","Limited areas for future career development"
"1984","overall flat and good"
"1985","Ok, here it goes. This office is a sinking ship. The entire department is an outdated mix of 20+ year analysts who are so complacent in their current roles that the first whisper of automation makes them cringe with the thought of losing their jobs. The attrition rate among younger employees is astronomical as they realize within 6 months of being there that this is the biggest waste of time and effort since their... freshmen year art elective. 
If you enjoy working with data, and by that I mean entering digit after digit without giving any thought whatsoever to what it means, and who uses it, then send in your resume their looking for people like you. 
There is no room for growth, although they will tell you differently through all the different seminars and information sessions. You start in data, you will end in data, unless you actively look for something better outside the company. And the reason for that brings me to my final point...
The upper management of Global Data in Princeton, NJ is the most inept, unintelligent, smug, condescending, bureaucratic, and just downright incompetent bunch of individuals to run a department. Most of them have been there since the building was opened, which somehow legitimizes there sense of entitlement. They preach transparency and collaboration yet they offer no insight and no growth opportunities, unless that means making their jobs easier so they have more time to talk about little league in the kitchen. They pick favorites with a nice smile and they let the rest fend for themselves. If you have any sense of self-worth, keep searching Glassdoor for jobs."
"1986","Engage the skilled employees or watch them leave."
"1987","Constant organizational restructuring by new heads of depts. In sales my territory & client coverage changes at least once sometimes twice per year"
"1988","Unless there is an absolute need stop reorganizing sales teams & regions"
"1989","Sales and Analytic department is a nightmare. You are on live chat with client that are constantly yelling at you. You have no choice , you need to deal with it. And this is not all. Your metric are based on call% (feel like to be in a call center) , number of chat resolved and also duration (how long it takes to solve the issue). So it's not just the stress of upset clients but also having your team leader eyes on... you because you are taking too long to get that resolve. 

Your manager will review your answers and put yo down sometimes for really no reason. At teh end you are so frustrated that you really just want to leave. Be very careful when you answer clients and how you are treating them because everyone can check what you are answering."
"1990","More flexibility."
"1991","Not sure about the career opportunities outside the firm. Within they are great, anyone can change basically to any position she wants after a couple years. But changing into ibd or a different industry, if one realises that its not for her,  I am not sure how well that would work, since the work is really specialised."
"1992","- Boring job – when I applied to work at Bloomberg, the job description sounded like it will involve at least some research/analysis of various asset classes (depending on what team you get assigned to). In reality, the job is basically a glorified caller center worker who tags data. My days consisted of moving data points from point A to point B, and dealing with angry clients asking why we make stupid mistakes.... Occasionally, you are given some “projects” which are either just simple and mind-numbing mass data corrections, or some aimless “improvement” requests that die down without real solutions several months later. I felt like my brain cells were slowly dying of inactivity during my tenure there.
- Clueless managers and apathetic colleagues – it’s true what they say about how quality of your work experience depends on the people you work with. Most managers are completely clueless, and they are where they are only because they’ve been working in the company for so long (and their peers who are actually qualified presumably left the firm long time ago). They have no idea how to run a department/team, but still love bossing around because they are delusional and power-tripping. They act as if they are in Wall Street by throwing around finance/management jargons and acronyms that have no applications to our operation, and seem to be only occupied with pleasing their own managers. I felt like I was in a big frat house where the managers were busy “bro-ing” with each other and their managers. In terms of your colleagues, there are three types: 1) those who are ambitious, smart, and motivated; 2) those who are neither smart nor motivated; and 3) those who are smart, but not motivated. Of those in the three categories, people in the first category quickly realize the limitation of the department and leave as quickly as possible. Thus, you are left to work with those who can’t perform because they lack the skills/intelligence, or won’t perform because they just don’t care. Either way, the quality of work that gets done is mediocre at best. The worst part of all of this is that before not too long, you will find yourself in one of the latter two categories at some point if you decide to stay for too long.
- Laughable technology – for a company who claims to be a leader in the financial data business, the technology used in the firm is a joke for the most part, and once again, mediocre at best. The management refuses to invest serious money into developing a better system; instead, they only invest in cheaper patching-up solutions just to get by. 
- No growth opportunity – the company has a very flat structure, which means that there are very few management positions available. You learn absolutely nothing that is applicable outside of your team, so most people are stuck doing the same things year after year. If you are smart and good at what you do, your chance of being promoted actually seems to decrease since they are worried that they won’t be able to find a suitable replacement for you. There are options to apply to transfer internally (or to NYC), but the competition is very tough, and even if you are able to transfer, more likely than not you will be doing similar tasks that you have been doing – just with a different asset class. Those who are motivated/smart enough to learn new skills don’t even bother applying internally – they simply leave the firm.
- Long lines for bathroom stalls – I don’t see any previous reviewers mentioning it, but this is a real problem in the Skillman office. I don’t know what they do (nor do I want to know) in the bathroom stalls, but regardless of when you go to the bathroom, there is *always* a line for stalls. It wasn’t rare for people to wait 5-10 minutes in line. Apparently going number two is a privilege in that office. My current colleagues think that I’m making this up, but sadly, I’m not. 

My apologies for the long review, but in short, if you have even half a brain and think that you have a shot at being successful at any other place, do yourself a favor and stay away from this place."
"1993","Instead of pushing away all the promising younger employees, wipe out all the low- and mid-level managers, especially the ones who have kept the same position for nearly a decade. It’s clear that there are so many other employees who deserve to be promoted, and keeping the current managers will only further decrease the morale level among the analysts. They should also consider bringing managers from outside the... company who have proper management experience and skills. Finally, stop lying to the job applicants about what their responsibilities will be. Bloomberg is NOT Goldman or JPM, so stop acting like one."
"1994","Not sure yet. Did not work there yet"
"1995","Not sure yet. Did not work there yet"
"1996","- Long hours of work, not ideal for work/life balance
- Team Leader management is sometimes flaky
- Performance Review Evaluation doesn't seem to be consistent between teams, which make it unfair in some cases
- You need to be ready to show-off to make sure you get noticed and get a fair review at the end of the year"
"1997","Limited career growth in an outer office."
"1998","Very silo'd; products not as well integrated with each other as they should be as a result, political environment; sometimes - due to silo'd structure and/or management culture there are some head scratching decisions that come from senior management. Could do much much better at having real work-life balance and giving autonomy to employees and treating them as adults"
"1999","Get rid of silos; don't create environment where people can succeed by prioritizing their own personal success over the success of the company and what is best for clients. Stop duplicating efforts across the firm due to silo'd business units."
"2000","Inflexibility regarding medical cover. Currently provide the best medical aid on the market, one cannot downgrade at the moment to take home more money"
"2001","Flexibility around employee selection of benefits"
"2002","You are one of over 100 temp employees and they only hire about 3 full time analysts a year. There is no guarantee that they hire temps to the full time roles either."
"2003","Really long hours and demanding management"
"2004","N/A"
"2005","- Nothing glaring to report!"
"2006","- Continue to support innovation in the workplace"
"2007","slow promotion 
routine-based tasks
management unprepared team leaders"
"2008","invest more in team leaders"
"2009","Senior management in London and New York not having experience or know how to grow the company. They just love to delegate and we know what runs down hill. 
Also very fast to put people on ""plans"" to oust them out constructively"
"2010","Listen to your staff. You pay enough to bring them on board. Do some work and be heard more in public speaking. Don't keep passing the buck"
"2011","The only con I can think of is that you are left to your own devises as far as where your career is going there."
"2012","Do more to build up your staff with education and classes."
"2013","The work is incredibly tedious and unfulfilling, few people here are passionate about what they do, management is for the most part underqualified and unenthusiastic about change, and daily work is mired in laughably outdated software and workflow tools that are incredibly frustrating to use and in many cases have not been updated since the 90s. 

To top it all off, you're in central New Jersey with slim prospects... of moving to another Bloomberg office within 18 months, which leads to high attrition rates and low morale among young employees and a collective sense that this is a place where careers go to die, and should be used temporarily as a stepping stone while you study for the CFA. People jokingly call 'Global Data' 'Global Data Entry', and this name fits. 

Yes, data processing may be inherently tedious work, however that is greatly exacerbated when the department has collectively shrugged its shoulders at any legitimate efforts to utilize the widespread advances in technology and data processing automation of the last 15 years, instead relying on questionable and incredibly outdated tools and processes (literally, in many cases these ave not been updated at all since the 1990s). Management talks the talk of leveraging technology (OMG the crowd! codecademy!), but in most cases these solutions are far too little too late and are further hurt by a lack of any legitimate R&D support. Analysts with little to no technical background (who are further surrounded by older employees with no desire for change) can only do so much. 

Compared with the glamorous Bloomberg offices in NYC and the rest of the world as well as the incredible funding we pour into the (money-hemorrhaging) news department, the Skillman office feels like the forgotten stepchild of the Bloomberg corporate family."
"2014","First off, take a look around and recognize how overpaid and underqualified you are to be the management of this relatively important department at a global company. Congratulations: you made it, somehow. 

Second off, recognize the fact that having 90% of your management team be people who have spent their entire lives in central NJ and who have spent their entire careers within one office at Bloomberg is not a... good way to run this department, unless you are hoping to run it into the ground. 

Then, take a look at the massive attrition rates you have among younger employees and realize that few people want to spend their early/mid twenties living in suburban NJ hoping daily that they'll somehow get transferred to New York. This is a great way to lose tons of young talent, which is one of the few things that management here is really fantastic at. Again, congratulations. 

Then, when looking to orient your department in a more technology-driven direction (or even just any direction that's not laughably inefficient), cause it's 2016 and manually inputting data on barely readable screens built in 1997 isn't really acceptable anymore, try getting HR to hire people with actual CS and programming skills and backgrounds rather than throwing people without any experience into technical roles and hoping something good will happen (hint: it probably won't). Work in the Skillman office seems to have been frozen in time since 2004 and with every passing year things get less and less efficient and young employees get more and more frustrated (and leave)."
"2015","-what really is the culture
-a lot of rude people who talk down to you if you're an intern"
"2016","don't hire awful people, have friendly recruiters, make it easier to really talk to people higher up, the company isn't that transparent"
"2017","Too many people have overstayed their welcome. There are also way to many managers running the shop. It takes forever to get a organizational decision made."
"2018","Less focus on the NY headquarters mothership."
"2019","Managers don't know how to manage
You are graded on everything you do
Metrics make no sense
Feels like you're a child in school
TURNOVER RATE IS HIGH!"
"2020","Get rid of the metrics- you make your employees suffer and therefore the turnover rates will always be high. Employees will leave and go to other places where you aren't graded on your every move."
"2021","no cons so far, I'll add sth if it comes up"
"2022","keep going"
"2023","Trop de déplacement entre Paris et Londres et beaucoup de voyage.. Pression quantitative au dépens du qualitatif."
"2024","Une des meilleures directions qui existe dans les sociétés que j'ai pu rencontrer.. Donc rien à redire...."
"2025","It is a tough environment to work in. Supervisors in some divisions yell at employees. You are clocked when you enter the building and when you leave. At headquarters, there is pressure to be at your desk and to leave late."
"2026","Make the company a more congenial place to work and educate employees on what other divisions of the company do."
"2027","1. outdated technologies, hardware and tools to work with.
2. No higher management vision on growing business
3. career is stagnates after sometime"
"2028","support more innovation for future survival"
"2029","not many cons, maybe not the best place to begin and hope to move it a market based role"
"2030","Keep up the networking for employees, Lee encouraging freedom to move. Careful of politics within departments"
"2031","If you're not used to working long hours, this is not the place for you. News department is run by the editors (too many), not reporters."
"2032","too many managers, too many people running the place."
"2033","too many of you."
"2034","they think they own you --- no moonlighting. frequent calls at 11 p.m. when a colleague has dropped the ball and they need you to pick it up. almost annual layoffs the past few years."
"2035","consider output as well as people that love to talk themselves up."
"2036","Many layers of management in the company."
"2037","There's an old guard of people at the top that can either make everything work for you or make everything fall apart.
Very little chance for career development within BNEF, and most BNEF people have little interest in working in the greater Bloomberg company (other than maybe Bloomberg Industries)."
"2038","Sometimes needs to work on too many applications at a time"
"2039","-Promotes work-life balance but ironically enforces 10-hours work days
-Big brother is watching you like a hawk
-Management is a classic example of the 'Peter Principle'
-Plenty of training early on, then nothing
-Company is going through a major downturn
-Bonus scheme is an absolute joke (basically an extra paycheck each year)"
"2040","Promote on merit, not popularity"
"2041","Very long hours and unrealistic metrics"
"2042","core technical team not know the actual deal outside NY
long working hour
team structure is not well defined"
"2043","Glorified call centre. The career prospects depend greatly on the business needs, as opposed to other parts of the business with a much better career pipeline."
"2044","Everything not covered in Pros. Coming from a guy in R&D, this place is stuck in the '90s."
"2045","lol."
"2046","Overall very political. Very much driven out of New York - even in a large office like London decisions are often made in NY, often without those people knowing the local circumstances. Internal power is with personnel who have been with the company for years. This is very frustrating for experienced people like myself that are hired. Often introduced to ""John Doe, who has been with Bloomberg for 12 years.""... Seniority and influence was definitely dependent on years of service. Tradebook is an outlier within overall Bloomberg. Always thought senior Bloomberg management did not know what to make of us or straight up would not work with us as they thought it was against their own clients.
Within Tradebook I was amazed about how many senior managers thought that they could only get their point across by shouting. Luckily my direct manager was quite the opposite."
"2047","Make it a more interesting option for experienced people to join. Either pay what you made out to be a realistic bonus during the hiring process or be more honest in setting expectations."
"2048","need to work overtime many a times, also on weekends, and climatical condition is not suitable."
"2049","Too big to move or be agile in the current scenario"
"2050","take faster decisions"
"2051","communication, environment,less friendly, high target"
"2052","communication"
"2053","In return, you are expected to be available at all times, 24-7, even on vacations. There is little praise for work well done, and continuous pressure to do more, faster. Senior management is aloof and lacks vision.."
"2054","Listen to your people, and try to match their talents to their jobs, rather than trying to make everyone do everything. Take a step back and see whether what you are doing is counterproductive."
