Employer's Name,Review Link,Job Title,City/Town Name,State Name,Country Name,Interview Date,Interview Difficulty,Interview Length (no. of days),Process,Interview Outcome,Overall Experience,Why Decline,Negotiation Phase,Interview Question 1,Interview Question 2,Interview Question 3,Interview Question 4,Interview Question 5,Employer Response
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW335066.htm,Associate Director,Milano,Umbria,Italy,12/3/2009,Average,180,The interview process lasted 6 months (quite a bit long). I intervied with 4 people and I was requested to attend a numerical test (simulating a credit rating process),No Offer,Positive, , ,Why do you want to join an organisation like S&P,Technical test, , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW11567157.htm,Associate Director,Mexico City,Distrito Federal,Mexico,8/15/2016,Very Easy,120,"The process of different interviews was very erratic and lacking structure. The process was not clear and I was surprised I never had a technical interview. Once you receive the offer, make clear that you have the contract signed below leaving your job as the process might be erratic as well.",Declined Offer,Neutral, , ,"Questions were oriented to why you want to leave your current job, experience in risk management and why you want to work for S&P. I received the offer and was not asked a sole technical question so they might rely more on career path than what you can show in a day", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW22434652.htm,Client Service Associate, , , ,9/12/2018,Easy, ,"First of all, I received an email requesting my availability for a telephone interview. I gave my availability for that week and the week after. However, they took a while to respond, in comparison to other companies I have applied for, then scheduled my interview for a day I was unavailable. After rearranging, I did not enjoy the telephone interview itself. The interviewer seemed disinterested and asked repetitive questions which I had already answered. Then when I asked any questions she did not answer them, just asked me what I thought and said I was incorrect, which was exactly why I asked her the question. Even if I am accepted to the next round I will decline as I am shocked at the lack of organisation and coherency of the company, as everything up until now has been handled messily.",Declined Offer,Negative, , ,Walk me through your CV and tell me how this makes you suitable for the role., , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW367493.htm,Analyst, , , ,1/16/2010,Average,28,"Recruiter contacted me after placing job specification and curriculum vitae on a jobs website. Soon after meeting with the recruiter for a coffee, she contacted me about a job at Standard and Poor's. I met initially with a director within the company and then met with the two managing directors who i would ultimately work for. Both interviews were about half an hour long and I hot the call after my second interview (a day later) that I had got the job. The hardest part of the interview process was waiting for my contract from their HR so I could hand in my resignation. Their HR system is not the most efficient.",Accepted Offer,Neutral, , ,What the worst mistake you have ever made?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW7938189.htm,Analyst,Hong Kong, ,Hong Kong,9/14/2015,Average,30,"I had my interviews with my boss and two peers of his. Lots of analysts hired in Hong Kong because the amount of Chinese companies issuing overseas bonds and lack of license to rate companies in mainland China. We took up a flood inside the good office located in the shopping mall, ICC on Kowloon side of Hong Kong.",No Offer,Positive, , ,Long term plan; financial skills; people skills, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW15718793.htm,Analyst,London,England,UK,7/2/2017,Average, ,Indepth but friendly process. Two interviewers taking turns then together in subsequent rounds. Focus was on key skills and personal drivers. How to fit with the company. Fairly short and quick process. no attempt to make the process uncomfortable or tiresome.,Accepted Offer,Positive, , ,Key Motivation Driver, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW14254160.htm,Analyst, , , ,3/19/2017,Average, ,"1st round 30 minutes phone interview by HR, then 2nd round of video interview, 2 interviewers, who would be the future team leader, approximately 1 hour, 3rd round 3-hour written test",Accepted Offer,Positive, , ,"Go over your experiences on resume, ask  questions about your understanding of ratings, did you ever handling with data and how, understanding of current economic incidents, go over with the details of the job responsibilities", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW23684088.htm,Analyst,Gurgaon,Haryana,India,12/3/2018,Average, ,There were 3 rounds of interview first was hr then was the interview with the manager and then there was a the head of the department interview which was taken on video conferencing,No Offer,Negative, , ,"Hr was basic about the company, manager and hod was about basic of finance and accounting was is derivative,share warrant,nci, call and put", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW23276888.htm,Internship, , , ,11/5/2018,Average, ,"Pre-recorded video interview, which is always awkward to deal with because you can't judge the reaction of the interviewer nor can you expand on certain aspects if they look/are interested. But HR is very nice and say they take that in account. Also, always willing to answer any emails. The questions, however, tend to be quite negative and you will end up repeating yourself. Also, if you get invited for interviews in different locations or programmes, the questions will be exactly the same each time!",Declined Offer,Positive, , ,Why do you think you're suited for the position?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW12567506.htm,Intern,Stockholm,Stockholm,Sweden,11/5/2016,Difficult,10,"Case interview where selected financial information was provided. I had 20 minutes to analyse two companies in terms of business risk and market risk, followed by a 5 minute presentation for two senior staff members.",No Offer,Positive, , ,How would you rate these two companies on a scale from 1-5? Why?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW23264530.htm,Intern, , , ,11/4/2018,Easy, ,The vedio interview about 6 questions. Pretty straightforward. About 1 and a half minute to answer the question. Need your mic work well. A relatively good experience and don't need too much preparation,No Offer,Positive, , ,"What is the responsibility of your position?
Why S&P?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW704110.htm,Intern, , , ,11/3/2010,Difficult,1,"Took over an hour on the phone, and the manager asked really thorough and challenging questions.",Accepted Offer,Neutral, , ,Tell me about how to work in a group efficiently, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9011586.htm,Intern, , , ,12/28/2015,Average,60,"1st phase: I had to submit CV+ cover letter and answer basic personal questions 2nd phase: Interview in front of the computer, questions popping up, no person on other side 3rd phase: 2 half hour calls, both technical and motivational Final round: 2 half hours calls",Accepted Offer,Positive, , ,"Describe the BS, List the economic differences between the US and North Korea, Tell me something about yourself, Why S&P", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9782863.htm,Intern,Paris,Ile-de-France,France,3/3/2016,Average,30,"I went through a 3 round-interview process including: - A video interview - A technical phone interview (corporate finance, global economy, accounting) with an associate. Example: give profitability, liquidity, efficiency ratios. - 2 behavioural phone interviews with an associate and a director (why S&P, previous experience) with a couple of questions related to current economical issues (brexit, 2008 crisis, eurozone)",Accepted Offer,Positive, , ,Explain the euro zone crisis, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6630693.htm,Intern,London,England,UK,5/18/2015,Average,120,"Video interview - interests, motivation, competencies 2 telephone interviews 30 mins (lasted about 25mins) - technical questions - Accounting and Finance, going through CV briefly, behavioural, competencies 2 telephone interviews 30 mins (lasted about 10-15mins) - Discussion about interests and opportunity to ask final questions, going through CV extensively, discuss courses and projects, behavioural.",Accepted Offer,Positive, , ,Why would a firm delay issuing bonds given the upcoming election?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6524207.htm,Intern,Melbourne,Victoria,Australia,5/6/2015,Difficult,21,"Interviewed by the associate director who seems to be a very great guy. It was quite a standard procedure, starting with self introduction and followed by three or four general technical questions regarding economics, finance, and corporate risk.",No Offer,Positive, , ,What's your projection of the movement of interest rate., , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6382337.htm,Intern,London,England,UK,4/19/2015,Average,120,Applied online. Process took quite a long time (think it was due the fact that they re-managed the process after Christmas break) but was always very efficient and precise. Liked the fact that they spend time sending me reminder for scheduled events/interviews.,Accepted Offer,Positive, , ,How would you explain the recent credit crunch?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6027524.htm,Intern, , , ,3/2/2015,Average,28,"Two 30 minute phone calls with associates and then interviews in New York at the Headquarters. Mainly asked behavioral questions such as biggest weakness, describe a time when you made a difficult decision, etic with a couple technical questions.",No Offer,Positive, , ,How would you rate the debt of a certain company? What would you need?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1852209.htm,Senior Research Assistant,Tel Aviv-Yafo,Tel Aviv,Israel,8/16/2012,Average,7,"For the job in Tel Aviv, project finance team. I was first interviewd by my manager who asked questions about my former background and professional questions. The interview was done in two languages - Hebrew and english. When I passed this staged I was interviewed by the Analytical Manager of the team, with more general questions. However, I know other teams hire in differents ways for e.g using Pilat",Accepted Offer,Positive, ,Almost no negotiation as this was my first Job,"The questions were pretty much expected - a few on my resume, and a few professional ones. nothing specific that I can remeber.", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW21869892.htm,Senior Software Engineer,Gurgaon,Haryana,India,8/8/2018,Average, ,3 rounds of interview. first telephonic asked basic .net questions. Second face to face taken by 2 interviewer.Real example question.\ Third round managerial basic management questions. They have fair interview process.Ask Average question not so tough not so easy.,Accepted Offer,Positive, , ,Why i want to change, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW253688.htm,Technology, , , ,7/16/2009,Very Easy,1,Interview process was a joke. First HR asked for salary expectations before position was discussed. HR sets up phone interview which was then canceled minutes before interview start time. Apologized for short notice and rescheduled. Phone interview lasted less than 15 mins with person doing all the talking. Got a rejection email the next day. Were they truly hiring?,No Offer,Negative, , ,What are your salary expectations?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW5349646.htm,Graduate Program, , , ,11/10/2014, , ,"First 15 minutes Human Resources interview the questions were the following: why Standard & Poor’s Ratings Services, why Financial Services, why this three-year graduate program and I introduced myself, with my resume",No Offer, , , ,no unexpected questions, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW730412.htm,Applications Developer, , , ,12/2/2010,Average,2,"Applied to the position online. Received a call from HR and asked some basic questions regarding the position and scheduled a phone interview with the Hiring manager. The phone interview with the hiring manager was short lasted for about 20 mins. Asked questions regarding my experience and background and almost 4 technical questions like difference between RANK and DENSE RANK, AWT and SWING, etc. I was told that I would be called for an on-site interview. Received a call from HR after a week to schedule an onsite interview. The onsite interview consists of a skill test - Oracle, Java, PL/SQL. The Project manager went over my resume, and asked several technical questions. Then I was interviewed by the Hiring manager, the interview consisted of lots of technical questions about Oracle and Informatica. I did prepare myself for the interview, however I could not answer all the technical questions. I felt the interview was like a trivia contest. If I had passed that contest, I would have had that position, little or no consideration was given to education, background, interests or experiences related to the position.",No Offer,Neutral, , ,How does an aggregator work in Informatica. The actual mechanism from theoretical perspective., , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6516947.htm,Structured Finance,São Paulo,São Paulo,Brazil,5/5/2015,Difficult,21,"Logic (average financial services difficulty) and finance (not particularly hard if you are able to think instead of replication knowledge, some out of the box questions) test together with other candidates, then followed by three rounds of interviews: with the HR, with analysts and specialists, then with the area director. Took about 3 weeks in total.",Accepted Offer,Positive, , ,"Would you rather have 1 AA bond or 100 BBB bonds? (Given a table of ratings, ratings transitions and probability of default)", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9413689.htm,Summer, , , ,2/1/2016,Average,120,"Online application; Hirevue (motivational); 2 phone interviews of 30 min each and 1 last phone interview of 30 min. The phone interviews were technical and motivational. Technical questions divided by: economics, finance and accounting. Motivational questions as usual: leadership experiences, why S&P.",No Offer,Neutral, , ,Differences in economic model of US and North Korea; if you were the CFO how would you raise funds for your company; how to give returns to shareholders; which are the main documents in a financial statement; what is working capital?; list me some profitability ratios; which are the economic consequences of Brexit?; what can you tell me about the European crisis?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8883227.htm,Summer,London,England,UK,12/10/2015,Average,28,"Applied through the website. Got an email asking for a phone interview few weeks later. Interviewer was quite uninterested. Question were quite basic, nothing tough. Seemed to focus more on why I wasn't a British Citizen.",No Offer,Negative, , ,Why Credit Benchmark,What do you know about Credit Benchmark, , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW18125048.htm,Summer,London,England,UK,11/29/2017,Average,1,On demand interview via Hirevue with a 5 days time limit to finish. There were ten questions where seven of them were motivatonal questions in the first phase. For every question you get a certain time to think then for example 2 minutes to answer the question.,No Offer,Positive, , ,Why do you want to work for S&P?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW16839277.htm,Summer Analyst, , , ,9/15/2017,Average, ,First I received per email an invite to sit a video interview almost right after completing the application. The next step consisted in completing two phone interviews in the same day. Both interviews lasted around 30 minutes.,Accepted Offer,Positive, , ,What is the difference in the economic systems in the US and North Korea?,Please mention some relevant financial ratios and explain their importance., , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW17845397.htm,Summer Analyst,London,England,UK,11/10/2017,Average,30,I sent the application with Cv and cover letter and after one month more or less I got invited for a video interview. The interview lasts more or less 20 minutes and is only motivational.,No Offer,Positive, , ,"Your understanding of this role? 
Why S&P’s? ", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW17857244.htm,Summer Analyst, , , ,11/12/2017,Average,14,"Online application with CV screaning, video interview with several questions about why wanted to join S&P. The questions are not difficult, but you have to prepare to answer effectively.",Declined Offer,Positive, , ,Knowledge of S&P (specific) and why financial service industry, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW12416559.htm,Summer Associate, , , ,10/23/2016,Average,14,After submitting the application you are invited to a video interview. The interview will be no longer then 30 minutes and you have to answer to around 10 questions. Question are competency based or motivational,No Offer,Neutral, , ,Why did you apply to this job position ?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9465956.htm,Summer Associate,London,England,UK,2/5/2016,Difficult,90,"Virtual interview with very basic question like why finance, why S&P, then 2 half hour interviews mostly technical with few competency questions. Final stage, again 2 half hours interviews, but this time only competency and commercial awareness questions, going through your CV and asking why you want to work for S&P. General discussion about equity market and the role of CRAs in the economy.",No Offer,Positive, , ,Why S&P? What do you think about Britain leaving the EU?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW20289328.htm,Software Developer,Gurgaon,Haryana,India,4/24/2018,Very Easy, ,"phone interview : walk through your resume, not very hard, need highly communication skills.Hiring process is quickly than other companies and all the interviewers are very nice to talk with.",Declined Offer,Positive, , , , , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1185470.htm,Rating Specialist, , , ,11/4/2011,Average,1,Relaxed and informal.,Accepted Offer,Neutral, ,Fast and effective,why do you want to work at S&P, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW11827861.htm,Ratings Analyst,London,England,UK,9/7/2016,Very Easy,60,"applied for two roles in Europe. I received an email from HR in London willing to discuss my background and experience. One minute before the phone interview was going to take place, I received an e-mail that it was rescheduled for the following day. The call was a normal HR interview:I was talking about my education, professional experience, skills etc. The interviewer said that my profile matched their requirements and I will be considered for the next steps. He also mentioned to be leaving for holidays for two weeks but he told me that someone would contact me regarding the recruitment process. Obviously noone contacted me. When two weeks passed, I contacted the interviewer but he didn't reply. I e-mailed him again a week later, and he responded that there were no vacancies available at that time. Then, around 2 weeks later I received another call from him. He said that he would like to discuss my background and experience as my profile seemed interesting for them....he didn't even registered that we had talked before. I was waiting for their call for over a month but it seems that they already forgot me at the moment when the initial interview took place...",No Offer,Negative, , ,"General questions about the education, professional experience etc.", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW306465.htm,Ratings Analyst, , , ,10/18/2009,Average,2,"Ask you questions about your previous work experience, why you would like to work for their firm, why you think you'll be a good fit, your weaknesses and strengths",Accepted Offer,Neutral, , ,Why would you want to work for our firm?,Why do you think you'll be a good fit for this position?, , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8709571.htm,Ratings Analyst,Singapore, ,Singapore,11/20/2015,Average,21,"Interview process was quite straightforward, had to apply online - few basic questions and resume drop. This was followed by a screening call by the HR asking you questions on yourself, motivations for joining, and language proficiencies. Moved onto a face to face interview with two ratings directors from sovereign side and the insurance division. Will be interviewing with managing directors in the next round.",Declined Offer,Neutral, , ,What caused the eurozone crisis and what is the outlook going forward?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW4772913.htm,Regulatory,London,England,UK,8/13/2014,Average,30,Interview over the phone - mostly keen on my motivations to relocate/work for a credit rating agency/what would i gain from it/ why switch from banking to credit rating agency/knowledge of MS office/pros & cons about myself / understanding of risk management / background,Accepted Offer,Positive, , ,Not very challenging., , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1050827.htm,Director, , , ,8/5/2011,Difficult,2,First part of interviw process included fit and technical interviews with at least 4 analyst. the second part was a ratings case study and writing exam.,Accepted Offer,Positive, ,Able to negotiate within limits,How would you describe an industry, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW5198969.htm,Director, , , ,10/19/2014, , ,"easy 3 interviews, hiring manager, vp , MD. few skills asked and hired. it is a very easy process. easier from banking. very few steps to get hired , just ask you personality questions, look into your cv and if you fit you are hired",Accepted Offer, , , ,why move into S&P, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8902581.htm,Financial Analyst, , , ,12/12/2015,Average,28,"Began with a online apptitude test which comprised of quant english reasoning basick gk nd finance. 50 questions from finance. Basic for candidates from commerce background. General Knowledge based on banking, shares , stocks etc",No Offer,Positive, , ,tell me about ypurself, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW16361182.htm,Senior Analyst,Singapore, ,Singapore,8/15/2017,Very Easy, ,Passed the phone interview but recruiter failed to inform about language requirements. I took a day off for 1.5hr in person interview but it ended up being a staring contest between me and the interviewers because they dinged me from the beginning and didn't want to ask any questions.,No Offer,Negative, , , , , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW15581394.htm,Corporate Analyst,London,England,UK,6/22/2017,Average,90,"Long, boring overrated, you talk to various people who don't even know how to interview candidates. Insider/outsider focused. You can feel how indecisive hiring managers are. HR are indifferent to how slow the process can be. Talent Acquisition is actually outsourced to an external company so HR are not part of S&P Global.",Accepted Offer,Neutral, , ,Case Study to take home. Assign a credit rating to a company in the hotel and leisure business. Perform Business Risk Profile and Financial Risk Profile analyses, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6161683.htm,Credit,London,England,UK,3/20/2015,Difficult,10,"1st Round - Hire Vue, Second Round - 2 Technical telephone interview. Questions mixed, a few personal, a few technical and a few critical thinking. Overall the interview process was short and felt worth while .",No Offer,Positive, , ,Why S&P, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW5657271.htm,Credit Analyst, , , ,1/8/2015, , ,"I applied on company's website and was contacted for a first round interview by HireVue.com after 2 weeks. I was confirmed that I passed and would be proceeded immediately. I had my second round of interviews after another 3 weeks, where was 2 30-minute phone interviews.",No Offer, , , ,A lot of technical questions, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6386758.htm,Credit Analyst,London,England,UK,4/20/2015,Average,150,I first applied in November and was contacted by the HR in mid-December. The first round was a video interview and the second and third rounds were phone interviews. The process was simple and HR often gave me updates. My interviewers were all very friendly and it was a joy speaking with them.,Accepted Offer,Positive, , ,Why S&P? What were the causes of the financial crisis?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6554781.htm,Credit Analyst, , , ,5/9/2015,Average, ,"First round was a video interview, with standard personality questions and questions on the company. Second round was an interview with the director where he asked more technical questions. Overall the interview was pretty easy, it would be good to go in prepared with current market information and possible thoughts on where the market might head towards in the near future.",Accepted Offer,Positive, , ,"If you had a choice to invest between debt and equity, what would you do?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9503521.htm,Credit Analyst,London,England,UK,2/9/2016,Difficult,90,"After the application online, there was a video interview with motivational questions and others related to S&P. Then two rounds of phone interviews. I had the first round in December and the final round in January. The average question were really similar.",No Offer,Negative, , ,"Why S&P? Why credit rating? 
Accounting ratio and financial statement
Macroeconomic questions", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW9048255.htm,Credit Analyst,London,England,UK,1/1/2016,Average,90,I Applied online and was invited for Hirevue-itw and then 2*30 min phone-itw with employees from the firm. Question were both competancy and technical. Basic accounting is required and knowing your reasons why you would like to work a S&P.,Accepted Offer,Positive, , ,Tell me about yourself?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW8641077.htm,Credit Analyst,London,England,UK,11/14/2015,Easy, ,"a 15 minutes telephone interview based on competency questions only.Typical questions like why S&P walk me through your CV, why are you interested in Credit ratings,what do you expect from the programme.It was an HR administrator who called me and the questions were tottaly expected.Moreover she asked me to talk her through my cv.",No Offer,Neutral, , ,what makes you suitable for this postition, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW19794620.htm,Credit Analyst,Singapore, ,Singapore,3/21/2018,Average,14,"First HR Round, then a group interview with various department heads. Questions were not really technical as this was a junior position, but be prepared to answer more questions on fit and personality.",Accepted Offer,Neutral, , ,"What do you think caused the GFC in 2008?
Some credit-related questions", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW23578586.htm,Credit Analyst,London,England,UK,11/27/2018,Average,5,"I applied online, the process took 5 couple days. I received a mail back for an online video interview. They asked me about 10 motivational question about my skills and why I chose S&P and that position.",No Offer,Neutral, , ,What do you know about S&P?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW17975269.htm,Credit Analyst,Paris,Ile-de-France,France,11/19/2017,Average,28,Applied online and after about 3-4 weeks received a video interview from Hirevue. There are 7 questions and you can see the HR from the recruiting team. She is friendly and has recorded some questions for us.,No Offer,Positive, , ,"The interview is about no technical questions, generally about the motivation.
What is your graduation time?
Do you have work authorization in Beijing?
Why do your academic and professional background fit the job?
What do you know about the position?
What is the skill that you don't have and want to gain in this program?
Any other things that you don't mention about yourself?
What language can you speak other than English?", , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW14364983.htm,Credit Risk,Naples,Campania,Italy,3/27/2017,Difficult,28,"1st step online interview via Skype; mainly behavioral questions and questions about the company. 2nd step telephone interview; behavioral + technical interview. Main questions about the company, ratings and balance sheet figures.",No Offer,Neutral, , ,strenghts and Weaknesses, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW5705363.htm,Data Analyst, , , ,1/15/2015,Average,14,"1 telephone interview with HR hiring manager. Talked mainly about experiences and qualifications. I was called back for an interview, with two people. This again touched on experiences and included a lot of competency based questions. Focused around teamwork, leadership, communication etc.",Accepted Offer,Positive, , ,A time when I had been a role model to others, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW895269.htm,Data Analyst,London,England,UK,4/13/2011,Average,14,Applied online and got a call from HR 3 weeks later to arrange for an interview. The first interivew was with the hiring manager and her subordinate. The interview was very relaxed and they basically went through the CV and asked questions related to your previous work experience. I was contacted 1 week later to come back for second interview. This time with two managers from other departments and lasted for an hour. It's been more than 2 weeks since my second interview. Tried emailing HR for an update once and never got a reply. Followed up with a phone call and was told she has not heard anything from the hiring manager and will follow up and let me know. Few days later and I'm still waiting for an update.,No Offer,Positive, , ,Can you describe what a good data management process should be, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW686153.htm,Research Analyst, , , ,10/17/2010,Average,21,"Friendly, sociable interviewers. Wanted to see me succeed. Did not offer me the position, went with someone with more experience (I am a recent college graduate looking for my first job). Recommended me for another position.",No Offer,Positive, , ,Have you ever worked with macros in excel?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW2811201.htm,Research Assistant, , , ,7/11/2013, , ,Applied online through the company job site and heard back from HR within a few weeks. There were 2 interview stages - one with the hiring manager and and the second with a senior director. It is an entry level role so the questions were based around the skills and personality. You are expected to know about the company so read as much as you can.,Accepted Offer, , , ,Questions on Structured Finance very broad and generic., , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW2966785.htm,Research Assistant, , , ,8/22/2013,Average, ,"First round telephone interview from the head quarter HR in HK, basic questions about past experience and modelling skills. Face to face interview with a senior director from the team, quite relaxed, mainly behavior based, such as how do you deal with stakeholders.",No Offer, , , ,How do you resolve conflicts? Example?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW1359499.htm,Research Assistant, , , ,2/25/2012,Average,60,"phone interviews are quire easy, mainly about past internship experience. On site interview are composed of three sections, where I talked with three directors each section. Some questions are about knowledge of industry, big events, general questions.",No Offer,Neutral, , ,How do you see MF Global Failure?, , , , , 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Interview/S-and-P-Global-Ratings-Interview-RVW6358352.htm,Research Assistant, , , ,4/16/2015,Average,21,Applied online and received an email request to schedule a brief phone interview. Phone interview was very straight forward; Why do you want to make this move? What do you do in your current role? Do you have experience building macros? About a week later I received an email from an analyst who sent me a case study and gave me 24 hours to submit my 500 word case. I never heard back and there is a new posting for the same role so I'm guessing I bombed the case?,No Offer,Neutral, , ,Why do you want to make this move? , , , , , 
