"","x"
"717","decent work-life balance
base salary higher compared to other financial services firms 
unique perspective gained from a credit rating firm"
"718","Good internal 'university' with classes for development
Many seasoned industry specialists that can serve as mentors
New 'mentor program' has potential 
'Historically' job security has been stable
Very good work/life balance"
"719","Academic pursuits are encouraged
Down to earth and supportive team oriented work environment
Opportunities to promote are abundant at the unior levels
Access to abundant martket driven data
Strong Professional Development programs"
"720","Recognition as a credit analyst."
"721","-benefits
-great coworkers- they do a good recruiting job"
"722","Supposedly Moody's is designed to give people in the financial field a chance to do some meaningful financial analysis in rating the riskiness of debt and other securities."
"723","they've, so far, largely kept their promise to employ through the cycle"
"724","Good opportunity to learn a lot about various asset classes, but only if you are a self-starter.  If you like stability and don't mind the cubicle lifestyle, this may be a good place for you.  You can phone it in here and probably get by.  Pay is average, with less upside than the street but more job security."
"725","There is a reasonable work life balance here. 
If you enjoy a very well-defined job where you can follow a precise set of steps in order to complete the required work as an analyst then that can be considered a plus"
"726","It's doing reasonably well currently in this recession. There's a lot of resources for learning and growing a career, pay is good."
"727","Laid back atmosphere if you like that environment.  The salary is not great, but decent.  If you are new to IT, you will definitely learn some new things.  Promotions based on hard work."
"728","Moody's has a laid back academic culture where work life balance is encouraged.    Flexibility in work schedule is a big plus"
"729","Formal debt/credit training and education especially if you have no prior knowledge/experience of debt/credit analysis. Professional development continues this theme by requiring all analysts to complete a certain number (dependent upon seniority level) of required classes/hours per year."
"730","in some groups, we have great people"
"731","Decent pay for entry level analysts, good hours (for financial services of course), and ample exposure to sophisticated financial products .  Work - life balance is certainly adequate.  It gives you a lot of time to explore NYC.  Its a good stepping stone to a top business school."
"732","It is a generally stable firm to work for, very predictable and honors the work life balance for the most part. The compensation in most cases is sufficient."
"733","Moody's has a very collegial work atmosphere -- the other analysts are smart, eager to share information and good to work with.  Most of management respects analysts opinions.  You should never be bored at Moody's -=- even if something you are doing is tedious, there is more interesting work around the corner.  There are also a lot of opportunities to learn more.  In fact there is a 20 hour training requirement and... there are classes on all sorts of topics being offered ranging from credit issues, computer applications, how to deal with customers etc.  All in all a stimulating work environment."
"734","a well known firm; established methods, diverse workforce, global organization"
"735","Many of the floors of the expensive headquarters at 250 Greenwich has a ghost town feel. The view  from the vista of the cafeteria on the 20th floor is really nice."
"736","good balance between work and life.  i never had an issue taking time off, and face time was generally not of import.  significant changes were made once the company went public, and revenue drove the business as opposed to analysis.  significant changes at some levels should help, but the old guard is still there for the most part."
"737","There is good work/life balance. People are friendly."
"738","Good work-life balance, competitive compensation and a fairly secure environment combine to provide an unusually good relationship between Moodys and its employees.  Although the work is less than exciting, it is fairly challenging."
"739","Dynamic company which generally treats it's employees well. There is opportunity for career advancement, and some movement between departments is possible.

The atmosphere doesn't feel as ruthless as a bank for instance. Because it's mainly analysts, there is a more thoughtful, laid-back atmosphere which works well for the ratings process.   

The company did very well between 2001 - 2005, and this has cushioned... some of the blow from the credit crunch.

The senior management changes about 12 months ago will hopefully result in some efficiency gains."
