,cons_page1
579,"You are at the whim of who you work for. I worked for a guy who was very knowledgeable but not very nice to me. He made my life miserable and decided to replace me with someone with less experience. I was pretty experienced for the role and probably should've been hired into a higher role. the training tends to be on the job, but they analysts are often too busy to train you properly, so you have to pick up certain... skills from reading prior reports or the rating methodologies. Hopefully, you were formally credit trained before you got there."
580,"I believe the managers were reprimanded because they were in part responsible for the financial crisis. They rTed debt in an unregulated market the same way as in a regulated one; when issuers asked how they could improve their rating, they told them to issue or get into the Mortgage backed or asset backed securities market! That is bad advice, but it benefits Moody's bottom line because they get paid handsomely to... rate those securities. It became a ""racket"".  Anyway, Moody's makes money hand over fist, they have very high profit margins, so senior management tends to be very arrogant as displayed ungraciously during the Senatorial hearings in 2009, after the financial crisis. No, Ray McDaniel, you did not make us current and former employees proud of the company by your display.  He was ungracious and did not act with respect as appropriate for the role. He was unseasoned and immature (as is most of the management there)' unlike the CEO of S&P, Moody's equal competitor who was very gracious.  I believe that you should give people a second chance and learn from your mistakes. The company can be sexist and racists against blacks and Latins. It is heavily Asian these days and leans that way. It would be better to diversify the employees and to offer proper training"
581,"Long working hours, especially due to the time zone difference when you need to reach people globally. Pay could be better."
582,"regulatory burden makes work frustrating, constantly spending time making sure we don't miss something / mess up some required documentation
IT updates slow and painful, limited on site help service staff
some mediocre people stay and no one gets rid of them, some management weak"
583,find a way to comply with regulations without ruining lives of employees
584,"-Very entry level
-Various forms of data entry"
585,Lunch too short so I can't eat quick enough so end up feeling sick
586,Make higher time for lunch
587,"Very poor talent pool , mostly instruction followers with no thought process or ingenuity
Unrealistic expectations like you have to stay till 12 am at night and company won't even provide free transport in an unsafe place like gurgaon 
Zero quality work"
588,Please don't spoil Moody's brandname
589,"Work life balance, Monotonous work at times"
590,"Need more workers to do the job properly.  Lack of promotion and upper mobility is limited.  
Some politics are there with managers and their peers"
591,Please try to listen to your workers
592,"Bosses who are responsible for your growth are placed somewhere really remote. No clarity on where business is moving. No strong plans specially for Indian market. Since business is too market driven, which affects your overall performance and target achievements which impacts your bonus a lot. You will not receive a penny when you'd have invested all of your self but since market didn't perform so even you lost it.... Company promises a lot but delivers really less. No HR engagement at all."
593,Not always as nimble or progressive as the company could/should be in terms of technology.
594,Allow acquired companies more time to transition to Moody's processes and systems before integrating. Acquisitions are really taxing on everyone - both sides - involved and that is only harder when it's rushed.
595,It is difficult to get promoted and the salary is lower relative to the market.
596,"Micro-management, depending on the team you are in. Lack of proper communication for what concerns tasks and duties. Protocols can take up a great amount of your time. No recognition of merit. Great frustration when it comes to communicate issues, as if you actually created them instead of flagging them up to improve working conditions. Politics, politics, politics."
597,Be clear regarding what is expected. Communicate clearly and provide feedback.
598,"Weak management, weak salary, weak culture and no career path!!!! I have not been promoted despite being an outperform year on year - promotions are not linked to performance but opportunities instead"
599,"Focus on your people, would be good with some fresh ideas at the top - seems like senior MIS staff are all the same and never leave... The company talks the talk- but far from walks the walk-"
600,"Pretty bad micromanagement, and some of the worst/outdated middle/upper managers you'll encounter. But not unexpected from an old-fashioned NYC based company which is stuck in the 80's. Also, I think the whole industry is BS, which is why I left."
601,Treat your employees like adults.
602,Demoralizing culture and team. Senior management does not listen to your needs and does not give proper compensation and promotions
603,"Moody's is conservative. If you are looking for competitive pay this may or may not be the best place for you as other companies offer much more. However, when the economy is in a bad place Moody's might be the place for you!"
604,Senior Management is currently doing well
605,"as the technology guy, the technology  is not so important here, I mean, not the first priority, maybe moodys is a finance or rating company, not sure,"
606,"The business is great, but the great technology guys are leaving, which is not good. This also made the product is not good enough"
607,Poor career development in Global Middle Office
608,Integrate GMO in strategic planning
609,"no negative experience, great company."
610,"Senior mgt has no faith in it's direct reports, constantly calls in ""consultants"" costing hundreds of thousands of dollars that over and over have missed crucial information in their recommendations.  The best way to describe Moody's IT is the following:  A mid sized IT shop, that takes actions as though it were a world class IT organization but then at the same time manages like a mom and pop grocery store."
611,"Learn to trust your management team.  Stop regarding Gartner as the Bible.  learn the meaning of the following two words:  ""Integrity"" and ""Transparency"""
612,There really aren't any cons to speak of
613,"Has become least employee oriented company in the last three years.
Cheats employees of its bonuses by giving naive excuses.
Top heavy management structure. Too many managers handling 4-5 member projects. Hence difficult to promote employees.
Management introduced internal certifications based on promotions are made. If you fail to clear these certifications, management will defer your promotion.
Managers are... interested in improving their own margins and hence don't mind stealing employee bonuses to make up their margins"
614,Least employee oriented strategies will help you save money in the short term but spoil your reputation in the market.
615,Falta de recursos por ser uma empresa pequena aqui no Brasil e o escritória depende muito da sede em NYC.
616,"Administrative Employees are considered Non-Exempt status, so reporting hours are necessary. They are overtime eligible, but it is discouraged and limited, so you can't depend that to significantly add to your base. Also bonuses for non-exempt employees amount to an extra paycheck at the end of the year, and are dependent upon the market, so some years you may not get a bonus."
617,"As overtime is highly discouraged within departments, it erases the benefits of being classified as non-exempt employees. It may be better to convert administrative positions to straight salary."
618,"Compensation is not very competitive. Promotion is a little slow, but best analysts still get promoted pretty fast."
619,Not any major cons while there
620,"Reactive industry, the management is BAD; no focus on career development"
621,Company thinks it's a growth company but becoming very European and government like
622,Front line workers need to come first in actions not just words
623,pay is not commensurate with value-add
624,"need more flexible work, good location"
625,"Inherent conflict of interest in business model. Sloppy work, lack of integrity by some analysts. Backward looking analysis -- few working there have real-time market experience so ratings behind the curve."
626,Can be long hours at times
627,Moody's severely underpays in terms of both base compensation as well as bonuses. This has been an issue for a while and does not seem to be changing anytime soon.
628,My advice to management would be that the company needs to invest more in its associate analyst pool and change the way in which it compensates. There needs to be more incentive for strong performance.
629,Large barriers for growth. Position is not valued in the whole of the organization
630,"Non commercial environment where rewards are by no means linked to performance or analytical contribution.
 The status quo (promoted by management) is the message to follow for progression. Associates are rewarded for agreeing with the consensus. After all, management's subjectively rewards without any performance measure being considered"
631,"Retention of Associates is disgraceful.  Contrary to management's believe, it is not all about pay rewards. Promotions and pay increases should be linked to measurable factors."
632,A lot of workload time to time and you will run out of things to learn after a couple of months
633,"Being in this highly regulated industry does not allow one to be business opportunity minded, agility and innovation not considered pros"
634,"Too much compliance works and internal examination which cost a lot of time. Actually, other things are good. No need to bear a lot of burden."
635,Nothing bad to report here.
636,High pressure. Difficult to do work life balance. Too much reliance on outsourcing partners. They need to start hiring in-house talent.
637,They need to start hiring in house talent rather than outsourced partners.
638,"Too many changes in an effort to streamline, with little input from those doing the work."
639,"Not always possible tp keep acceptable work-life balance;
Perceived Excessive Regulatory Burden in the Rating Line of Business;"
640,"Increase focus on the development  of junior talent;
Focus more  on Competition in the Risk Managment Solutions Business;"
641,Pay is low for the industry - could be more transparency
642,"Pay not competitive with other financial firms, management only cares about shareholders rather than employees"
643,Focus more on employees to retain talent rather than solely managing earnings to please shareholders
644,"Non-commission sales, 401k matching is low and the work force maybe reaching retirement ages anytime soon."
645,"Hire extra people, get competitive in the market that is destined to remain after all other industries cycle through."
646,"Your 9-5, are often times not a 9-5.
Stress is a word heard too often.
Can't think of any other cons wotlrth mentioning."
647,Remember you to are human.
648,"The Bad: Then there is the HR Department. In a company that employees are genuinely proud to be a part of, the morale in this group is abysmal. These are the people who run the employee engagement survey and spend a lot of manpower to find ways to retain the best talent, while their own employees leave in droves for better jobs. There have been several occasions when employees have left without another job waiting... for them.

 The Ugly:  the Leadership & Organizational Development group, since there is no leadership or organization at the top of the department. In the past few years there has been a nearly 100% turnover. That is unacceptable.

I single out L&OD because the senior leaders, who are the key drivers of the Employee Value Proposition, seem to live by the mantra, ""Our views matter. Yours do when they mirror ours."" The senior leadership is rewarded for implementing early 21st Century ideas to enhance L&OD, meanwhile sucking up valuable resources by taking leadership training instead of providing that training to someone who could actually benefit from it. Incompetence and lack of communication skills are rewarded, hence the turnover.

Overall, Moody's is a great place to work as long as you are not an HR Professional."
649,It's been said before in this space: Fix HR.
650,It seems as if it's hard for people to move up in the company
651,Long working hours; Short projects
652,"Long working hours
Culture of sycophancy
Copy paste work with little analysis
Employees micro managed by seniors"
653,"Promotions should be based on merit and not your relations with the managers
Hire sensible people at AVP+ who care for the staff"
654,"growth is slow, bureaucratic culture"
655,#NAME?
656,Nothing much to say about cons at this time.
657,Very few opportunities to get promoted
658,Promote more internal people
659,"Depending on your role at Moody's, may not have as much exposure to all Lines of Business within the company."
660,"Middle-management has a love of poorly developed/shortsighted solutions.  Lots of overcomplicating processes, many of which result in ""hurry up and wait"" situations (but there is still a dearth of necessary processes...).  Little penalization for not meeting deadlines many arbitrarily set deadlines but no reward for meeting such deadlines.  As a result, progress is highly superficial.  Middle-management likes to... make it look as though there has been change when little no none has actually taken place.
It feels as though this job is a means to an end for most management... some padding of the resume so that they can move on to the next company."
661,"Work on simple, long-term solutions that can withstand the test of time.  If you have to wait until next quarter, wait until next quarter... don't institute an inefficient/unnecessary/illogical/redundant policy and then tell us it's a step forward just so that you can go to your boss and say that you got something done.
Try to make something that your successor will be glad to see and happy to use... not a hurdle... that must be overcome."
662,"Even as little as 5 years ago there were better leaders but all pushed out by other managers who were threatened
Constantly hiring people who bring no value 
Never cutting loose of people who bring no value which causes more work and long hours for some
No value added people typically get promoted since managers have favorites 
Budgets have been tightened with smaller bonuses Moving employees into picnic style... tables in a building where no one wants to go
Evaluation forms are changed by managers 
Don't tell management the truth about what they don't want to hear or you will be pushed out"
663,"We are not a young company to be put into a picnic table to work with no new incentives 
Cutting bonuses was hard enough but do not stick us in a pen like animals
Look behind the evaluation forms, nepotism and favoritism does exist 
Managers should not change evaluation forms which brings a sense of control over us"
664,under a lot of pressure during work
665,good and well-established management team
666,"low salary compared to banks, slow career progression"
667,conservative ways and slow motion for innovation
668,"staid, slow moving and political. Senior connections were important. Junior staff had trouble with dealing with senior staff at times."
669,Open things up a bit and allow your junior employees to help drive the company forward. Brave new world and the company is going to have to keep up.
670,"Low pay, pay rises are minuscule, awful maternity pay which is not in line with other employers. They have a huge focus on offshoring roles & it just doesn't seem to be working. Hardly any study leave"
671,Staff should be appropriately remunerated & maternity pay should be reviewed in the UK. Too much focus on offshoring roles
672,Management is not transparent and the company departments are very political.  Managers are not sufficiently trained to supervise or manage a team.
673,A lot of fire drills.  Meet the fate mentality over quality at times.
674,Allow movement within company and allow resources to obtain new title if qualified.
675,Salaries in certain departments does not match the amount of work you do; some teams understaffed leaving a few to do the work of many
676,Listen to employee feedback and desired goals; take business effectiveness survey seriously; embrace change
677,compensation (compared to other industries)
678,"no hay mucho desarrollo profesional. El puesto es muy bajo y básico, adecuado para los recién graduados."
679,Provide opportunities for all workers
680,"The HQ is located in down town Manhattan, Restaurants are expensive around the office location."
681,"none really, love my job and the workplace"
682,(currently too fresh to comment)
683,No other cons to list
684,"Scope of networking is required,"
685,upper management is terrible at relaying information to teams and has no clue what individuals do. they expect everything to be done with little to no care of employee morale.
686,Find ways to stimulate employees
687,"- advancement is 90% driven by politics or changing circumstances
- no room for non-conformity
- a lot of analysis and paralysis 
- overbearing rules & regulations"
688,"I think Management is reasonable in their assessments and overall judgments, though out of touch with everyday analysts."
689,Management is near clueless and scrambled around way more than they should have
690,Focus on your employees instead of filling senior managements' pockets
691,Little more sales aggression needed
692,Well done
693,"Mercurial management - HR in EMEA is terrible. Misaligned, conflicts, back-biting, no leadership. Rudderless, and going nowhere fast. Overall HR leadership from the US isn't much better - recent HR transformation efforts were so terribly implemented and communicated."
694,Understand what is going on on the ground; listen to all staff members - not just those sitting with fancy titles in NYC HQ.
695,"Unapproachable top management: Though it boasts of flat hierarchy, the management doesn't heed much to the requirements of team"
696,The degree of skill enhancing responsibilities for junior analysts vary greatly depending on department. Mobility across departments not difficult but not necessarily encouraged either.
697,Managers lack leadership and only care about their own career progression.
698,Review who you give manager roles to.
699,"Slow decision making. No clear career pathing and limited opportunities for junior analysts; Well below average pay as compared to other Wall St. firms (but hey, they don't trade or bank...); current focus on cost cutting had led to longer hours, high turnover in particular for junior employees."
700,Create a career path program.
701,Senior management lacks objectivity and tends toward herd-mentality
702,long hours in client site and frequent travel. many meetings and conference calls.
703,good project management
704,"too much deliberation, does not always lead to the most effective decisions"
705,reward people for the right reasons
706,Lower compensation and promotions could be arbitrary
707,No growth platforms as you will not know what will be your next level.
708,Please provide growth platforms.
709,mostly good for entry level
710,Unmeritocratic or heavy political environment for promotions especially as you climb to the top; harder to move to other jobs if you stay too long so best to only spend a few years and move on to sell side or buyside for better career prospects; bonus structure is bad but fixed salary is decent
711,"Understand that all financial institutions try to do more with less by promoting younger hardworking employees, but don't underestimate the importance of solid credit skills that can only be gained through years of experience and living through downturns. This especially is valid for their strategy to promote non-credit analysts in some of their emerging market regions."
712,"RH inexistente, baixa remuneração, não pensam em reter funcionários. Pessoas desmotivadas. Pessoal sênior sem habilidades de management. Altamente burocrático/"
713,RH e retenção de talento em uma empresa de serviços financeiros são vitais.
714,"-Lots of red tape
-Bureaucracy slows down processes
-Inconsistent promotion system and pay across the firm"
715,#NAME?
716,"lacks of growth for people who want to move up, salary is on the lower end for financial services"
717,"Needs more innovation, Strategic Thinking"
718,focus on innovation else you will be hit by surprise
719,"Weak management structure, unreasonable job expectations as most colleagues are available 24/7, lack of career path for those in regional offices"
720,"Work ebs and flows with the market. Some weeks are inundated with new sales, others are slow. The slow weeks allow you to focus more on research. Pros outweigh the cons."
721,"Be more transparent and straightforward. Try to avoid the corporate jargon. Motivation-wise, keep doing what you're doing."
722,"very traditional, slow innovators, very little career opportunities unless you work in New York office."
723,"far from business
lot of low value activities
slow career progression
low bonus"
724,"-Executive management only cares about two things - buying back as many shares as possible and keeping the regulators off their backs.  They don't care about extremely high turnover and poor morale that exists among the staff.
-Every year they find a new"
725,"None.  Only work here if you're desperate, but make plans on leaving as soon as possible.  Many colleagues have gone over to S&P, who seem willing to pay more."
726,"Very Slow to innovate 
Very Hierarchical
Very dynamic people tend to leave after 2 years on average
Analysts don't have a lot of autonomy 
Bad calls are not sanctioned"
727,Trust your analysts more and allow them to take ownership of their decisions and judgement
728,"You'll see plenty of people who've been at the firm 15 years+, on some very handsome packages that one cannot achieve anymore those days. Such people have little incentive to move elsewhere. Adding to that the fact that the growth of the company has come to standstill (once you rate the whole world, there isn't much foreseeable growth). Without growth, and turnover at middle and higher management levels, the juniors... have no chance but to leave if they are seeking career progression. Junior level turnover is already high."
729,"Care less about exercising stock options at handsome levels, and stop turning this company into a low-quality mass producer."
730,Technologies used in company are relatively old.
731,The management needs to pay more attention to new technologies.
732,Company is going throug ha transformation. Many people dislike it and mood among AAs is down. Everybody cares what they get out of it without seeing the big picture who gets affected the most and how.
733,"It feels like this organisation is being turned into a factory with production lines. Do you really believe this model fits into a place where analytical work is produced? You are employing smart people with multiple degrees at AA level, I would advise to give them better recognition and more resposilibityrather than making their role into something less than before."
734,"Pay is below market for the similar experience and skill set you bring to the table
Growth is very slow and some times stagnant
Data sources are not that impressive"
735,Incentive structure needs to be better
736,Bad Middle Management with no experience.
737,"- For satellite offices, there is somewhat of a ceiling on upward mobility to more senior positions and even lateral moves to other teams. If you really want to move up in the ranks in the company, you'd be better off moving to New York. 
-Promotion tra"
738,"-Improve transparency about slack and deal volume pressure among the teams. 
-Find ways to boost morale; a little goes a long way.
-Consider easing some of the self-imposed goals and arbitrary deadlines when times are tough and analysts are already sp"
739,"- career progression is painfully slow and random, with a ceiling after 1 or 2 promotions;
- salary is below industry average and does not correspond to the type and intensity of work - analysts there do more meaningful research than in investment banks"
740,#NAME?
741,Reliant on financial markets for good times.
742,Contracts can be layed off
743,Lack of appreciation from upper management until people are out the door.
744,i can't think of any
745,Is an entry level position so you will need to spend at least 1.5 years or so to move to the line of business and the opportunities are really tight.
746,"Give to FDAs more carrer opportunities, specially to move to the line of business."
747,Pay freezes/cuts seem to affect all teams regardless of their actual performance
748,"Compensation is not competitive with other NYC financial industry firms; cautious, bureaucratic processes to implement any new projects or engagements;"
749,"Improve compensation to retain good talent, cut red tape"
750,"Given the transactional nature of the work, the hours can be very tricky.  In addition, there isn't a clear delineation between titles as people with very different titles often do the same work making salary negotiations difficult."
751,Listen to employees- there have been alot of changes by management which leave employees and even middle managers frustrated and helpless.
752,Salaries can be much more competitive.
753,lower package as per the market
754,increase the package
755,Compensation not competitive.  Little growth. Impregnable glass ceiling for women.
756,Listen to employees below MD level.
757,Intellectual lazyness  and negative spirit of most of the senior managers and senior analysts
758,Be positive and promote juniors faster - they are the core of the company even if you don't have time to see it
759,Poor career development opportunities and middle management support
760,bonus is kind of low
761,"Gotten more political over the years, the culture is changing"
762,Try to retain the excellent culture the firm has developed over the years
763,"Are terrible at managing employees, stuff work onto you regardless of your time. Work overtime almost everyday."
764,"Extremely poor development of leaders, horrible management of entrenched, impossible to work for managers.
Quietly reducing staff, treat those impacts like criminals. Package includes stipulation to never work for Moody's again."
765,"Poor Career advancement, 
Slightly below average salary"
766,"No work life balance, understaffed, process issues, too much red tape and bureaucracy, poor prospects for long-term career growth. Benefit package is good, but salary is on the low-side of the market and bonuses are dismal."
767,Only way to succeed is to suck up and get in with the right people
768,Relax with the corporate politics
769,Limited opportunities to grow or be promoted
770,"-Pay is terrible
-This job is extremely boring"
771,"Advertise this role as more of an administrative function (because it is), you may throw some people off  based on how you describe the team"
772,Too much bureaucracy. Poor management. Poor vision. Poor strategy. Too responsive and reactive. Not forward thinking. Really is only saved by being in a protected industry that has low barriers to entry by competition
773,Lots of contract hires so full-time positions are not guaranteed.
774,"Not the best pay
Not too much innovation in areas
People get do the minimum to get by in a lot of areas"
775,Do not let people become stagnant and collect a lot of pay for little work
776,"Some departments with a lot of junior positions have a lot of turnover. Once someone gets experience and there's no room for growth, they'll leave for another opportunity. I've seen it happen time and again."
777,Flat structure with no opportunity for analysts to join management ranks.  Shallow management skills in some LOBs like securitization.
778,Not easy for junior employees to advance careers. So it's common that some newly grads join the firm for a year or two and then leave to pursue other opportunities.
779,Very pushing sometimes. Especially for rating groups. No schedule.
780,Going public has created unwanted pressure
781,Open-door policy: close to non-existent (maybe it's just in my case)
782,"No worklife balance, monotonous work at times, Low pay"
783,Promotion should be based on merit
784,"The HR leadership team in New York are a disaster. Having embarked on an HR transformation, they are now unwinding it due to poor execution.

Complete lack of transparency around how decisions are made, and incompetent people in NY are consistently promoted in to senior positions because they are part of the 'clique'."
785,"Time to change up senior HR management.
Remember that you have talented employees outside of the US."
786,"Extremly poor work environment with long working hours. ( AC is switched off at specified time even if lot of people are working, this remains switched off even on weekends when unfortunate employees come to work). Depending on the project employees are expected to work for 15 16 hours every day.
Top heavy company with useless managers with no skillset handling a team of only 4 -5 people.
Erradic appraisal system,... ur growth is not dependent on performance but managers whimps.
Management is only concerned with the profitability of project, they are least bothered about the employee."
787,employees are human beings and should be treated like one.
788,"there, are no ,cons,at Moodys"
789,n/a
790,"Lack of Goals
Lack of Orientation
Lack of Direction (You will be lost in your position) 
Dedicate 99% of your time to flow in slow-motion"
791,Change SF Managers
792,"Management forces unnecessary and unhelpful changes
Comp is the number one reason people leave; if comp were better turnover would shrink immediately"
793,Make all employees bonus eligible
794,"Career opportunities limited after reaching a certain level
No work/life balance in certain team"
795,"No development opportunities. People get promoted based on how long they are at the company, not how good they perform."
796,Repetition of the same kind of work
797,More diversification needed
798,"Horribly long admin tasks, systems are not even close to market average, slow progression and little pay"
799,"It is very difficult to get work done, particularly in EMEA, away from the major decision makers. The same issues that existed when I started 5 years ago still existed on the day that I left, despite them being discussed on a regular basis. 

Flexible working is limited to working from home or very rarely given. Moody's is a very cautious company, and this extends to flexible working, there is a lack of... imagination to see how flexible working can work better."
800,Policies that work for the US don't necessarily work for the UK or the rest of the world. Other companies embrace new ideas much quicker.
801,Poorly managed. Lack of recognition and reward. Lack of upward mobility.
802,"Career progression takes forever thus turnover rate at the junior levels very high, organization structure very complicated thus one often has numerous types of tasks to do beyond job scope, too many people in positions that should have long been removed to make way for current and necessary positions or to use the money/benefits towards retaining relevant talent."
803,Recognize talent and give bonus/rewards where good work is done especially at the junior levels to retain talent.
804,Slow career advancement and salary growth
805,Weak management impervious to what employees think.
806,"To reduce an amount of redundunt ""managers"" guzzling the company's money away."
807,#NAME?
808,#NAME?
809,Not enough budget for staff and activities
810,"I do not know Germany language, but I want to learn it. I don't have work visa in Germany, but I have Shenzhen visa until September 2017"
811,To do staff which to add money into th wallet company where you work.
812,Mid range pay. If you are not a minority or women forget promotion
813,Negative culture; poor senior management
814,Care about employees
815,Work at times can be tedious and repetitive.
816,impro
817,Most examples of senior advancement and large scale initiatives are driven almost entirely by politics
818,Promotions only happen if you are well-known by a senior leader or if your manager likes you.
819,Need to have promotion and growth path for junior and mid-level staff.
820,Working hours can get extended sometimes
821,No cons if you are ready to learn and grow
822,no advice
823,no significant increase with promotion
824,hard to move up the hierachy
825,be more inclusive and diverse
826,no cons so far into my career to note. I couldn't think of a better place to be in the early stages of my career...
827,"should look into offering staff flexi-time to improve the work life balance. Other than that, I haven't seen anything thus far that I'd change."
828,"When mid-level managers are brought in to run the PMO (even though they have never run a project) and start hiring consultants and former associates from Deutsche Bank (where they came from) and paying them crazy money, it leaves a very sour taste in everyone's mouth.  Especially when PMO lead gets his former associates to write and rate his performance.  Makes you wonder....do you really want to work in the PMO... office......??  Cloud strategy is off the rails, going in the absolute wrong direction as new SVP's who work remotely tend to regurgitate others presentations."
829,Keep a close eye on your PMO consulting and salary budgets.  Know who and where reviews come from of MD's.
830,"Long working hours, poor benefits"
831,To improve work-life balance or improve salaries and benefits
832,"+slow career growth trajectory
+low salary relative to roles that require the same skill set"
833,Retire soon and let the young blood takeover
834,difficult to promote as there a lot of seniors
835,Salaries average to industry standards
836,"Very bureaucratic; promotions often unrelated to performance; politically charged workplace; NY/HQ-centric; poor/incompetent micromanagement; depending on the group/manager you work for, poor work-life balance / workplace atmosphere."
837,Promote based on performance; get rid of incompetent managers; cut costs at HQ where there is a lot of slack.
838,"Very hierarchical
Small raises
Uses old technology"
839,No easy growth latter projected.
840,"Very ""corporate"" atmosphere. Compensation is lower than what you would be paid elsewhere on wall street, but I think it is worth it because the culture and work/life balance is much better."
841,"Slow to promote, typically raises are limited to cost of living, bonuses aren't ordinarily paid out at 100% at the associate analyst level"
842,Pay out full bonuses or make clear that it won't be the case upfront.
843,Salary is not the best.
844,n/a
845,"lack of career advancement opportunities, have to deal with office politics"
846,Hire competent and intelligent employee with competitive compensation but fewer headcounts
847,Little room for fast growth overall
848,"Quality of work is generally low, very few good projects. Very low scope to grow to top as most people are there for ever and are not leaving."
849,Can get very stressful at times. Very bureaucratic structure with lots of regulation
850,"A bit sleepy, bureaucratic and stuffy. It takes a while to get established and navigate the hierarchy. Not very agile and stuck in its ways"
851,Moody's investor services canteen which is called Foody's investor services is not the best but is better than some other food places around the area.
852,"My advice to management at Moodys investor services will be to improve the food at Foody's, and look to promote people within the company and not externally."
853,There is not so much career development opportunities.
854,Junior level promotions are slow
855,did not stay there long enough to find any cons
856,A little rigid and not as empowering to employees and flexible as it could be.
857,"Time to change with the times.  Working from home, being a little flexible adds the personal touch and people would stay longer.  Also clearer messaging from leaders would help."
858,slow in progress of adoption due to high regulations.
859,Will take 5 times as long to progress and pay is terrible relative to length of service.  They like to hire senior level candidates and place them at graduate level ranks.   Consequently there is lots of turnover.   Most people who still are here are so because they have yet to find an escape.
860,Look at your hiring practices and stop causing inevitable issues.
861,"Very clicky culture where a few ""chosen ones"" will invariably move up
Incredibly unfriendly for newcomers, no guidance, you're on your on
Never had a set of goals, so you will never achieve such goals
Bonuses are a joke."
862,"This is a regulated oligopoly (with S&P). I have no experience in other credit rating agencies, but this one has been truly awful. People with no personalities, menial tasks, and a lot of internal politics where a very few lucky ones move up. Absolutely zero opportunities for growth. Senior management is focused on ticking boxes and managing up, never concerned with employees."
863,Poor policies. No leave policy and not much employees to have a policy
864,Not challenging work across the projects
865,"Moody's has to do a better job of developing and retaining junior talent. Too often, junior talent is leaving for better positions, including managerial ones, at banks and other peer firms. Moody's also needs to improve on total compensation for junior/mid-level talent."
866,Recognize the worth you have with your junior talent.
867,Too consensus driven an organization.
868,Be decisive
869,"While management and lead analysts always helped me and supported me, associate analysts are treated as disposable workforce and pressed hard, with long hours and few promotions. Always keep an eye on the job market to put yourself in a stronger position regarding promotions, and do not hesitate to pressure management through ultimatums for promotions."
870,"Promotions are biased.  When promotion criteria wasn't meet,  promotions were are still granted.  While other staff having meet the promotion criteria are left behind.   

Very confusing and frustrating to get the outstanding staff in front at the right time."
871,Value the long term workers sooner than later.  Do not rely on the thought these people will never leave.
872,"Where to begin...lack of growth and development. Lack of meaningful opportunities. Diversity exists on paper, but not in management or day to day work. Miserable place for women, who get layered under lazy and unproductive male managers, who in turn take credit for work performed by others. A technological dinosaur, which pours money into ""innovation"" that never materializes. And so on..."
873,"Cut the political BS. Listen to your mid-level, non MD employees, and then act. Get rid of the patriarchy at the top. Hire performers, retain performers, cut the deadwood."
874,"Long Working hours, at times unstructured teams"
875,"The business model is strange. It’s a conflict of ethics. You are paid by those you rate. Yet for some reason the market accepts your ratings. I can’t explain it.

They pay lip service to ethics but believe me they know on which side their bread is buttered. You simply cannot expect a billion dollar company with 20% profit margins to be angelic. If you do, I have a bridge just right for you.

If it’s not working... out they will drop you like a hot potato and literally throw you out of the door. What happened to loyalty?

Pay is small relative to Wall Street."
876,"50% increase in MCO stock price in 2017. What would a schmuck like me on Glassdoor have to say to management?

Treat the employees you lay off like human beings and not criminals when you have armed security surprise them and throw them out in the cold one day after decades of loyal selfless service."
877,"No learning process
No incentives
inefficient managers with no stand of their own"
878,Zero work life balance for employee
879,"Senior IT management sets a negative example by being very political. Senior level MDs are quick to through juniors under the bus. No sense of ownership of the bad, only the good."
880,"In the Infrastructure IT group, they need to focus on delivering excellent solutions to the business instead of “excellent” PowerPoint presentations. Too often senior leaders (MDs and SVPs) are interested in how an idea “sells” instead of how it benefits the organization. This results in short term wins instead of long term vision. There’s too much political jockeying and back stabbing at the senior level that only... serves to distract the troops from what’s important. The blame culture and throwing juniors under the bus (BSD and Infra) deprives Moody’s of staff loyalty as everyone is constantly keeping an eye out for being backstabbed by a colleague or an MD. Honesty needs to be valued more and rewarded instead of being shouted down as not being a team player. Moody’s needs to allow for a more collegial atmosphere so that people can deliver on great ideas and be less competitive (in a bad way) with each other."
881,Low salary and not a lot of opportunities for advancement
882,"There is nothing “Technical” about this role. Its basic 1st line/hardware support/customer service. Nothing much to learn, lots of monitor deployments to waste your time with. The systems engineering team have no presence outside of NY and don’t provide anything helpful anyway in terms of technology or tools. 

Several third party vendors that carry out tasks at a very granular level so difficult to find the right... person. Support from most of those vendors is terrible, they simply don’t care. They have finally decided to streamline and bring in one to take over at least three of those companies so maybe things will improve. 

People will ignore your emails, including senior management. You have to CC in someone important if you need support from people or for them to simply do their actual job.

I suggested many improvements but kept getting  knock-backs. Senior people came up with excuses probably because they were protecting their highly paid positions. 

The only projects you are asked to get involved with are the ones that nobody else wants to do. You’re not asked what you’d like to do. Many broken processes which can create chaos for users.  

In term of progression it is non-existent unless you are already in a senior role or if you are very young and seen to have potential. You can’t be in your thirties and have potential or existing talent. 

Also how about some regular department drinks once in a while rather then only if a senior person from the US comes over with their credit card. Not much team bonding."
883,"The MIT University was a great idea and gave an excellent high level understanding to many functions but the company will not entrust you to get involved with any of these so seems pointless. If there is a particular path you enjoy or technology you like to get involved there is no clear guidance on how to get involved. 
So you can ask around till you find the right names and they either ignore you or fob you off... to a subordinate. You’re not encouraged to take your learning further. You can even offer to stay back and work extra hours to help out those teams but they won’t bother making use of your existing skills or talents. 
The available roles that are advertised are usually quite senior and you could never acquire the required skills from doing the TSA jobs due to lack of systems access/permissions. So they bring new people in and usually to the NY office. Why don’t you train people from within the organisation. How about a quarterly meeting for MIT to give an idea of what roles might be coming and giving staff an opportunity to ask questions and put their names forward for development into those roles."
884,Career growth  which is very less
885,not as such only thing is progression
